N	2gram	Vygotskiy__6	Hudozhes
1	том что	19	16
2	и в	28	14
3	так и	6	13
4	а не	3	12
5	в том	28	12
6	не только	16	12
7	при этом	3	12
8	прежде всего	2	11
9	в этом	27	11
10	в себе	4	11
11	для него	6	10
12	в своей	2	10
13	у него	2	9
14	что он	18	9
15	как и	6	9
16	в качестве	4	9
17	то же	7	9
18	как в	3	8
19	то что	28	8
20	отношению к	10	8
21	по отношению	10	8
22	в этой	5	8
23	в то	6	8
24	в его	3	8
25	казалось бы	2	7
26	это не	5	7
27	к тому	10	7
28	не в	4	7
29	еще не	8	7
30	как бы	11	7
31	не может	19	7
32	именно в	4	7
33	а в	2	7
34	никогда не	8	6
35	что в	17	6
36	было бы	9	6
37	не менее	2	5
38	с его	3	5
39	к жизни	4	5
40	в частности	4	5
41	в этих	2	5
42	интерес к	2	5
43	может быть	13	5
44	только в	18	5
45	но и	10	5
46	во второй	2	5
47	самом деле	2	5
48	друг друга	4	5
49	и его	3	5
50	можно было	7	5
51	потому что	22	5
52	точки зрения	13	5
53	но в	5	5
54	связи с	3	4
55	тому что	11	4
56	в своем	7	4
57	к другому	4	4
58	и от	2	4
59	и все	5	4
60	на то	4	4
61	можно сказать	6	4
62	и к	6	4
63	а только	2	4
64	то в	5	4
65	она не	2	4
66	несмотря на	2	4
67	мы уже	2	4
68	в самом	8	4
69	один из	3	4
70	из них	2	4
71	как раз	6	4
72	того что	24	4
73	только что	2	4
74	он не	7	4
75	по своей	3	4
76	в конце	2	4
77	с ним	2	4
78	но не	10	3
79	если бы	7	3
80	что у	2	3
81	но он	2	3
82	с этим	4	3
83	это в	2	3
84	как мы	10	3
85	в ходе	3	3
86	от него	2	3
87	на этом	4	3
88	по своему	2	3
89	что при	4	3
90	в пределах	5	3
91	еще в	2	3
92	в нем	7	3
93	все же	2	3
94	приводит к	6	3
95	в связи	2	3
96	этом отношении	3	3
97	о природе	2	3
98	все эти	2	3
99	того чтобы	10	3
100	с точки	10	3
101	и по	3	3
102	в своих	3	3
103	тем что	8	3
104	и на	5	3
105	его в	6	3
106	том как	2	3
107	и другое	2	2
108	на вопрос	2	2
109	в одной	4	2
110	на фоне	3	2
111	в себя	3	2
112	ясно что	4	2
113	вопрос о	5	2
114	в такой	2	2
115	по себе	3	2
116	что на	4	2
117	мы знаем	4	2
118	состоит в	2	2
119	так что	6	2
120	в другом	2	2
121	же как	6	2
122	об одном	2	2
123	и что	6	2
124	мышления как	2	2
125	в целом	3	2
126	первую очередь	3	2
127	до конца	3	2
128	раз в	3	2
129	себе и	2	2
130	например в	4	2
131	на его	3	2
132	только на	2	2
133	в первую	3	2
134	вместо того	2	2
135	каждого отдельного	3	2
136	хотя и	3	2
137	своей природе	4	2
138	на том	2	2
139	сих пор	3	2
140	как по	4	2
141	в их	3	2
142	все это	2	2
143	внимание на	2	2
144	а и	2	2
145	мышления и	7	2
146	при котором	2	2
147	не знает	3	2
148	иначе говоря	3	2
149	и не	11	2
150	но с	2	2
151	ключ к	2	2
152	они не	4	2
153	в значительной	2	2
154	в системе	3	2
155	не умеет	4	2
156	не имеет	6	2
157	речь в	2	2
158	слово не	2	2
159	той же	4	2
160	на основе	4	2
161	с ними	2	2
162	с этой	2	2
163	что я	2	2
164	за ним	2	2
165	с того	3	2
166	представляют собой	3	2
167	начинается с	3	2
168	но как	3	2
169	мы не	6	2
170	до сих	3	2
