N	2gram	Potebnia_M_2	Mirosoze
1	может быть	23	30
2	не только	15	29
3	и в	24	28
4	не может	12	28
5	но и	9	25
6	а не	18	25
7	человеческой природы	2	20
8	в этом	8	20
9	не было	6	18
10	у него	2	17
11	не в	13	16
12	потому что	49	16
13	в ней	3	15
14	и есть	2	14
15	никогда не	4	14
16	человека и	3	14
17	в нем	9	13
18	человека в	3	13
19	и это	2	12
20	для него	10	11
21	в самом	4	11
22	и не	19	11
23	что в	16	10
24	прежде всего	7	10
25	и все	3	10
26	что он	4	10
27	было бы	13	10
28	и потому	2	10
29	но он	2	9
30	с тем	4	9
31	в его	2	9
32	не есть	6	9
33	и его	2	9
34	но не	12	8
35	в человеке	4	8
36	в котором	4	8
37	быть может	7	7
38	в самой	3	7
39	того что	7	7
40	но в	4	7
41	в себе	10	7
42	в том	18	6
43	все это	2	6
44	и на	8	6
45	вместе с	11	6
46	только в	11	6
47	в которой	5	6
48	не могут	7	5
49	это не	3	5
50	у нас	2	5
51	как и	7	5
52	то что	20	5
53	что есть	2	5
54	у человека	2	5
55	уже в	5	4
56	в этих	3	4
57	и вместе	4	4
58	мог бы	3	4
59	ни с	2	4
60	отношения к	2	4
61	и по	2	4
62	а в	8	4
63	в них	5	4
64	не как	3	4
65	один из	2	4
66	от него	4	4
67	за пределы	2	4
68	к ней	2	4
69	в человеческой	3	4
70	что и	11	4
71	есть не	5	4
72	уже не	4	4
73	тем что	7	4
74	себя и	2	3
75	для нас	31	3
76	но если	2	3
77	и их	5	3
78	заключает в	4	3
79	не имеет	6	3
80	не так	3	3
81	должно быть	2	3
82	его не	3	3
83	с этим	7	3
84	его в	3	3
85	так как	10	3
86	то есть	30	3
87	на этом	2	3
88	с его	2	3
89	одно из	3	3
90	в жизни	2	3
91	том что	8	3
92	вряд ли	3	3
93	ко всем	2	3
94	хотя бы	2	3
95	место в	4	2
96	и от	3	2
97	вопрос о	2	2
98	что без	3	2
99	свет и	4	2
100	в свою	6	2
101	движения в	2	2
102	для того	5	2
103	его с	2	2
104	могут быть	8	2
105	по отношению	2	2
106	быть не	3	2
107	все эти	2	2
108	и что	4	2
109	есть только	6	2
110	время как	4	2
111	света и	2	2
112	сказать что	2	2
113	или от	2	2
114	даже и	2	2
115	как бы	9	2
116	о том	5	2
117	как он	4	2
118	том смысле	4	2
119	когда мы	2	2
120	бы в	2	2
121	с ним	5	2
122	если бы	11	2
123	мысли о	4	2
124	только один	4	2
125	и во	3	2
126	на природу	2	2
127	к этому	2	2
128	мы видим	2	2
129	в то	6	2
130	все что	3	2
131	то время	4	2
132	связано с	2	2
133	до сих	4	2
134	душевной жизни	7	2
135	как для	2	2
136	относится к	3	2
137	все же	5	2
138	сих пор	4	2
139	как в	10	2
140	бы не	5	2
141	того чтобы	2	2
142	и у	3	2
143	и как	6	2
144	и для	3	2
145	в каком	3	2
146	и человек	3	2
147	отношении к	2	2
148	не все	2	2
