N	2gram	Tiupa_Narr_1	Russkaja
1	не может	8	22
2	и не	23	19
3	в том	8	17
4	в этом	12	17
5	и в	11	14
6	то что	9	13
7	то же	8	11
8	точки зрения	5	11
9	же время	4	10
10	но и	27	10
11	в то	4	10
12	том что	7	9
13	не только	31	9
14	в себе	6	9
15	может быть	15	9
16	во всяком	2	9
17	прежде всего	4	8
18	того чтобы	4	8
19	отнюдь не	2	7
20	к тому	6	7
21	не будет	2	7
22	самом деле	3	7
23	в данном	11	7
24	о том	4	7
25	и с	3	7
26	если бы	7	6
27	что он	3	6
28	для него	4	6
29	для того	3	6
30	всяком случае	2	6
31	если в	2	6
32	в своем	3	6
33	и для	2	6
34	между собой	2	5
35	жизни в	2	5
36	хотя бы	2	5
37	на то	2	5
38	и на	5	5
39	или иной	4	5
40	при этом	19	5
41	до сих	2	5
42	в своей	5	5
43	он не	3	5
44	никогда не	4	5
45	в нем	4	5
46	сих пор	2	5
47	и только	2	5
48	а в	13	5
49	потому что	5	5
50	только в	12	5
51	между тем	3	5
52	но не	4	4
53	что в	3	4
54	в мире	4	4
55	как и	13	4
56	все что	2	4
57	как бы	6	4
58	все же	4	4
59	себя в	2	4
60	жизни и	6	4
61	вместе с	2	4
62	со стороны	8	4
63	не в	6	4
64	и то	3	4
65	в этой	6	4
66	в его	6	4
67	и т.д	6	4
68	он сам	3	3
69	для них	2	3
70	именно в	3	3
71	из этих	4	3
72	в конце	2	3
73	что может	2	3
74	да и	2	3
75	и как	3	3
76	то в	4	3
77	лишь в	3	3
78	в качестве	14	3
79	еще не	4	3
80	в самом	6	3
81	той или	5	3
82	из них	4	3
83	данном случае	8	3
84	не было	3	3
85	сводится к	3	3
86	того что	4	3
87	друг друга	2	3
88	или в	6	3
89	связи с	2	3
90	она может	2	3
91	одна из	4	3
92	в сознании	4	3
93	этого не	2	2
94	зависит от	2	2
95	в частности	14	2
96	у него	7	2
97	его и	2	2
98	не подлежит	2	2
99	и от	2	2
100	к себе	4	2
101	состоит в	10	2
102	по себе	4	2
103	уже не	8	2
104	при отсутствии	2	2
105	она не	2	2
106	и о	3	2
107	но для	3	2
108	в ней	4	2
109	и является	2	2
110	к чему	3	2
111	речь идет	3	2
112	и тем	4	2
113	этом и	4	2
114	быть и	2	2
115	и тогда	2	2
116	по отношению	3	2
117	тогда как	10	2
118	если не	2	2
119	и состоит	4	2
120	и вот	2	2
121	только на	2	2
122	тем самым	5	2
123	а не	13	2
124	и даже	2	2
125	к нему	4	2
126	в глазах	3	2
127	в таком	2	2
128	в результате	2	2
129	их в	3	2
130	мы можем	2	2
131	не о	2	2
132	на себя	4	2
133	в начале	3	2
134	ни от	2	2
135	как будто	3	2
136	в этих	2	2
137	с ним	2	2
138	в области	2	2
139	но в	7	2
