N	2gram	Vygotskiy__4	Literetu
1	а не	7	20
2	и в	20	19
3	может быть	12	17
4	то же	16	12
5	и не	8	11
6	и т.п	2	10
7	в том	42	10
8	как и	9	10
9	но и	9	10
10	состоит в	4	9
11	такого рода	6	9
12	не может	6	9
13	тогда как	2	9
14	в этом	24	9
15	с другой	12	8
16	не только	15	8
17	том что	35	7
18	то что	15	7
19	так и	5	7
20	с одной	9	7
21	и т.д	2	7
22	слова и	5	7
23	не менее	3	6
24	в себе	10	6
25	одной стороны	9	6
26	при этом	12	6
27	себя в	3	6
28	и на	6	6
29	столь же	3	5
30	но не	3	5
31	в качестве	21	5
32	вместе с	8	5
33	того что	10	5
34	что в	19	4
35	в частности	5	4
36	прежде всего	2	4
37	не в	4	4
38	отнюдь не	3	4
39	того же	9	4
40	для него	2	4
41	в ней	2	4
42	в его	11	4
43	даже в	2	4
44	один из	3	4
45	ли не	2	4
46	и других	3	4
47	так что	3	4
48	другой стороны	9	4
49	тем что	7	4
50	точки зрения	24	4
51	едва ли	2	4
52	в области	4	4
53	никогда не	5	3
54	что он	6	3
55	идет о	3	3
56	в нем	2	3
57	по существу	3	3
58	и как	9	3
59	одним из	2	3
60	в начале	2	3
61	такой же	2	3
62	в этой	3	3
63	и он	2	3
64	в сущности	4	3
65	том чтобы	2	3
66	речь идет	5	3
67	данном случае	2	3
68	со стороны	3	3
69	себе и	3	3
70	в их	12	3
71	и для	4	3
72	этом отношении	7	3
73	так как	10	3
74	тем самым	7	3
75	тем же	4	3
76	с точки	11	3
77	от слова	2	3
78	а в	2	3
79	и его	5	3
80	и то	10	3
81	и с	4	3
82	в данном	2	3
83	в равной	3	3
84	на этом	3	2
85	том числе	2	2
86	уже в	6	2
87	же как	6	2
88	с тем	6	2
89	у него	2	2
90	в нашем	4	2
91	не является	5	2
92	в какой	3	2
93	с этой	4	2
94	в виду	3	2
95	в каждом	2	2
96	как уже	4	2
97	и к	5	2
98	а также	2	2
99	для нас	4	2
100	этом случае	3	2
101	а затем	2	2
102	одно и	6	2
103	тот же	9	2
104	еще не	2	2
105	было бы	8	2
106	одной из	3	2
107	не бывает	2	2
108	свое время	2	2
109	не по	2	2
110	как бы	7	2
111	в свое	2	2
112	что и	9	2
113	как он	4	2
114	все же	5	2
115	в целом	11	2
116	из них	4	2
117	могут быть	7	2
118	то как	2	2
119	в истории	10	2
120	мысли и	2	2
121	и только	4	2
122	той же	6	2
123	и что	8	2
124	для того	5	2
125	друг друга	4	2
126	не знает	2	2
127	в результате	8	2
128	потому что	12	2
129	в основе	17	2
130	подобно тому	2	2
131	но как	2	2
132	ту же	2	2
133	о том	5	2
134	представляет собой	3	2
135	тому как	2	2
136	как это	9	2
137	в него	2	2
138	но в	3	2
