N	2gram	Trubetskoy_1	Istorich
1	и в	26	26
2	так же	5	18
3	то что	7	16
4	не только	10	15
5	что в	9	14
6	может быть	10	14
7	же как	3	13
8	но и	9	12
9	связь с	2	12
10	что он	4	10
11	так и	6	10
12	таким образом	22	10
13	что и	6	9
14	все же	6	9
15	и не	8	9
16	так как	9	9
17	то же	4	8
18	а в	4	8
19	в этих	4	7
20	превращается в	2	7
21	во время	4	7
22	в качестве	3	7
23	он не	4	7
24	в этом	15	7
25	мы имеем	2	7
26	не всегда	2	6
27	еще не	2	6
28	мы видели	2	6
29	когда он	3	6
30	вместе с	15	6
31	не может	4	6
32	а не	5	6
33	к нему	7	6
34	потому что	7	6
35	мы можем	2	6
36	к которым	2	5
37	и как	3	5
38	точно так	3	5
39	в одном	3	5
40	к этому	3	5
41	но все	7	5
42	в силу	5	5
43	но не	8	5
44	и только	4	5
45	в его	5	5
46	и у	8	5
47	до сих	5	5
48	сих пор	5	5
49	и что	4	5
50	из которых	4	5
51	уже не	3	5
52	и по	4	5
53	не в	2	5
54	и с	10	5
55	и здесь	2	5
56	мы должны	6	5
57	но в	7	5
58	с другой	8	4
59	все что	2	4
60	он в	2	4
61	и даже	3	4
62	в которых	4	4
63	о том	6	4
64	только что	2	3
65	сравнению с	2	3
66	по сравнению	2	3
67	из этих	10	3
68	в образе	2	3
69	в том	11	3
70	по существу	2	3
71	том что	7	3
72	и при	3	3
73	при этом	3	3
74	связанные с	7	3
75	и другие	3	3
76	и если	3	3
77	большей частью	3	3
78	относится к	2	3
79	как бы	12	3
80	все эти	6	3
81	а также	2	3
82	на то	2	3
83	те же	2	3
84	не имеет	5	3
85	связан с	2	3
86	попадает в	4	3
87	связи с	9	3
88	что мы	2	3
89	только в	4	3
90	с того	2	3
91	должен был	4	3
92	и действительно	2	3
93	связана с	2	2
94	уже в	2	2
95	не могут	2	2
96	с тем	18	2
97	связанных с	2	2
98	не менее	3	2
99	никогда не	5	2
100	в своем	3	2
101	и все	2	2
102	главным образом	8	2
103	тем не	3	2
104	его от	2	2
105	так что	3	2
106	представляет собой	3	2
107	от них	2	2
108	с целью	2	2
109	если бы	3	2
110	конечно не	2	2
111	ему в	2	2
112	к ним	3	2
113	в русских	2	2
114	по своей	2	2
115	не могло	2	2
116	хотя бы	3	2
117	в нем	4	2
118	не к	2	2
119	отношение к	5	2
120	из них	7	2
121	все это	6	2
122	что это	3	2
123	в связи	3	2
124	в других	3	2
125	лишь в	5	2
126	того что	3	2
127	на этот	4	2
128	и на	2	2
129	с этой	3	2
130	сказать что	2	2
131	в виде	4	2
132	в себе	6	2
133	же самое	2	2
134	этот факт	2	2
135	в этой	4	2
136	при жизни	4	2
137	в области	9	2
138	так например	2	2
