N	2gram	Losev_Dial_4	Problemy
1	и в	15	34
2	и не	30	29
3	как бы	14	27
4	что он	7	23
5	в его	4	22
6	может быть	17	19
7	в нем	5	19
8	не может	11	19
9	и все	11	19
10	как и	7	18
11	но в	3	16
12	все это	9	16
13	и его	7	16
14	в этом	11	16
15	и с	4	15
16	прежде всего	11	15
17	что я	5	15
18	то же	9	14
19	у достоевского	2	13
20	т е	46	12
21	но и	4	12
22	же время	6	12
23	потому что	10	12
24	в то	6	12
25	вовсе не	6	11
26	в сущности	5	11
27	то что	16	11
28	не только	8	10
29	в отношении	2	9
30	не в	8	9
31	а не	18	9
32	никогда не	2	8
33	себя и	3	8
34	в самом	2	8
35	и т	17	8
36	так же	4	8
37	точки зрения	14	8
38	с ним	3	8
39	что же	2	8
40	и слово	2	8
41	и для	5	8
42	я не	5	7
43	что в	7	7
44	слово о	2	7
45	и даже	6	7
46	отношении к	2	7
47	все же	2	7
48	что не	3	7
49	как будто	2	7
50	что они	4	6
51	от себя	2	6
52	и на	5	6
53	с ними	4	6
54	с его	5	6
55	от него	3	6
56	мы уже	3	6
57	так и	5	6
58	в себе	8	6
59	только в	7	6
60	что это	13	5
61	это не	12	5
62	так что	6	5
63	но все	2	5
64	и что	9	5
65	того что	13	5
66	себе и	2	5
67	из них	2	5
68	таким образом	5	5
69	и вот	11	5
70	не мог	2	5
71	лишь в	2	5
72	и так	2	5
73	и наконец	3	5
74	мы должны	4	5
75	с тем	4	5
76	в одном	4	5
77	что и	6	5
78	к своему	2	5
79	хотя бы	4	5
80	во всяком	2	5
81	в чем	8	5
82	то ни	4	4
83	что все	4	4
84	ни в	8	4
85	да и	2	4
86	но это	4	4
87	на этом	3	4
88	при этом	2	4
89	не о	4	4
90	все эти	3	4
91	даже и	3	4
92	но как	2	4
93	так как	14	4
94	если бы	6	4
95	как раз	4	4
96	этом смысле	4	4
97	еще не	4	4
98	бы и	3	4
99	как в	3	4
100	все равно	2	4
101	с точки	9	4
102	тем что	2	4
103	в виде	3	4
104	и это	8	4
105	ничего не	17	4
106	тотчас же	3	4
107	вместе с	2	4
108	не менее	2	3
109	для этого	2	3
110	в том	11	3
111	тут не	2	3
112	что с	2	3
113	но для	2	3
114	хотя и	6	3
115	в виду	9	3
116	в котором	2	3
117	есть только	3	3
118	с ее	10	3
119	жизни и	4	3
120	другой стороны	2	3
121	вот как	2	3
122	это как	2	3
123	должно быть	2	3
124	в ней	5	3
125	говорить о	11	3
126	ведь и	2	3
127	во всем	2	3
128	бы в	4	3
129	а что	2	3
130	сознания и	3	3
131	не как	4	3
132	и во	2	3
133	по крайней	7	3
134	по себе	13	3
135	в ее	2	3
136	том что	10	3
137	так чтобы	3	3
138	нет и	2	3
139	крайней мере	7	3
140	в своей	3	3
141	только что	2	3
142	и как	4	3
143	и то	3	3
144	это было	2	3
145	вы не	3	2
146	в человеке	2	2
147	не было	2	2
148	сама по	5	2
149	с этой	2	2
150	та же	3	2
151	я уже	3	2
152	вопрос о	2	2
153	она в	3	2
154	тем не	2	2
155	мог бы	2	2
156	и если	3	2
157	что такое	5	2
158	совпадает с	2	2
159	же и	2	2
160	был бы	2	2
161	один из	4	2
162	в этот	2	2
163	в своем	5	2
164	и только	2	2
165	т д	15	2
166	же вы	2	2
167	что оно	7	2
168	но только	5	2
169	только так	4	2
170	того или	2	2
171	и тут	3	2
172	когда уже	2	2
173	с этим	3	2
174	той или	4	2
175	что даже	2	2
176	о том	5	2
177	сказать что	6	2
178	себя как	3	2
179	нет ни	3	2
180	а как	2	2
181	нисколько не	2	2
182	отнюдь не	4	2
183	однако в	2	2
184	в них	2	2
185	или другого	2	2
186	он есть	7	2
187	лежит в	3	2
188	в жизни	5	2
189	надо было	3	2
190	говорит о	3	2
191	это и	9	2
192	то в	5	2
193	но именно	2	2
194	было бы	9	2
195	когда она	3	2
196	конечно не	2	2
197	за пределы	3	2
198	во всех	2	2
199	и потому	3	2
200	о нем	2	2
201	когда он	3	2
202	быть и	3	2
203	и события	3	2
204	находится в	2	2
205	бы не	2	2
206	жизнь и	2	2
207	уже не	9	2
208	в которой	2	2
209	той же	5	2
210	да еще	2	2
211	и без	2	2
212	тому как	4	2
213	и об	3	2
214	подобно тому	4	2
215	и ее	8	2
216	и вообще	7	2
217	отличие от	2	2
