N	2gram	Voloshinov_1	Myslijsy
1	и в	13	24
2	может быть	8	23
3	в сознании	4	23
4	то что	6	20
5	и не	8	19
6	а не	2	18
7	в том	2	18
8	что в	3	16
9	не только	6	15
10	при этом	2	13
11	было бы	4	13
12	не в	3	13
13	не может	8	12
14	то же	4	12
15	мы можем	4	12
16	если бы	2	11
17	мы не	4	11
18	только в	6	11
19	таким образом	6	11
20	для него	2	10
21	в себе	3	10
22	как в	2	10
23	так как	3	10
24	вовсе не	2	9
25	в нем	2	9
26	как бы	6	9
27	но и	3	9
28	а в	2	8
29	том что	2	8
30	в этом	2	8
31	могут быть	2	8
32	прежде всего	9	7
33	как и	3	7
34	между собою	2	7
35	тем что	2	7
36	с этим	3	7
37	в чем	2	7
38	с другой	2	6
39	в одном	3	6
40	не имеет	2	6
41	между тем	2	6
42	уже в	2	5
43	и уже	3	5
44	не менее	2	5
45	есть не	2	5
46	человеческой речи	2	5
47	что они	2	5
48	тот же	2	5
49	и их	7	5
50	так и	3	5
51	в них	2	5
52	все же	5	5
53	в которой	3	5
54	никогда не	3	4
55	в самом	2	4
56	с одной	2	4
57	там где	2	4
58	но в	4	4
59	не как	3	3
60	и все	3	3
61	но мы	4	3
62	думать что	2	3
63	и при	2	3
64	одной стороны	2	3
65	и может	2	3
66	кажется что	2	3
67	мог бы	2	3
68	вслед за	2	3
69	в ней	2	3
70	и тем	2	3
71	слова и	2	3
72	в целом	2	3
73	отношений между	2	3
74	языка и	5	3
75	в языке	2	3
76	те же	2	3
77	и для	3	3
78	с ними	2	3
79	вряд ли	3	3
80	и то	3	3
81	которое мы	2	3
82	представлений и	2	3
83	в каждом	4	2
84	самого начала	2	2
85	связанные с	2	2
86	и его	12	2
87	превращается в	3	2
88	хотя бы	5	2
89	не столько	3	2
90	может в	2	2
91	есть прежде	3	2
92	бы в	2	2
93	за пределы	3	2
94	все эти	2	2
95	которое может	2	2
96	так же	2	2
97	одно и	3	2
98	в действительности	2	2
99	в общем	2	2
100	общего с	3	2
101	имеет место	2	2
102	и следовательно	2	2
103	его на	2	2
104	в его	7	2
105	на две	2	2
106	все это	4	2
107	во времени	2	2
108	другой стороны	2	2
109	в связи	2	2
110	самом деле	3	2
111	с самого	2	2
112	мы видим	2	2
113	по отношению	3	2
114	не на	2	2
115	в другом	2	2
116	во всем	2	2
117	мы должны	6	2
118	может стать	2	2
