N	3gram	Bakhtin_Pr_2	FransuaR
1	то же время	3	9
2	в то же	3	9
3	в том что	4	6
4	в этом отношении	2	5
5	но в то	3	5
6	в том числе	2	4
7	так же как	3	4
8	как мы видели	3	4
9	до сих пор	2	3
10	точку зрения на	3	2
11	том числе и	2	2
12	друг с другом	2	2
13	то есть в	8	2
14	с точки зрения	9	2
15	же как и	2	2
16	переходит в другое	2	2
17	в большинстве случаев	2	2
18	мы уже говорили	2	2
19	можно сказать что	2	2
20	он не только	2	2
21	жизни и смерти	7	2
22	как бы в	2	2
23	в чем же	2	2
24	совершенно так же	2	2
25	не может быть	6	2
