N	2gram	Voloshinov_1	Dialekti
1	не есть	2	40
2	и не	10	30
3	а не	5	18
4	может быть	14	17
5	ничего не	2	17
6	то что	5	16
7	и в	12	15
8	как бы	13	14
9	так как	9	14
10	точки зрения	14	14
11	того что	3	13
12	по себе	3	13
13	это не	2	12
14	прежде всего	8	11
15	в том	6	11
16	не может	16	11
17	ясно что	3	11
18	и все	2	11
19	в этом	4	11
20	том что	5	10
21	в виду	5	9
22	все это	3	9
23	мы не	3	9
24	и что	2	9
25	то же	5	9
26	уже не	4	9
27	и пр	3	9
28	с точки	2	9
29	ни в	3	8
30	не в	4	8
31	в себе	3	8
32	не только	4	8
33	в чем	2	8
34	и ее	3	8
35	что в	2	7
36	должна быть	5	7
37	что мы	5	7
38	как и	5	7
39	и его	13	7
40	и вообще	3	7
41	только в	6	7
42	сказать что	7	6
43	ни на	2	6
44	если бы	9	6
45	в то	2	6
46	что и	2	6
47	нет ничего	2	6
48	как только	2	5
49	так и	4	5
50	в своем	2	5
51	можно сказать	5	5
52	как же	2	5
53	но что	2	5
54	в ней	6	5
55	в нем	6	5
56	таким образом	12	5
57	и на	4	5
58	о том	3	5
59	мы имеем	2	5
60	с его	2	5
61	тогда когда	2	5
62	в жизни	5	5
63	в себя	2	5
64	и для	3	5
65	в каком	3	5
66	но это	2	4
67	и уже	3	4
68	жизни и	4	4
69	но и	3	4
70	в особенности	2	4
71	так же	3	4
72	или не	3	4
73	и с	3	4
74	отнюдь не	5	4
75	то ни	3	4
76	она не	2	4
77	еще не	3	4
78	хотя бы	5	4
79	в его	2	4
80	и следовательно	5	3
81	себя и	2	3
82	смысл и	2	3
83	все эти	3	3
84	и наконец	3	3
85	с ним	3	3
86	но в	5	3
87	и та	2	3
88	к этому	2	3
89	общего с	2	3
90	за пределы	4	3
91	в своей	3	3
92	и потому	2	3
93	когда он	3	3
94	быть и	3	3
95	как в	5	3
96	что не	4	3
97	и притом	2	3
98	в данном	2	3
99	и то	2	3
100	мы можем	2	3
101	могут быть	2	3
102	едва ли	2	3
103	не менее	3	2
104	в отношении	2	2
105	с этой	2	2
106	на все	2	2
107	его как	2	2
108	да и	3	2
109	но все	2	2
110	это как	3	2
111	кроме того	2	2
112	при этом	6	2
113	в самом	4	2
114	которые мы	2	2
115	совпадает с	2	2
116	никогда не	5	2
117	в котором	3	2
118	но мы	2	2
119	другой стороны	2	2
120	за его	2	2
121	от того	4	2
122	этой точки	3	2
123	можем сказать	2	2
124	и по	3	2
125	произведение и	2	2
126	и так	2	2
127	ведь и	3	2
128	как это	2	2
129	в них	3	2
130	все же	4	2
131	конечно не	3	2
132	оно не	2	2
133	тем не	3	2
134	как не	2	2
135	вместе с	2	2
136	художественное произведение	3	2
137	бы не	2	2
138	допустим что	2	2
139	и слово	2	2
140	вещи и	2	2
141	но для	3	2
142	отношении к	3	2
