N	2gram	Tiupa_Narr_1	Problemy
1	и в	19	34
2	и не	20	29
3	как бы	4	27
4	что он	6	23
5	в его	9	22
6	к другому	2	20
7	может быть	25	19
8	в нем	4	19
9	не может	10	19
10	и все	2	19
11	как и	7	18
12	к себе	5	17
13	но в	6	16
14	и его	5	16
15	в этом	17	16
16	и с	4	15
17	прежде всего	4	15
18	он не	3	15
19	то же	4	14
20	к нему	5	14
21	самом деле	2	13
22	для него	2	13
23	но и	23	12
24	же время	4	12
25	в то	3	12
26	в сущности	3	11
27	то что	11	11
28	не только	32	10
29	не в	14	9
30	а не	12	9
31	героя и	4	9
32	никогда не	3	8
33	себя и	2	8
34	так же	2	8
35	точки зрения	10	8
36	и для	2	8
37	что в	3	7
38	и даже	3	7
39	этого слова	2	7
40	все же	7	7
41	на него	3	7
42	как мы	3	7
43	что не	4	7
44	как будто	3	7
45	что они	3	6
46	в пределах	2	6
47	отношение к	2	6
48	что у	2	6
49	и на	3	6
50	с его	6	6
51	отношению к	6	6
52	так и	9	6
53	в себе	8	6
54	только в	4	6
55	он сам	2	5
56	что это	3	5
57	это не	2	5
58	себе самом	2	5
59	к тому	7	5
60	но все	4	5
61	из них	3	5
62	по отношению	7	5
63	не мог	4	5
64	а в	11	5
65	на протяжении	6	5
66	даже в	2	5
67	героя в	8	5
68	хотя бы	4	5
69	то ни	3	4
70	с другой	8	4
71	ни было	3	4
72	ни в	3	4
73	да и	4	4
74	у него	4	4
75	при этом	9	4
76	не о	3	4
77	бы то	3	4
78	как к	2	4
79	все эти	2	4
80	но как	2	4
81	его в	2	4
82	как раз	2	4
83	но не	5	4
84	еще не	7	4
85	как в	7	4
86	в мире	9	4
87	с точки	2	4
88	тем что	3	4
89	ничего не	2	4
90	за собой	4	3
91	не менее	3	3
92	уже в	3	3
93	в том	18	3
94	хотя и	3	3
95	которого он	2	3
96	с ее	3	3
97	жизни и	3	3
98	другой стороны	4	3
99	в ней	3	3
100	нуждается в	5	3
101	говорить о	2	3
102	не как	2	3
103	по себе	5	3
104	героя из	2	3
105	в ее	3	3
106	том что	14	3
107	между тем	3	3
108	наконец в	2	3
109	он уже	2	3
110	нет и	2	3
111	к самому	2	3
112	а с	3	3
113	если не	4	3
114	сводится к	3	3
115	и как	5	3
116	без исключения	2	3
117	далеко не	5	3
118	не было	2	2
119	столь же	3	2
120	та же	2	2
121	или иной	5	2
122	тем не	3	2
123	обращает на	3	2
124	о своей	2	2
125	с человеком	2	2
126	было в	2	2
127	мог бы	3	2
128	например в	2	2
129	при всей	4	2
130	все те	4	2
131	не является	8	2
132	один из	3	2
133	в форме	5	2
134	отличается от	4	2
135	в своем	2	2
136	и только	2	2
137	те же	4	2
138	того или	2	2
139	особенно в	3	2
140	каждый из	2	2
141	той или	4	2
142	о том	6	2
143	рассказ в	2	2
144	героя к	3	2
145	сказать что	4	2
146	к которому	2	2
147	отнюдь не	5	2
148	однако в	2	2
149	здесь и	2	2
150	не с	3	2
151	точек зрения	2	2
152	говорит о	2	2
153	это и	3	2
154	то в	6	2
155	было бы	4	2
156	и потому	2	2
157	о нем	4	2
158	тогда в	2	2
159	своего рода	12	2
160	когда он	3	2
161	в отличие	5	2
162	бы не	2	2
163	тому же	5	2
164	в той	6	2
165	уже не	5	2
166	и он	3	2
167	тому как	2	2
168	пока еще	4	2
169	между двумя	5	2
170	за границей	4	2
171	не то	2	2
172	подобно тому	2	2
173	всей своей	2	2
174	и ее	2	2
175	будто бы	3	2
176	отличие от	5	2
177	же не	4	2
178	о чем	2	2
