N	2gram	Tiupa_Hudo_1	Problema
1	то что	8	38
2	и не	2	37
3	и в	14	35
4	не только	12	24
5	том что	16	19
6	о том	12	18
7	может быть	5	18
8	в этом	11	17
9	но и	5	16
10	такого рода	3	15
11	только в	5	14
12	не менее	5	13
13	и что	2	13
14	потому что	5	13
15	не может	7	13
16	тем не	4	12
17	в том	12	12
18	того что	4	12
19	что в	6	11
20	прежде всего	11	11
21	так что	2	11
22	и даже	3	11
23	никак не	2	11
24	в таком	3	11
25	и с	4	10
26	говорить о	3	10
27	еще не	7	10
28	да и	2	10
29	а не	12	10
30	ничего не	8	10
31	в этой	8	9
32	едва ли	3	9
33	для себя	3	9
34	что же	2	9
35	только на	2	9
36	пока еще	2	9
37	уже не	7	8
38	было бы	6	8
39	ясно что	2	8
40	по себе	2	8
41	как раз	4	8
42	все же	3	8
43	казалось бы	7	7
44	в конце	4	7
45	все эти	3	7
46	не имеет	2	7
47	того или	2	7
48	в его	8	7
49	так и	13	7
50	мы не	2	7
51	можно сказать	4	6
52	а только	4	6
53	ни в	5	6
54	не о	2	6
55	так или	2	6
56	и т	11	6
57	а а	2	6
58	т д	3	6
59	но как	2	6
60	в то	8	6
61	на то	4	6
62	и для	3	6
63	или иначе	2	6
64	но в	5	6
65	как будто	4	6
66	в частности	5	5
67	в самом	4	5
68	отнюдь не	3	5
69	в связи	3	5
70	или иного	2	5
71	с этим	3	5
72	и на	3	5
73	и все	4	5
74	как и	9	5
75	связи с	4	5
76	по своему	3	5
77	то же	9	5
78	как мы	3	5
79	что не	2	5
80	можно было	5	5
81	в себе	11	5
82	будто бы	3	5
83	и это	4	5
84	в этих	5	4
85	в своем	4	4
86	что на	2	4
87	как бы	7	4
88	что она	4	4
89	все это	2	4
90	а в	7	4
91	в результате	2	4
92	тем что	3	4
93	если бы	3	4
94	все еще	2	4
95	что он	9	4
96	но не	3	4
97	что при	3	4
98	до сих	2	4
99	и о	4	4
100	сих пор	2	4
101	на самом	2	4
102	самом деле	5	4
103	то и	3	4
104	тому что	4	3
105	говорить об	2	3
106	и от	4	3
107	вопрос о	2	3
108	к тому	7	3
109	несмотря на	4	3
110	хотя и	2	3
111	мы уже	4	3
112	один из	4	3
113	в целом	2	3
114	в их	2	3
115	не было	4	3
116	одновременно и	5	3
117	при этом	12	3
118	лишь в	3	3
119	и по	3	3
120	не знает	2	3
121	в своих	3	3
122	о котором	2	3
123	его в	3	3
124	и к	4	3
125	одна из	2	3
126	не нужно	2	3
127	она не	4	3
128	на том	2	3
129	не знаем	2	3
130	внимание на	2	3
131	слова как	2	3
132	все равно	2	3
133	в значительной	2	3
134	перед нами	5	2
135	или иная	3	2
136	не в	7	2
137	как нам	2	2
138	в действительности	4	2
139	себе и	2	2
140	в него	2	2
141	мышления и	2	2
142	даже в	3	2
143	в системе	2	2
144	должно быть	2	2
145	или не	3	2
146	под ред	2	2
147	в ней	4	2
148	точки зрения	5	2
149	нет ничего	2	2
150	говорится о	2	2
151	это в	3	2
152	та или	3	2
153	с и	2	2
154	в такой	2	2
155	об этом	5	2
156	в качестве	9	2
157	и а	5	2
158	о двух	2	2
159	по преимуществу	3	2
160	он не	4	2
161	о нем	3	2
162	а также	3	2
163	еще в	3	2
164	речь идет	3	2
165	на него	2	2
166	того чтобы	3	2
167	той же	2	2
168	ничем не	3	2
169	здесь не	2	2
170	то чтобы	2	2
171	и поэтому	2	2
