N	2gram	Propp_Isto_7	Formalny
1	т е	16	32
2	и не	4	30
3	вовсе не	4	28
4	и в	24	27
5	может быть	14	25
6	не может	14	24
7	так и	5	21
8	и его	3	19
9	таким образом	7	18
10	в этом	12	18
11	а не	8	17
12	точки зрения	4	16
13	в нем	6	15
14	то же	8	15
15	как и	6	14
16	не в	9	12
17	и от	2	11
18	в самом	2	11
19	и т	17	11
20	но и	11	10
21	не могут	2	10
22	в действительности	2	9
23	так как	8	9
24	не только	21	9
25	так же	6	9
26	что в	13	8
27	ни в	2	8
28	при этом	4	8
29	как бы	4	8
30	и все	6	8
31	то что	7	8
32	как мы	3	8
33	только в	6	8
34	не менее	5	7
35	в том	7	7
36	все это	8	7
37	потому что	9	7
38	в то	2	7
39	его в	3	7
40	там где	5	7
41	с другой	9	6
42	т д	16	6
43	все эти	2	6
44	здесь и	2	6
45	но в	5	6
46	в литературе	2	6
47	что он	21	6
48	еще не	8	6
49	было бы	2	6
50	все же	9	6
51	в данном	4	6
52	и ее	2	6
53	вместе с	7	6
54	никогда не	4	5
55	в дальнейшем	3	5
56	что они	3	5
57	друг друга	2	5
58	другой стороны	8	5
59	в одной	2	5
60	но не	6	5
61	тем что	6	5
62	связи с	3	5
63	уже в	3	4
64	прежде всего	2	4
65	мы знаем	2	4
66	мы видели	7	4
67	данном случае	3	4
68	со стороны	2	4
69	в связи	2	4
70	они не	2	4
71	от всех	2	4
72	о том	9	4
73	как это	2	4
74	мы можем	4	4
75	тогда когда	3	4
76	в ее	2	4
77	том что	10	4
78	она не	2	4
79	конечно не	2	4
80	как в	12	4
81	только на	2	4
82	мы не	4	4
83	же как	4	3
84	что это	6	3
85	в этих	13	3
86	тому что	2	3
87	это не	10	3
88	в конце	3	3
89	для нас	6	3
90	того что	6	3
91	и тем	2	3
92	и что	10	3
93	пришли к	3	3
94	и на	2	3
95	сказать что	2	3
96	в основе	2	3
97	в них	3	3
98	того же	2	3
99	мы уже	4	3
100	во всех	7	3
101	ее в	3	3
102	уже не	2	3
103	и эта	2	3
104	всех других	2	3
105	сам он	2	2
106	характерно что	2	2
107	вообще не	2	2
108	всех этих	6	2
109	но это	3	2
110	не можем	2	2
111	в каких	2	2
112	но для	2	2
113	в котором	2	2
114	и др	2	2
115	он может	4	2
116	из них	2	2
117	дело не	5	2
118	что она	5	2
119	отличается от	2	2
120	приема в	3	2
121	но эта	2	2
122	эта связь	3	2
123	и даже	3	2
124	увидим что	2	2
125	знаем что	3	2
126	уже знаем	3	2
127	из этих	3	2
128	как он	6	2
129	с его	3	2
130	превращается в	3	2
131	же что	2	2
132	что собственно	2	2
133	но при	2	2
134	к этому	2	2
135	из одного	3	2
136	стороны и	2	2
137	одна из	7	2
138	от него	3	2
139	связано с	3	2
140	мы увидим	6	2
141	мы должны	4	2
142	кажется что	3	2
143	не от	2	2
144	одной из	4	2
145	в целях	2	2
146	но оно	2	2
147	ни с	2	2
148	в основном	2	2
149	что и	8	2
150	тем не	4	2
151	вытекает из	2	2
152	так в	4	2
153	на земле	2	2
154	что этот	2	2
155	это значит	2	2
156	связаны с	2	2
157	и это	2	2
158	героя и	5	2
159	здесь не	2	2
160	ничего не	5	2
