N	2gram	Medvedev_F_2	formyVre
1	и в	38	46
2	в этом	27	22
3	прежде всего	15	14
4	и т	14	14
5	вовсе не	11	13
6	и его	21	12
7	только в	6	11
8	не только	9	11
9	во всех	5	11
10	т п	9	11
11	в том	11	10
12	как бы	4	10
13	точки зрения	8	10
14	но в	4	10
15	не в	15	9
16	вместе с	6	9
17	но и	13	9
18	и не	20	9
19	и для	5	9
20	в связи	10	8
21	связи с	13	8
22	как и	9	8
23	в его	10	8
24	жизни и	3	8
25	то же	6	8
26	того чтобы	3	8
27	для того	3	8
28	с точки	7	8
29	потому что	2	8
30	из них	4	8
31	всех этих	3	7
32	может быть	23	7
33	то что	6	7
34	так и	8	7
35	и на	3	7
36	так сказать	3	7
37	никогда не	2	6
38	и все	3	6
39	при этом	9	6
40	как мы	7	6
41	его в	3	6
42	все же	8	6
43	все это	3	6
44	в особенности	4	6
45	и наконец	4	6
46	в основе	5	6
47	так как	4	6
48	и с	9	6
49	с этим	5	5
50	по существу	7	5
51	в дальнейшем	4	5
52	в пределах	12	5
53	в то	5	5
54	но не	2	5
55	он не	6	5
56	и др	3	5
57	в нем	13	5
58	что в	7	5
59	все эти	6	5
60	должно быть	2	5
61	место в	3	4
62	уже в	2	4
63	отнюдь не	8	4
64	из этих	3	4
65	же время	5	4
66	с ним	2	4
67	значение и	3	4
68	том что	2	4
69	что они	4	4
70	в котором	2	4
71	и их	3	4
72	как в	4	4
73	в эпоху	2	4
74	еще более	5	4
75	а не	6	4
76	их в	2	4
77	в истории	6	4
78	не было	6	3
79	борьба с	2	3
80	не является	3	3
81	та же	2	3
82	к этому	4	3
83	с помощью	10	3
84	к тому	4	3
85	на первый	2	3
86	что он	5	3
87	и как	3	3
88	в качестве	2	3
89	в большинстве	4	3
90	для него	7	3
91	кроме того	2	3
92	в реальном	5	3
93	хотя и	3	3
94	что на	2	3
95	что и	8	3
96	слова и	7	3
97	ее в	2	3
98	отношение к	2	3
99	всего в	2	3
100	она ни	3	3
101	т д	5	3
102	за счет	4	3
103	и другие	2	3
104	таким образом	20	3
105	в их	6	3
106	уже не	7	3
107	того что	3	3
108	и даже	4	3
109	и по	2	3
110	и прежде	3	3
111	а в	6	3
112	роль в	3	3
113	и совершенно	2	3
114	тем что	8	3
115	в этих	2	3
116	большинстве случаев	3	3
117	не могли	2	3
118	в виду	2	3
119	на этом	2	2
120	и более	2	2
121	смысла и	2	2
122	говорить о	5	2
123	характерно что	2	2
124	на котором	2	2
125	с другой	3	2
126	и других	2	2
127	это не	2	2
128	в одной	2	2
129	ни была	3	2
130	они были	2	2
131	представление о	2	2
132	первый план	2	2
133	ее и	2	2
134	по себе	7	2
135	дело идет	4	2
136	в сюжете	3	2
137	бы она	3	2
138	он был	2	2
139	как его	2	2
140	именно в	5	2
141	в этой	6	2
142	с тем	11	2
143	совсем не	2	2
144	явления и	2	2
145	между ними	2	2
146	равно как	2	2
147	до конца	2	2
148	и пр	21	2
149	она не	2	2
150	было бы	6	2
151	и к	4	2
152	в сущности	4	2
153	какова бы	3	2
154	и о	2	2
155	если в	3	2
156	один из	2	2
157	мы видели	4	2
158	в некоторых	4	2
159	в корне	7	2
160	быть и	3	2
161	и до	3	2
162	находится в	2	2
163	не может	14	2
164	здесь не	4	2
165	по аналогии	2	2
166	и только	5	2
167	значения в	2	2
168	этом отношении	7	2
169	в той	2	2
170	лишь в	7	2
171	тем же	3	2
172	особенно в	3	2
173	каждый из	3	2
174	сами по	2	2
175	но это	2	2
176	то в	2	2
177	от этого	3	2
178	и от	2	2
179	могут быть	6	2
180	в поэзии	12	2
181	в конце	2	2
182	и это	2	2
183	там где	4	2
184	как это	2	2
185	и должно	5	2
186	во всяком	5	2
