N	2gram	Vygotskiy__1	Problemy
1	и в	31	43
2	и не	16	29
3	т е	3	26
4	может быть	22	23
5	как бы	5	22
6	не может	17	18
7	но и	2	14
8	как и	16	14
9	и т	26	13
10	точки зрения	15	13
11	в этом	12	13
12	что он	7	13
13	слова в	3	12
14	в нем	2	12
15	в одном	2	12
16	в каждом	3	11
17	не в	11	11
18	по себе	9	11
19	не только	13	11
20	прежде всего	4	10
21	но в	3	10
22	в его	6	10
23	как мы	2	10
24	никогда не	8	9
25	в сущности	10	9
26	он не	3	9
27	т п	16	9
28	то же	5	8
29	с точки	2	8
30	и его	7	8
31	до сих	3	7
32	в него	2	7
33	в самом	11	7
34	в то	5	7
35	то что	32	7
36	сих пор	3	7
37	что же	2	7
38	а не	13	7
39	в этих	4	6
40	в том	30	6
41	при этом	19	6
42	в котором	4	6
43	и все	5	6
44	у него	4	6
45	что я	4	6
46	приводит к	2	6
47	на то	10	5
48	так что	5	5
49	хотя и	3	5
50	у меня	3	5
51	к нему	2	5
52	все это	8	5
53	таким образом	20	5
54	а в	6	5
55	и с	2	5
56	бы в	2	5
57	вовсе не	6	5
58	о том	7	5
59	но не	3	5
60	было бы	6	5
61	мы увидим	4	5
62	никак не	4	5
63	и что	8	5
64	самом деле	9	5
65	в слове	3	5
66	в себе	4	5
67	не могут	3	4
68	сама по	2	4
69	что в	23	4
70	в своем	3	4
71	с другой	5	4
72	к тому	4	4
73	до конца	6	4
74	но это	3	4
75	т д	8	4
76	в результате	4	4
77	их в	2	4
78	в произведении	3	4
79	так как	18	4
80	то есть	26	4
81	или как	2	4
82	в них	2	4
83	точек зрения	3	4
84	совершенно не	5	4
85	в своей	3	4
86	том же	2	4
87	если же	2	4
88	в отличие	3	4
89	там где	4	4
90	мы не	12	4
91	как раз	2	4
92	только в	14	4
93	может стать	3	4
94	далеко не	2	4
95	и это	3	4
96	отличие от	4	4
97	не менее	2	3
98	должна быть	3	3
99	себя и	2	3
100	в одной	3	3
101	тому же	3	3
102	такой же	2	3
103	есть в	7	3
104	более или	2	3
105	и следовательно	2	3
106	в виду	4	3
107	и их	2	3
108	и только	3	3
109	и даже	6	3
110	и здесь	2	3
111	во всем	3	3
112	его в	2	3
113	в художественном	3	3
114	с ним	2	3
115	между тем	4	3
116	в жизни	2	3
117	если бы	6	3
118	стороны и	3	3
119	на два	2	3
120	и к	3	3
121	по существу	4	3
122	того же	2	3
123	она не	5	3
124	тот же	2	3
125	со всеми	4	3
126	когда он	2	3
127	наконец в	2	3
128	даже в	2	3
129	что и	13	3
130	все же	5	3
131	него в	2	3
132	так и	3	3
133	или менее	2	3
134	только на	3	3
135	в себя	2	3
136	уже не	2	3
137	другой стороны	5	3
138	и для	5	3
139	той же	3	3
140	ничего не	2	3
141	могут быть	11	3
142	это все	3	3
143	уже в	3	2
144	его и	3	2
145	что у	3	2
146	та же	3	2
147	из этих	6	2
148	в конце	3	2
149	мысли и	2	2
150	человека и	2	2
151	вопрос о	3	2
152	что на	3	2
153	тем не	2	2
154	для нас	5	2
155	ни в	9	2
156	без всякого	2	2
157	себе а	3	2
158	и как	2	2
159	из его	3	2
160	художественного творчества	6	2
161	что это	6	2
162	например в	3	2
163	что такое	2	2
164	и очень	2	2
165	ту же	2	2
166	время как	5	2
167	в настоящее	2	2
168	в целом	5	2
169	отношение к	2	2
170	и без	2	2
171	целый ряд	6	2
172	отличается от	2	2
173	то и	2	2
174	является предметом	2	2
175	того что	10	2
176	речь и	2	2
177	так же	12	2
178	в своих	4	2
179	в которых	3	2
180	сказать что	7	2
181	и так	4	2
182	настоящее время	2	2
183	из них	2	2
184	как он	2	2
185	во всяком	8	2
186	уже и	2	2
187	с этим	3	2
188	в такой	2	2
189	и другого	2	2
190	этом смысле	2	2
191	быть в	2	2
192	бы ни	2	2
193	у нас	4	2
194	одна из	4	2
195	то время	5	2
196	указывает на	4	2
197	с теми	2	2
198	и о	4	2
199	конце концов	3	2
200	этого слова	4	2
201	на почве	2	2
202	не есть	3	2
203	в процессе	5	2
204	но к	3	2
205	бы и	2	2
206	как в	9	2
207	им в	3	2
208	в голове	2	2
209	если мы	12	2
210	том что	16	2
211	должны быть	3	2
212	тем же	3	2
213	почти всегда	3	2
214	в таком	3	2
215	и то	2	2
216	мы можем	4	2
217	в поэзии	2	2
