N	2gram	Bakhtin_Pr_2	Analitik
1	в этом	20	18
2	и в	45	16
3	не только	16	16
4	так и	3	15
5	как и	14	14
6	в том	8	12
7	но и	15	12
8	и не	42	12
9	том что	7	12
10	могут быть	4	10
11	как бы	15	10
12	при этом	2	10
13	а не	10	10
14	в пределах	4	9
15	лишь в	2	9
16	и даже	3	9
17	ничего не	3	9
18	то есть	50	9
19	в целом	5	8
20	и т.п	6	8
21	в себе	5	7
22	то что	5	7
23	о том	3	7
24	в самом	13	6
25	в мире	3	6
26	и на	7	6
27	может быть	18	6
28	как это	2	6
29	но в	6	6
30	в сторону	2	5
31	и к	2	5
32	в контексте	2	5
33	не менее	2	4
34	в своем	5	4
35	в конце	4	4
36	можно сказать	2	4
37	и смерти	7	4
38	у него	6	4
39	уже не	6	4
40	не в	8	4
41	за пределы	5	4
42	но не	6	4
43	тем самым	2	4
44	для него	9	4
45	в сущности	7	4
46	и особенно	2	4
47	отношению к	8	4
48	во всех	4	4
49	как в	4	4
50	все это	5	4
51	как раз	6	4
52	по отношению	8	4
53	не может	24	4
54	и его	8	4
55	то же	5	4
56	не так	2	4
57	хотя и	2	4
58	точки зрения	19	4
59	только в	9	4
60	в сознании	2	4
61	не был	2	3
62	никогда не	17	3
63	в нашем	2	3
64	по крайней	2	3
65	прежде всего	11	3
66	или иной	3	3
67	этого слова	2	3
68	одной из	2	3
69	так что	2	3
70	с самим	2	3
71	есть в	8	3
72	было бы	4	3
73	и сам	3	3
74	крайней мере	2	3
75	мы имеем	2	3
76	на его	5	3
77	или в	2	3
78	той или	3	3
79	что и	5	3
80	проявляется в	2	3
81	из них	9	3
82	со стороны	4	3
83	в словах	2	3
84	в их	4	3
85	и одновременно	2	3
86	если бы	2	3
87	этом отношении	2	3
88	не знает	4	3
89	именно в	3	3
90	самом начале	3	3
91	можно было	2	3
92	а в	3	3
93	как мы	8	3
94	тому как	2	3
95	с ними	4	3
96	в результате	3	3
97	автора и	2	3
98	тем что	2	3
99	подобно тому	2	3
100	и т.д	3	3
101	романа в	5	3
102	бы в	5	3
103	я и	3	3
104	а как	4	2
105	вступает в	4	2
106	того что	3	2
107	была бы	3	2
108	в одном	6	2
109	от автора	4	2
110	что все	3	2
111	этом смысле	5	2
112	к этому	4	2
113	вовсе не	7	2
114	из своих	2	2
115	по себе	8	2
116	на то	2	2
117	все что	3	2
118	превращается в	4	2
119	же время	3	2
120	что в	6	2
121	с их	4	2
122	она не	5	2
123	еще не	9	2
124	в своей	6	2
125	ни с	2	2
126	не о	2	2
127	в котором	7	2
128	диалог в	2	2
129	даже в	6	2
130	природе своей	2	2
131	один из	2	2
132	это было	2	2
133	не есть	2	2
134	с ее	3	2
135	себя в	2	2
136	и их	6	2
137	на него	2	2
138	что она	4	2
139	по выражению	2	2
140	и внутренне	2	2
141	отношения к	2	2
142	таким образом	11	2
143	здесь в	2	2
144	те же	2	2
145	и слово	6	2
146	по природе	3	2
147	и он	3	2
148	не имеет	3	2
149	и для	2	2
150	с точки	9	2
151	и другими	2	2
152	так же	5	2
153	на основе	2	2
154	в таком	3	2
155	и до	4	2
156	об этих	2	2
157	он не	9	2
158	он и	4	2
159	данного произведения	2	2
160	о себе	3	2
161	на протяжении	3	2
162	в то	5	2
163	в его	22	2
164	в диалоге	3	2
165	его в	3	2
166	в этих	4	2
167	в произведении	5	2
168	сказать что	5	2
169	с ним	8	2
170	стало быть	3	2
