N	2gram	Losev_Dial_4	Myshleni
1	в этом	11	29
2	точки зрения	14	28
3	и в	15	26
4	не только	8	24
5	то что	16	24
6	таким образом	5	23
7	с точки	9	21
8	того чтобы	5	19
9	в том	11	18
10	и не	30	18
11	для того	5	18
12	том что	10	17
13	потому что	10	16
14	как и	7	15
15	того что	13	14
16	так же	4	14
17	так как	14	14
18	что в	7	12
19	вместе с	2	12
20	и его	7	12
21	в которой	2	11
22	но и	4	11
23	только не	3	11
24	не может	11	11
25	что они	4	10
26	в самом	2	9
27	по сравнению	2	9
28	что мы	7	9
29	в сущности	5	9
30	тем что	2	9
31	в себе	8	9
32	то же	9	8
33	что она	5	8
34	сказать что	6	8
35	сравнению с	2	8
36	что он	7	8
37	ее в	2	8
38	тем самым	3	8
39	той же	5	8
40	только в	7	8
41	в меру	5	7
42	представление о	2	7
43	прежде всего	11	7
44	может быть	17	7
45	мы не	9	7
46	и то	3	7
47	вопрос о	2	6
48	в смысле	5	6
49	и тем	6	6
50	именно в	5	6
51	заключается в	2	6
52	мы должны	4	6
53	как бы	14	6
54	в ее	2	6
55	все что	2	6
56	и что	9	6
57	было бы	9	6
58	во всех	2	6
59	все эти	3	6
60	все же	2	6
61	а не	18	6
62	что это	13	6
63	что эта	2	6
64	с этой	2	5
65	можно сказать	5	5
66	оно есть	4	5
67	что с	2	5
68	если бы	6	5
69	и следовательно	3	5
70	в виду	9	5
71	и их	2	5
72	никак не	2	5
73	и с	4	5
74	бы в	4	5
75	как это	2	5
76	мы нашли	2	5
77	нашего исследования	2	5
78	с тем	4	5
79	тогда когда	5	5
80	в силу	4	5
81	в качестве	2	5
82	она не	4	5
83	только что	2	5
84	если мы	5	5
85	и для	5	5
86	что этот	2	5
87	в данном	3	5
88	не менее	2	4
89	не могут	2	4
90	никогда не	2	4
91	на то	5	4
92	в пользу	2	4
93	так что	6	4
94	которые мы	2	4
95	в котором	2	4
96	не по	2	4
97	в свете	5	4
98	то и	2	4
99	этой точки	2	4
100	и наконец	3	4
101	и во	2	4
102	в его	4	4
103	о том	5	4
104	но в	3	4
105	еще не	4	4
106	одной из	2	4
107	не есть	40	4
108	как в	3	4
109	это и	9	4
110	что оно	7	4
111	должны быть	4	4
112	не в	8	4
113	это есть	13	4
114	и только	2	4
115	едва ли	3	4
116	в области	3	4
117	учение о	5	3
118	я не	5	3
119	и другое	2	3
120	для этого	2	3
121	все это	9	3
122	это не	12	3
123	из этих	2	3
124	в собственном	3	3
125	есть то	5	3
126	и во-вторых	2	3
127	тем не	2	3
128	но это	4	3
129	есть в	4	3
130	на другую	4	3
131	мог бы	2	3
132	совпадает с	2	3
133	в ней	5	3
134	в основе	10	3
135	но мы	2	3
136	из ее	2	3
137	мы находим	2	3
138	но только	5	3
139	и по	2	3
140	о структуре	2	3
141	мы уже	3	3
142	с ним	3	3
143	меру того	4	3
144	по себе	13	3
145	есть не	5	3
146	об этом	3	3
147	во всем	2	3
148	в то	6	3
149	и о	8	3
150	для нее	2	3
151	и потому	3	3
152	в этот	2	3
153	нет и	2	3
154	двух планов	2	3
155	что и	6	3
156	в своей	3	3
157	собственном смысле	2	3
158	так и	5	3
159	как раз	4	3
160	только потому	3	3
161	и слово	2	3
162	мы видим	4	3
163	мы можем	3	3
164	в этой	4	3
165	в чем	8	3
166	перед нами	6	2
167	прежде чем	2	2
168	что если	3	2
169	она должна	2	2
170	себя и	3	2
171	она является	2	2
172	никто не	2	2
173	точно так	2	2
174	что все	4	2
175	показывает что	2	2
176	только о	3	2
177	что на	2	2
178	ни в	8	2
179	свою очередь	2	2
180	в свою	3	2
181	случае не	2	2
182	не мог	2	2
183	и той	3	2
184	или в	7	2
185	но для	2	2
186	но если	5	2
187	один из	4	2
188	в нем	5	2
189	есть только	3	2
190	с ее	10	2
191	в их	3	2
192	отношения к	3	2
193	лишь в	2	2
194	не имеет	14	2
195	должно быть	2	2
196	самое что	2	2
197	от одного	2	2
198	также и	4	2
199	и ничего	2	2
200	и есть	19	2
201	что по	2	2
202	возможно только	3	2
203	обоих планов	2	2
204	функций и	2	2
205	от нее	3	2
206	с этим	3	2
207	к этому	3	2
208	вовсе не	6	2
209	что было	2	2
210	в одну	3	2
211	природе и	2	2
212	у нас	3	2
213	то в	5	2
214	и при	2	2
215	но именно	2	2
216	совершенно не	3	2
217	что же	2	2
218	на основании	3	2
219	находится в	2	2
220	оказывается что	4	2
221	во всей	2	2
222	в отношении	2	2
223	того как	2	2
224	одной и	3	2
225	она в	3	2
226	можно говорить	2	2
227	что не	3	2
228	из которых	3	2
229	во всяком	2	2
230	могут быть	3	2
231	вещи и	2	2
232	и ее	8	2
233	я могу	2	2
234	мы говорим	2	2
235	не раз	2	2
236	отличие от	2	2
237	ничего не	17	2
238	может и	2	2
