N	2gram	Voloshinov_1	Istorich
1	и в	15	22
2	в этом	13	17
3	что в	6	15
4	не только	5	14
5	мы видели	5	13
6	но и	4	12
7	и не	16	12
8	и пр	9	11
9	может быть	13	11
10	в этих	2	11
11	еще не	7	10
12	таким образом	21	10
13	но в	9	10
14	что он	8	9
15	в нем	4	9
16	что и	2	9
17	вместе с	4	9
18	в том	4	9
19	с этим	6	8
20	том что	5	8
21	как мы	10	8
22	к этому	7	7
23	но не	5	7
24	то что	10	7
25	уже не	5	7
26	мы должны	7	7
27	так как	9	7
28	это не	2	6
29	мы уже	5	6
30	связь с	4	6
31	а в	6	6
32	то же	7	6
33	в течение	2	6
34	а не	2	6
35	мы можем	12	6
36	во время	5	6
37	ничего не	2	6
38	если бы	3	6
39	не менее	3	5
40	тем не	2	5
41	до сих	3	5
42	есть и	2	5
43	этот мотив	3	5
44	один из	4	5
45	все же	5	5
46	что она	2	5
47	он не	4	5
48	того что	2	5
49	сих пор	3	5
50	к нему	7	5
51	могут быть	6	5
52	в этой	5	5
53	и другие	2	4
54	не всегда	4	4
55	у нас	3	4
56	не в	4	4
57	в дальнейшем	2	4
58	только в	6	4
59	на этом	5	4
60	в свою	2	4
61	она не	2	4
62	они не	2	4
63	одним из	3	4
64	к ней	2	4
65	отношение к	7	4
66	его и	2	4
67	находится в	3	4
68	и его	15	4
69	и на	3	4
70	в данном	3	4
71	не может	13	4
72	все эти	9	4
73	и с	7	4
74	я не	3	3
75	для них	3	3
76	в одной	2	3
77	о себе	2	3
78	и все	4	3
79	прежде всего	11	3
80	к тому	4	3
81	и к	7	3
82	как и	6	3
83	но это	2	3
84	все что	9	3
85	у него	3	3
86	было бы	6	3
87	мы увидим	4	3
88	не совсем	2	3
89	приходит в	2	3
90	в его	9	3
91	никогда не	7	3
92	и она	2	3
93	в целом	2	3
94	не будем	2	3
95	быть и	2	3
96	ее в	2	3
97	данном случае	3	3
98	со стороны	2	3
99	и у	6	3
100	с ними	4	3
101	сказать что	6	3
102	потому что	4	3
103	он и	2	3
104	и ее	3	3
105	из этих	4	3
106	далеко не	4	3
107	его в	8	3
108	их в	2	3
109	в чем	4	3
110	в самых	2	2
111	не было	4	2
112	все время	4	2
113	всех этих	5	2
114	связанных с	4	2
115	знаем что	3	2
116	и есть	2	2
117	и др	8	2
118	уже знаем	3	2
119	матери и	2	2
120	в одном	3	2
121	в жизни	5	2
122	если он	5	2
123	на все	2	2
124	вовсе не	2	2
125	можно сказать	4	2
126	во всяком	4	2
127	мы знаем	7	2
128	ни в	6	2
129	связанное с	2	2
130	но все	2	2
131	одна из	3	2
132	как в	3	2
133	при этом	7	2
134	в качестве	2	2
135	ни один	2	2
136	на себя	2	2
137	мотива в	2	2
138	совершенно не	2	2
139	и о	3	2
140	в ней	5	2
141	и потому	8	2
142	всяком случае	3	2
143	в этот	4	2
144	отношению к	9	2
145	жизни и	5	2
146	так и	10	2
147	половой зрелости	2	2
148	только на	2	2
149	по отношению	11	2
150	в своем	2	2
151	и было	2	2
152	той же	2	2
153	еще более	2	2
154	на самом	2	2
155	из того	2	2
156	и вот	6	2
157	из этой	2	2
158	и что	3	2
159	и даже	2	2
160	и для	2	2
161	роль в	6	2
162	и то	2	2
163	нам важно	3	2
164	между тем	2	2
165	точки зрения	13	2
166	в то	6	2
167	большинстве случаев	5	2
168	в него	2	2
169	к отцу	15	2
170	случае в	2	2
