N	2gram	Medvedev_F_3	Istorich
1	и в	27	25
2	что он	6	22
3	вместе с	6	22
4	и т	11	20
5	т д	6	18
6	может быть	25	17
7	т е	32	16
8	не только	9	13
9	но и	10	13
10	в его	7	12
11	и не	30	11
12	уже не	3	11
13	так как	9	11
14	все же	6	10
15	в этом	18	10
16	тем что	5	10
17	с другой	6	9
18	его в	7	9
19	и его	19	9
20	таким образом	18	9
21	героя в	3	9
22	с тем	7	8
23	связи с	5	8
24	что в	8	8
25	мы знаем	4	8
26	том что	4	8
27	еще не	6	8
28	другой стороны	5	8
29	все эти	6	8
30	и что	3	8
31	и на	3	8
32	мы видели	4	7
33	как и	14	7
34	но это	2	7
35	то что	8	7
36	в нем	15	7
37	превращается в	2	7
38	потому что	7	7
39	только в	8	7
40	о том	4	7
41	знаем что	2	6
42	в этих	3	6
43	это не	3	6
44	прежде всего	4	6
45	что и	2	6
46	как в	4	6
47	не может	24	6
48	не в	12	6
49	могут быть	4	6
50	в том	7	6
51	там где	7	6
52	что это	3	5
53	ясно что	3	5
54	как мы	8	5
55	для нас	3	5
56	но не	5	5
57	мы увидим	2	5
58	связано с	2	5
59	в ней	5	5
60	в него	3	5
61	так же	9	5
62	входит в	8	5
63	и действительно	2	5
64	мы не	4	5
65	не менее	7	4
66	не как	2	4
67	и тем	3	4
68	тем не	2	4
69	в ее	4	4
70	в дальнейшем	5	4
71	мы уже	3	4
72	в пределах	8	4
73	же как	3	4
74	в основном	2	4
75	все это	7	4
76	в связи	4	4
77	то же	15	4
78	в истории	5	4
79	от этого	2	4
80	мы должны	2	4
81	и это	2	4
82	никогда не	5	3
83	и как	4	3
84	и все	8	3
85	в целом	4	3
86	ее и	2	3
87	нем и	2	3
88	в целях	2	3
89	в этой	2	3
90	в то	7	3
91	того чтобы	5	3
92	и пр	15	3
93	и из	2	3
94	но оно	2	3
95	о нем	3	3
96	и др	2	3
97	только один	2	3
98	но уже	2	3
99	на этом	2	3
100	для того	4	3
101	друг друга	5	3
102	в которых	3	3
103	в данном	6	3
104	их в	3	3
105	и с	3	3
106	они не	4	3
107	человека в	2	3
108	героя и	2	3
109	уже в	4	2
110	видели что	2	2
111	он может	2	2
112	его и	3	2
113	из нее	2	2
114	но так	2	2
115	формы и	3	2
116	тогда он	2	2
117	тогда когда	4	2
118	человека и	2	2
119	к этому	2	2
120	вовсе не	28	2
121	по себе	4	2
122	можно сказать	3	2
123	мы и	3	2
124	такой же	2	2
125	одна из	2	2
126	очевидно что	2	2
127	а на	2	2
128	того же	3	2
129	это значит	2	2
130	в формах	2	2
131	социальной жизни	4	2
132	она не	4	2
133	жизни и	4	2
134	если бы	12	2
135	или на	2	2
136	таким же	2	2
137	одним из	3	2
138	но для	2	2
139	как бы	8	2
140	и потому	5	2
141	еще в	3	2
142	даже в	2	2
143	должен быть	2	2
144	в своей	6	2
145	отношению к	3	2
146	во всех	3	2
147	время в	3	2
148	вошел в	2	2
149	ее в	3	2
150	данном случае	4	2
151	со стороны	4	2
152	совершенно не	7	2
153	по отношению	3	2
154	и для	6	2
155	эта связь	2	2
156	самом деле	16	2
157	именно на	2	2
158	а не	17	2
159	того что	3	2
160	роль в	4	2
161	что этот	2	2
162	так в	2	2
163	то в	2	2
164	сказать что	3	2
165	точки зрения	16	2
166	к его	3	2
167	ту же	2	2
168	из них	2	2
169	то его	2	2
170	ничего не	2	2
171	превращаются в	2	2
172	том как	2	2
173	мы можем	4	2
