N	2gram	Bakhtin_Pr_4	Vladivir
1	и в	46	40
2	то что	4	28
3	и не	27	25
4	не только	14	25
5	то есть	40	24
6	у него	5	24
7	но и	12	18
8	в том	9	18
9	том что	4	18
10	еще и	4	18
11	что в	4	17
12	также и	3	17
13	в этом	16	16
14	так что	2	14
15	в его	9	14
16	не может	19	14
17	точки зрения	11	13
18	вовсе не	9	13
19	только в	6	13
20	сказать что	2	12
21	в конце	3	12
22	никогда не	6	11
23	таким образом	4	11
24	потому что	4	11
25	о том	5	11
26	прежде всего	9	10
27	ни в	6	10
28	то это	3	10
29	как раз	7	10
30	и его	6	10
31	не менее	2	9
32	уже не	4	9
33	и с	7	9
34	в своей	3	9
35	что же	3	9
36	в себе	7	9
37	в своем	3	8
38	в этой	3	8
39	для него	2	8
40	может быть	23	8
41	так же	3	8
42	и что	3	8
43	раз и	4	8
44	он не	4	8
45	как мы	12	8
46	а не	11	8
47	к тому	2	7
48	и как	2	7
49	хотя и	6	7
50	а в	2	7
51	так как	5	7
52	в то	5	7
53	что и	3	7
54	вместе с	2	7
55	как и	12	7
56	и здесь	4	6
57	да и	4	6
58	смысле слова	2	6
59	кроме того	4	6
60	и даже	3	6
61	и на	11	6
62	по себе	7	6
63	об этом	2	6
64	во всем	4	6
65	почему же	2	6
66	так и	4	6
67	хотя бы	2	6
68	с точки	9	6
69	но это	6	6
70	и это	3	6
71	с другой	3	5
72	для нас	2	5
73	но если	3	5
74	должно быть	4	5
75	отношения к	2	5
76	в отношении	3	5
77	не было	2	5
78	все эти	4	5
79	только и	2	5
80	в одном	11	5
81	что он	6	5
82	у нас	2	5
83	мы уже	3	5
84	или менее	3	5
85	только на	3	5
86	можно было	2	5
87	в данном	2	5
88	тем что	3	5
89	дело в	3	5
90	более или	3	5
91	ничего не	2	5
92	вопрос о	2	4
93	на то	3	4
94	такой же	3	4
95	до конца	4	4
96	в самом	9	4
97	возникает вопрос	2	4
98	в котором	5	4
99	бы и	2	4
100	в результате	2	4
101	и все	9	4
102	оно должно	2	4
103	по существу	3	4
104	но не	4	4
105	есть и	2	4
106	здесь в	2	4
107	еще не	7	4
108	было бы	3	4
109	и о	3	4
110	никак не	3	4
111	если оно	2	4
112	него в	3	4
113	то же	6	4
114	если мы	5	4
115	все же	4	4
116	но в	6	4
117	перед нами	12	3
118	уже в	4	3
119	же как	2	3
120	это не	5	3
121	из этих	3	3
122	человека и	3	3
123	но все	2	3
124	при этом	5	3
125	но для	3	3
126	как бы	19	3
127	в виду	4	3
128	и тем	2	3
129	в нем	17	3
130	к нему	5	3
131	отличается от	3	3
132	и только	3	3
133	мы имеем	3	3
134	если бы	3	3
135	в духе	2	3
136	этом смысле	2	3
137	него как	2	3
138	за пределы	5	3
139	этих трех	2	3
140	в отличие	3	3
141	не в	10	3
142	и для	3	3
143	жизнь и	3	3
144	во всяком	2	3
145	далеко не	3	3
146	здесь не	4	3
147	отличие от	3	3
148	он сам	2	2
149	не могут	3	2
150	мы будем	2	2
151	но на	2	2
152	должна быть	2	2
153	в этих	4	2
154	для понимания	2	2
155	к своему	3	2
156	мы и	3	2
157	же время	5	2
158	и само	2	2
159	и наконец	4	2
160	же и	4	2
161	той или	2	2
162	себе и	3	2
163	здесь нет	3	2
164	в их	4	2
165	другой стороны	3	2
166	то и	2	2
167	мы находим	5	2
168	в одно	2	2
169	и по	2	2
170	друг друга	6	2
171	его творчества	3	2
172	и так	2	2
173	по своей	3	2
174	что мы	2	2
175	бы в	3	2
176	могло бы	2	2
177	с его	5	2
178	здесь и	3	2
179	не как	3	2
180	с этим	2	2
181	бытия и	3	2
182	в жизни	5	2
183	стороны и	2	2
184	и к	9	2
185	не хочет	2	2
186	о которых	2	2
187	а то	3	2
188	того же	3	2
189	не к	3	2
190	не нужно	2	2
191	она не	3	2
192	совершенно не	4	2
193	в сущности	7	2
194	он уже	2	2
195	только к	2	2
196	на почве	2	2
197	ко второму	2	2
198	себя внимание	2	2
199	в мире	3	2
200	на него	3	2
201	при всем	2	2
202	но с	2	2
203	мы не	4	2
204	от этого	2	2
205	сам по	3	2
206	на себя	4	2
207	в другом	2	2
