N	2gram	Tiupa_Anal_2	Hudozhes
1	в мире	6	23
2	в качестве	11	19
3	то есть	9	18
4	состоит в	8	16
5	и не	12	16
6	в том	12	15
7	и в	16	15
8	не только	16	15
9	в частности	16	13
10	может быть	6	13
11	тогда как	19	13
12	при этом	10	12
13	а в	3	12
14	и его	4	12
15	но не	4	11
16	в этом	18	11
17	в себе	7	11
18	я в	3	11
19	представляет собой	8	10
20	как бы	10	10
21	отношению к	4	10
22	но и	12	10
23	так и	15	10
24	по отношению	4	10
25	то же	4	10
26	а не	10	10
27	такого рода	2	9
28	в его	2	9
29	литературного произведения	16	9
30	точки зрения	4	9
31	в рамках	3	8
32	себя в	2	8
33	своего рода	12	8
34	присутствия в	2	8
35	сводится к	3	8
36	с другой	6	7
37	или иной	3	7
38	в отличие	2	7
39	внутренней речи	4	7
40	в то	2	7
41	отличие от	2	7
42	но в	6	7
43	я и	3	7
44	что в	2	6
45	объектной организации	10	6
46	том что	12	6
47	не в	4	6
48	же время	2	6
49	модус художественности	3	6
50	в тексте	24	6
51	приводит к	3	6
52	не может	4	6
53	могут быть	10	5
54	художественности в	2	5
55	можно сказать	4	5
56	а также	7	5
57	только в	4	5
58	тем самым	4	5
59	художественной реальности	20	5
60	в самом	6	5
61	того что	2	5
62	той или	3	5
63	с ее	2	5
64	то что	7	5
65	и одновременно	3	5
66	внутреннего зрения	12	5
67	и т.п	8	5
68	другой стороны	2	5
69	в их	3	5
70	уже не	4	5
71	коммуникативного события	4	5
72	субъектной организации	6	5
73	место в	3	4
74	художественного восприятия	2	4
75	в этих	2	4
76	не столько	3	4
77	прежде всего	3	4
78	к тому	7	4
79	в ходе	4	4
80	особого рода	2	4
81	внутреннего я	2	4
82	для него	4	4
83	еще не	2	4
84	хотя и	4	4
85	он не	2	4
86	и тем	4	4
87	в своей	2	4
88	со стороны	3	4
89	во времени	2	4
90	организации художественного	3	4
91	отношения к	2	4
92	высказывания в	3	4
93	аналогичным образом	2	4
94	и то	3	4
95	сказать что	2	4
96	между тем	2	4
97	речи и	2	4
98	мы имеем	3	4
99	говорить о	6	4
100	не знает	3	4
101	и т.д	3	4
102	эстетического объекта	3	4
103	как это	6	4
104	кадров внутреннего	7	3
105	художественного произведения	2	3
106	личности и	2	3
107	композиционных форм	2	3
108	не менее	4	3
109	если бы	3	3
110	конечном счете	2	3
111	произведения как	2	3
112	в противоположность	2	3
113	текста в	6	3
114	этом смысле	2	3
115	была бы	2	3
116	как уже	3	3
117	или иного	3	3
118	и к	5	3
119	к его	2	3
120	тем не	3	3
121	в пределах	9	3
122	перед лицом	2	3
123	того же	4	3
124	читателя в	4	3
125	о чем	2	3
126	имеет место	4	3
127	иначе говоря	11	3
128	того или	3	3
129	как раз	4	3
130	художественного целого	7	3
131	в роли	2	3
132	в конечном	3	3
133	как говорит	2	3
134	в целом	8	3
135	объекта и	2	3
136	картины мира	2	3
137	бенвенист ритм	3	3
138	таким образом	2	3
139	текста как	2	3
140	как и	14	3
141	лишь в	9	3
142	с точки	2	3
143	и для	2	3
144	в таком	2	3
145	являет собой	3	3
146	не следует	2	3
147	не случайно	8	3
148	и адресата	2	3
149	автора и	3	3
150	в данном	8	3
151	как правило	4	3
152	его в	2	3
153	в произведении	2	3
154	всего лишь	8	3
155	ритмического ряда	13	3
156	художественного высказывания	2	2
157	на этом	4	2
158	ясно говорит	3	2
159	эстетического адресата	2	2
160	речь идет	2	2
161	таком случае	2	2
162	в сторону	5	2
163	в контексте	5	2
164	в нашем	3	2
165	событийных границ	2	2
166	в своем	4	2
167	превращается в	2	2
168	или даже	2	2
169	в кадры	2	2
170	и особенно	4	2
171	в одном	2	2
172	вовсе не	2	2
173	вследствие этого	2	2
174	чем и	2	2
175	по себе	2	2
176	роль в	2	2
177	при всей	3	2
178	к своему	2	2
179	о его	4	2
180	к внутреннему	2	2
181	с самим	3	2
182	есть в	3	2
183	в значительной	2	2
184	имеем дело	3	2
185	с их	2	2
186	литературной нормы	2	2
187	одной стороны	4	2
188	и сам	3	2
189	в аспекте	4	2
190	несмотря на	3	2
191	на всех	2	2
192	значительной степени	2	2
193	за пределы	4	2
194	во всех	4	2
195	иной эстетической	2	2
196	одной из	3	2
197	совпадает с	4	2
198	за пределами	2	2
199	даже в	2	2
200	художественного мира	2	2
201	по преимуществу	4	2
202	дело не	2	2
203	как в	4	2
204	может выступать	2	2
205	объектной организацией	2	2
206	или напротив	2	2
207	факторов художественного	6	2
208	собственно говоря	2	2
209	диалогическим углом	2	2
210	я как	2	2
211	однако при	3	2
212	с одной	5	2
213	именно в	3	2
214	уже говорилось	4	2
215	в себя	4	2
216	для читателя	2	2
217	художественная реальность	2	2
218	времени в	4	2
219	или в	3	2
220	высказывания и	2	2
221	так же	2	2
222	с ним	2	2
223	художественного впечатления	17	2
224	и на	6	2
225	между двумя	4	2
226	текста так	2	2
227	у него	4	2
228	одно из	2	2
229	о себе	2	2
230	в этой	9	2
231	художественное впечатление	2	2
232	лирического героя	5	2
233	о том	7	2
234	в организации	3	2
235	жизни но	2	2
