N	2gram	Vygotskiy__3	Formalny
1	и в	38	24
2	в его	5	23
3	и не	10	20
4	не может	7	16
5	точки зрения	16	16
6	в этом	13	15
7	в нем	4	14
8	может быть	19	14
9	с точки	9	13
10	таким образом	12	13
11	и т	14	12
12	в своем	5	11
13	как и	8	11
14	в своей	5	11
15	вовсе не	8	10
16	и ее	2	10
17	то же	10	10
18	в ней	15	10
19	а не	7	10
20	и его	6	10
21	все это	3	9
22	в то	3	9
23	в ее	7	8
24	в свою	4	8
25	то что	35	8
26	как в	4	8
27	т д	4	8
28	и на	6	8
29	не в	12	8
30	место в	3	7
31	должна быть	5	7
32	до конца	2	7
33	не должна	2	7
34	не только	12	7
35	с ее	2	7
36	но и	5	7
37	на самом	2	7
38	отнюдь не	2	6
39	и все	10	6
40	и здесь	6	6
41	было бы	12	6
42	в том	25	6
43	в этой	13	6
44	самом деле	21	6
45	свою очередь	2	6
46	до сих	6	6
47	она не	6	6
48	как бы	14	6
49	сих пор	5	6
50	в целом	4	6
51	а в	7	6
52	отношения к	2	6
53	все эти	4	6
54	как это	6	6
55	хотя бы	2	5
56	должен быть	3	5
57	у нас	2	5
58	при этом	4	5
59	во всех	4	5
60	в самом	25	5
61	со стороны	2	5
62	как мы	7	5
63	того что	4	5
64	с другой	7	5
65	одним словом	2	5
66	но в	3	5
67	мы увидим	12	4
68	главным образом	3	4
69	никогда не	4	4
70	и к	3	4
71	для этого	2	4
72	одной стороны	5	4
73	и может	2	4
74	если бы	14	4
75	конечно не	4	4
76	всяком случае	2	4
77	при таком	2	4
78	так же	2	4
79	т п	5	4
80	что в	20	4
81	с одной	6	4
82	как на	3	4
83	в которой	5	4
84	с этой	2	4
85	во всяком	2	4
86	в истории	2	4
87	к этой	2	4
88	всех этих	2	3
89	она должна	3	3
90	в них	3	3
91	ясно что	6	3
92	что он	11	3
93	смысле этого	2	3
94	к тому	6	3
95	для него	2	3
96	и как	8	3
97	но это	3	3
98	аналогии с	2	3
99	так например	2	3
100	со всеми	2	3
101	в общем	2	3
102	он не	6	3
103	если он	4	3
104	лучшем случае	2	3
105	один из	6	3
106	все же	8	3
107	же в	2	3
108	когда он	4	3
109	время в	5	3
110	по аналогии	2	3
111	мы не	5	3
112	и наконец	2	3
113	и даже	4	3
114	его в	3	3
115	целый ряд	2	3
116	в лучшем	2	3
117	у них	2	3
118	в основе	3	3
119	они не	2	3
120	в себе	4	3
121	как к	2	3
122	со всей	3	3
123	этого слова	2	3
124	здесь не	3	3
125	так сказать	5	3
126	думать что	2	3
127	бы в	3	3
128	и чем	2	3
129	говорит он	2	3
130	и более	2	2
131	с тем	8	2
132	а вовсе	2	2
133	иначе как	2	2
134	с этим	8	2
135	в одном	8	2
136	на всю	2	2
137	не можем	4	2
138	идет о	4	2
139	здесь в	2	2
140	указать на	3	2
141	о мире	2	2
142	остановиться на	2	2
143	все время	30	2
144	ни в	3	2
145	в самой	4	2
146	уже не	2	2
147	по существу	2	2
148	мы видели	6	2
149	каждого из	3	2
150	более и	2	2
151	одна из	4	2
152	если мы	6	2
153	только в	4	2
154	и если	6	2
155	все более	2	2
156	уже как	2	2
157	к ней	2	2
158	как раз	8	2
159	поэтического стиля	2	2
160	на их	2	2
161	была бы	2	2
162	что и	4	2
163	места в	2	2
164	вместе с	5	2
165	он в	2	2
166	как если	3	2
167	она была	4	2
168	всего этого	2	2
169	не могла	2	2
170	и вот	2	2
171	прав когда	3	2
172	и что	18	2
173	не так	3	2
174	между тем	7	2
175	на наших	2	2
176	в своих	4	2
177	чтобы он	2	2
178	могла бы	3	2
179	ничего не	2	2
180	и это	8	2
181	с ним	2	2
182	могло бы	2	2
183	в эту	2	2
