N	2gram	Bakhtin_fo_1	KulturaY
1	и т	8	39
2	потому что	4	25
3	т п	8	24
4	и в	50	23
5	не только	9	20
6	в том	9	19
7	в этом	25	18
8	и не	14	16
9	ни к	3	15
10	было бы	2	15
11	так как	6	15
12	может быть	11	15
13	точки зрения	5	14
14	если бы	5	12
15	в самом	8	12
16	все эти	9	12
17	том что	4	11
18	того чтобы	5	11
19	но в	10	11
20	что в	5	10
21	по себе	2	10
22	а не	3	10
23	вовсе не	13	9
24	вопрос о	2	9
25	в сущности	3	9
26	то что	6	9
27	для того	5	9
28	хотя бы	2	9
29	не может	6	9
30	с другой	2	8
31	прежде всего	15	8
32	не в	5	8
33	в качестве	3	8
34	уже не	2	8
35	с точки	2	8
36	в нашем	2	7
37	все же	6	7
38	но и	8	7
39	с помощью	2	7
40	и с	4	7
41	это не	6	6
42	да и	3	6
43	но не	5	6
44	что не	3	6
45	речи в	2	6
46	то же	11	6
47	и на	8	6
48	ту же	2	6
49	что мы	2	6
50	не могут	3	5
51	что все	2	5
52	ясно что	2	5
53	об этом	2	5
54	по существу	12	5
55	еще не	5	5
56	в его	13	5
57	один из	3	5
58	слова и	2	5
59	вместе с	3	5
60	все это	4	5
61	таким образом	11	5
62	там где	2	5
63	лишь в	6	5
64	и то	4	5
65	во всяком	3	5
66	только в	4	5
67	также и	2	5
68	была бы	2	4
69	отнюдь не	5	4
70	в них	4	4
71	к этому	3	4
72	если мы	2	4
73	к тому	3	4
74	для нас	2	4
75	ни в	8	4
76	но все	5	4
77	в пределах	5	4
78	или в	3	4
79	хотя и	3	4
80	как бы	2	4
81	в нем	24	4
82	на этой	4	4
83	так же	6	4
84	в связи	5	4
85	не было	7	4
86	не имеет	4	4
87	в данном	2	4
88	в результате	6	4
89	сказать что	3	4
90	широком смысле	2	4
91	могут быть	5	4
92	в каком	2	4
93	в то	9	4
94	в конце	9	4
95	в особенности	9	4
96	ничего не	9	4
97	так и	12	4
98	чем в	2	3
99	уже в	2	3
100	у него	6	3
101	всех этих	5	3
102	на фоне	3	3
103	же время	9	3
104	а только	2	3
105	а также	2	3
106	же в	3	3
107	в соответствии	2	3
108	того же	8	3
109	до конца	4	3
110	совершенно не	2	3
111	связи с	6	3
112	но для	2	3
113	в ней	4	3
114	он не	5	3
115	что и	3	3
116	в процессе	4	3
117	как в	6	3
118	как раз	13	3
119	в форме	3	3
120	с этим	6	3
121	этом отношении	3	3
122	не знает	3	3
123	именно в	3	3
124	те же	2	3
125	как мы	14	3
126	того что	2	3
127	и по	2	3
128	своей собственной	3	3
129	а в	3	3
130	и его	16	3
131	тем что	2	3
132	выражение в	2	3
133	и это	4	3
134	есть в	2	3
135	здесь не	4	3
136	в виду	3	3
137	в отношении	3	2
138	мы будем	2	2
139	же как	2	2
140	с тем	3	2
141	в частности	6	2
142	никогда не	2	2
143	оно не	2	2
144	не как	2	2
145	и все	6	2
146	и до	5	2
147	в самой	2	2
148	всякого рода	2	2
149	в широком	2	2
150	и потому	3	2
151	с одной	3	2
152	смысле слова	2	2
153	в свою	2	2
154	при этом	3	2
155	новый тип	2	2
156	конечно не	4	2
157	по преимуществу	3	2
158	же и	2	2
159	и даже	2	2
160	был бы	3	2
161	по сравнению	2	2
162	в своей	2	2
163	в их	6	2
164	и следовательно	4	2
165	в своем	4	2
166	в отличие	2	2
167	и для	4	2
168	еще и	2	2
169	как и	8	2
170	в буквальном	2	2
171	в той	4	2
172	но оно	2	2
173	и у	5	2
174	той же	2	2
175	рядом с	2	2
176	роль в	9	2
177	конечно и	4	2
178	в которых	2	2
179	быть только	3	2
180	характер и	7	2
181	от этого	2	2
182	соответствии с	2	2
183	и еще	2	2
184	и вообще	2	2
185	мы должны	2	2
186	отсюда и	2	2
187	тех же	2	2
188	отличие от	2	2
189	отношения к	3	2
