N	2gram	Tiupa_Disk_2	Istorich
1	и в	16	26
2	мы имеем	2	14
3	никогда не	2	13
4	потому что	4	13
5	что в	5	12
6	в том	8	12
7	и на	5	12
8	в этом	16	12
9	может быть	16	11
10	с другой	5	10
11	том что	10	10
12	и не	15	10
13	не только	10	10
14	что он	2	9
15	еще не	6	9
16	но и	11	9
17	в нем	7	8
18	все же	6	8
19	вместе с	2	8
20	другой стороны	2	8
21	все эти	3	8
22	и это	2	8
23	уже не	3	7
24	с одной	4	7
25	одной стороны	4	7
26	например в	3	7
27	и его	3	7
28	о том	4	7
29	но в	11	7
30	этом случае	2	6
31	то что	5	6
32	как в	8	6
33	не может	9	6
34	и с	2	6
35	в русской	3	6
36	как и	16	5
37	в ней	2	5
38	в его	3	5
39	так и	9	5
40	то же	6	5
41	в то	5	5
42	только в	3	5
43	его в	3	5
44	это не	3	4
45	из этих	3	4
46	но здесь	2	4
47	прежде всего	7	4
48	с его	6	4
49	но это	3	4
50	как бы	4	4
51	что и	2	4
52	а также	8	4
53	и ее	3	3
54	в частности	12	3
55	могут быть	3	3
56	в них	3	3
57	в одном	4	3
58	должна быть	2	3
59	к этому	4	3
60	на первый	2	3
61	не в	3	3
62	такой же	2	3
63	же как	2	3
64	в качестве	16	3
65	это еще	2	3
66	еще в	3	3
67	в сказании	3	3
68	в своей	6	3
69	данном случае	6	3
70	со стороны	10	3
71	а в	2	3
72	при этом	17	3
73	там же	2	3
74	к своему	2	3
75	и наконец	3	3
76	как на	3	3
77	в своих	6	3
78	в данном	7	3
79	и то	4	3
80	их в	2	3
81	в себе	19	3
82	не было	3	3
83	как будто	3	3
84	далеко не	2	3
85	перед нами	3	2
86	может иметь	2	2
87	о чем	2	2
88	и как	3	2
89	а потом	2	2
90	в этих	3	2
91	в своем	5	2
92	того же	2	2
93	стороны и	2	2
94	можно сказать	3	2
95	сводится к	2	2
96	об одном	3	2
97	живет в	2	2
98	по отношению	4	2
99	но не	7	2
100	героя в	5	2
101	в свое	2	2
102	отношению к	4	2
103	жизни и	3	2
104	своего рода	10	2
105	ни в	7	2
106	что же	2	2
107	тогда как	11	2
108	он не	3	2
109	а с	5	2
110	человека в	4	2
111	тем самым	6	2
112	а не	14	2
113	представляет собой	11	2
114	в этой	4	2
115	здесь не	2	2
116	мира и	4	2
117	но при	2	2
