N	2gram	Losev_Prob_1	Myshleni
1	мышления и	4	40
2	точки зрения	3	26
3	таким образом	6	26
4	в том	9	24
5	и в	32	23
6	том что	12	21
7	с точки	3	18
8	того чтобы	9	17
9	то что	42	17
10	в этом	19	17
11	так же	9	16
12	не только	17	16
13	того что	7	15
14	для того	8	15
15	что в	12	14
16	может быть	14	14
17	но и	9	14
18	как и	3	14
19	в его	6	14
20	не может	8	12
21	как бы	14	11
22	сказать что	13	11
23	с другой	3	10
24	прежде всего	10	10
25	в отношении	3	10
26	в качестве	2	9
27	не является	5	9
28	другой стороны	3	9
29	и не	31	9
30	между тем	2	9
31	и с	2	9
32	вместе с	2	9
33	и на	8	8
34	нашего исследования	2	8
35	то же	10	8
36	в этой	10	7
37	в самом	6	7
38	в то	6	7
39	так как	11	7
40	с тем	5	7
41	что он	7	7
42	мы не	2	7
43	и ее	8	7
44	все время	2	6
45	же как	2	6
46	и тем	13	6
47	все это	7	6
48	именно в	4	6
49	потому что	16	6
50	с этим	3	6
51	о том	11	6
52	в сущности	2	6
53	и его	3	6
54	мы можем	4	6
55	тем что	7	6
56	в себе	15	6
57	только в	7	6
58	учения о	2	6
59	тому что	4	5
60	перед нами	5	5
61	можно сказать	5	5
62	и как	6	5
63	на то	8	5
64	по себе	15	5
65	для этого	3	5
66	что для	2	5
67	что мы	13	5
68	мы должны	5	5
69	и все	7	5
70	если бы	4	5
71	но в	14	5
72	что может	2	5
73	и что	9	5
74	он не	3	5
75	так и	12	5
76	как мы	7	5
77	тем самым	4	5
78	тем более	5	5
79	но не	9	4
80	что все	3	4
81	в теории	3	4
82	только что	2	4
83	не в	4	4
84	при этом	6	4
85	что она	5	4
86	в котором	5	4
87	все эти	8	4
88	в результате	2	4
89	их в	4	4
90	с его	2	4
91	по существу	2	4
92	в чем	3	4
93	было бы	8	4
94	к тому	3	4
95	для себя	3	4
96	в своей	8	4
97	сих пор	3	4
98	как в	4	4
99	во всей	3	4
100	как раз	13	4
101	хотя бы	3	4
102	мы видим	2	4
103	функции в	4	4
104	ни в	7	4
105	до сих	3	4
106	только для	3	3
107	уже в	3	3
108	что это	3	3
109	в своем	5	3
110	из этих	2	3
111	мы называем	2	3
112	мы и	4	3
113	что они	3	3
114	смысле слова	7	3
115	и если	6	3
116	и следовательно	3	3
117	друг другу	2	3
118	образом и	2	3
119	в их	4	3
120	то и	6	3
121	мы находим	2	3
122	от всех	2	3
123	в которых	3	3
124	вовсе не	35	3
125	же самое	9	3
126	как он	4	3
127	всяком случае	3	3
128	сознания и	2	3
129	что оно	3	3
130	об этом	10	3
131	тем и	2	3
132	учение о	3	3
133	во всех	7	3
134	она не	2	3
135	если не	4	3
136	самом деле	6	3
137	а не	15	3
138	на этот	3	3
139	можно было	3	3
140	и то	6	3
141	которые не	3	3
142	во всяком	7	3
143	сам по	7	3
144	он в	2	3
145	могут быть	2	3
146	мы говорили	4	3
147	в каком	3	3
148	связи с	5	3
149	и это	9	3
150	и который	2	3
151	в которой	2	3
152	в области	2	3
153	ничего не	10	3
154	исследования мы	2	2
155	никогда не	7	2
156	в конце	6	2
157	что его	3	2
158	но все	3	2
159	для него	2	2
160	о чем	6	2
161	несмотря на	3	2
162	хотя и	6	2
163	не имеет	2	2
164	один из	4	2
165	и до	2	2
166	данном случае	8	2
167	является то	2	2
168	которых мы	2	2
169	и даже	11	2
170	как такового	2	2
171	который мы	2	2
172	должно быть	2	2
173	а в	4	2
174	что этот	2	2
175	одно из	2	2
176	к его	2	2
177	говорить о	6	2
178	в первом	2	2
179	в этих	3	2
180	анализ этого	3	2
181	как это	6	2
182	говорили выше	2	2
183	всех этих	7	2
184	в них	7	2
185	он должен	2	2
186	с собой	2	2
187	ясно что	3	2
188	есть не	6	2
189	на первый	2	2
190	в ее	3	2
191	указывает на	14	2
192	со всеми	2	2
193	за пределы	6	2
194	и потому	2	2
195	и другим	2	2
196	все другие	2	2
197	ее в	2	2
198	мы хотим	3	2
199	того как	3	2
200	если мы	11	2
201	уже не	3	2
202	и пр	4	2
203	со всем	2	2
204	с другими	2	2
205	в данном	9	2
206	и при	2	2
207	в виде	15	2
208	все прочие	2	2
209	вопроса о	2	2
210	что если	2	2
211	дело в	3	2
212	едва ли	2	2
