N	2gram	Losev_Vlad_1	Myslijsy
1	то есть	3	34
2	потому что	11	33
3	то что	18	29
4	может быть	6	26
5	таким образом	3	24
6	в том	11	23
7	и в	31	23
8	в этом	14	23
9	и не	17	18
10	что в	14	17
11	при этом	2	15
12	только в	9	15
13	для нас	4	14
14	как и	4	14
15	в себе	4	14
16	то же	6	14
17	того что	2	14
18	так как	8	14
19	том что	14	12
20	не было	5	12
21	что я	2	11
22	но и	19	11
23	не в	5	11
24	не может	6	11
25	и потому	6	10
26	что мы	2	10
27	не только	24	10
28	тем что	2	10
29	для меня	4	10
30	в своем	4	8
31	было бы	2	8
32	сказать что	7	8
33	о том	11	8
34	но в	12	8
35	с тем	2	7
36	на то	5	7
37	в нем	4	7
38	что и	5	7
39	и что	6	7
40	вовсе не	5	7
41	и т	2	7
42	как в	3	7
43	мысли и	4	7
44	что такое	2	7
45	и к	6	6
46	для того	2	6
47	вместе с	3	6
48	известно что	2	6
49	в которой	4	6
50	так и	6	6
51	уже в	7	5
52	так что	10	5
53	для него	7	5
54	и мы	2	5
55	хотя и	4	5
56	в его	12	5
57	к нему	4	5
58	что же	5	5
59	все это	5	5
60	не менее	2	5
61	а в	9	5
62	с ним	5	5
63	не из	2	5
64	во всяком	2	5
65	тем более	2	5
66	образом в	2	5
67	и то	10	5
68	один и	2	5
69	и все	4	4
70	что все	2	4
71	что он	12	4
72	тем не	2	4
73	можно сказать	6	4
74	по поводу	12	4
75	со своим	5	4
76	и о	2	4
77	в котором	6	4
78	на основании	2	4
79	а именно	2	4
80	да и	4	4
81	только на	3	4
82	то и	2	4
83	в истории	4	4
84	тем самым	2	4
85	того чтобы	2	4
86	хотя бы	2	4
87	точки зрения	2	4
88	в каком	2	4
89	в то	8	4
90	видно что	5	4
91	и с	14	4
92	никогда не	9	3
93	в них	2	3
94	там же	13	3
95	но это	3	3
96	же время	4	3
97	кроме того	7	3
98	еще не	2	3
99	и если	5	3
100	и из	3	3
101	мы уже	7	3
102	к тому	3	3
103	на его	3	3
104	в самом	2	3
105	между прочим	11	3
106	всяком случае	2	3
107	со стороны	2	3
108	только что	2	3
109	в нас	4	3
110	т д	2	3
111	той же	2	3
112	все эти	3	3
113	и других	2	3
114	что у	4	3
115	уже не	3	3
116	лишь в	2	3
117	в науке	3	3
118	и по	8	3
119	с ними	2	3
120	и на	3	3
121	и до	2	3
122	то мы	3	3
123	и так	3	3
124	даже и	9	3
125	и тот	2	3
126	дальше в	2	2
127	можно считать	2	2
128	во время	3	2
129	я не	4	2
130	с и	2	2
131	не были	2	2
132	и как	4	2
133	но даже	2	2
134	в нашем	4	2
135	все что	2	2
136	с другой	3	2
137	то он	6	2
138	из этих	2	2
139	и я	2	2
140	отношение к	3	2
141	этого последнего	2	2
142	что на	2	2
143	и здесь	3	2
144	судить по	2	2
145	у нас	6	2
146	из этого	2	2
147	несколько слов	2	2
148	об этом	7	2
149	мы и	4	2
150	от него	2	2
151	по своему	3	2
152	уже и	2	2
153	но что	3	2
154	не имели	2	2
155	тот же	3	2
156	в это	2	2
157	нам представляется	3	2
158	выше мы	2	2
159	обратить внимание	2	2
160	с которым	2	2
161	он не	10	2
162	даже в	2	2
163	один из	4	2
164	и это	2	2
165	конечно не	2	2
166	указывает на	2	2
167	что она	2	2
168	даже не	2	2
169	и для	2	2
170	в течение	9	2
171	дело не	2	2
172	что его	4	2
173	как мы	9	2
174	здесь мы	3	2
175	и у	4	2
176	на этот	6	2
177	и даже	15	2
178	и притом	3	2
179	и его	7	2
180	виде в	2	2
181	в своих	5	2
182	в виде	3	2
183	к ней	4	2
184	к его	3	2
185	это можно	3	2
186	и вообще	4	2
187	мы должны	2	2
188	но мы	2	2
189	его к	2	2
190	же с	11	2
191	это было	6	2
