N	2gram	Medvedev_F_3	Dialekti
1	т е	32	46
2	не есть	4	40
3	и не	30	30
4	а не	17	18
5	может быть	25	17
6	и т	11	17
7	ничего не	2	17
8	то что	8	16
9	и в	27	15
10	т д	6	15
11	как бы	8	14
12	так как	9	14
13	точки зрения	16	14
14	что это	3	13
15	того что	3	13
16	по себе	4	13
17	это не	3	12
18	прежде всего	4	11
19	в том	7	11
20	не может	24	11
21	говорить о	2	11
22	ясно что	3	11
23	и все	8	11
24	в этом	18	11
25	с ее	2	10
26	она есть	3	10
27	в основе	3	10
28	потому что	7	10
29	том что	4	10
30	было бы	6	9
31	в виду	3	9
32	все это	7	9
33	мы не	4	9
34	и что	3	9
35	это и	2	9
36	то же	15	9
37	уже не	3	9
38	и пр	15	9
39	с точки	14	9
40	ни в	8	8
41	не в	12	8
42	это значит	2	8
43	в себе	3	8
44	не только	9	8
45	и ее	6	8
46	и это	2	8
47	что в	8	7
48	что именно	5	7
49	должна быть	3	7
50	что он	6	7
51	как и	14	7
52	ровно ничего	2	7
53	и его	19	7
54	только в	8	7
55	же время	7	6
56	и тем	3	6
57	и даже	2	6
58	в результате	5	6
59	сказать что	3	6
60	вовсе не	28	6
61	если бы	12	6
62	в то	7	6
63	что и	2	6
64	так и	21	5
65	в своем	2	5
66	можно сказать	3	5
67	как таковой	3	5
68	того чтобы	5	5
69	в ней	5	5
70	но если	2	5
71	в нем	15	5
72	что она	2	5
73	таким образом	18	5
74	и на	3	5
75	о том	4	5
76	с его	2	5
77	тогда когда	4	5
78	в жизни	11	5
79	то в	2	5
80	учение о	2	5
81	в смысле	4	5
82	в сущности	2	5
83	если мы	7	5
84	для того	4	5
85	и для	6	5
86	той же	3	5
87	в каком	2	5
88	и как	4	4
89	но это	2	4
90	в этой	2	4
91	что они	5	4
92	жизни и	4	4
93	ни с	2	4
94	но и	10	4
95	так же	9	4
96	и с	3	4
97	не о	3	4
98	мы должны	2	4
99	лишь как	3	4
100	с тем	7	4
101	отнюдь не	8	4
102	не как	2	4
103	этом смысле	2	4
104	то ни	4	4
105	она не	4	4
106	еще не	6	4
107	как раз	8	4
108	бы в	6	4
109	хотя бы	6	4
110	тому как	5	4
111	в его	7	4
112	подобно тому	4	4
113	или иное	2	3
114	смысла и	4	3
115	на этом	2	3
116	и следовательно	3	3
117	совершенно не	7	3
118	смысл и	4	3
119	отношения к	2	3
120	все эти	6	3
121	можно только	2	3
122	в истории	5	3
123	это понятие	2	3
124	но в	6	3
125	от этого	2	3
126	сознания и	2	3
127	только не	2	3
128	к этому	2	3
129	возможно только	2	3
130	же что	2	3
131	у нас	3	3
132	так чтобы	2	3
133	мы уже	3	3
134	за пределы	2	3
135	в своей	6	3
136	что сегодня	2	3
137	и потому	5	3
138	со стороны	4	3
139	бы и	3	3
140	как в	4	3
141	одной и	2	3
142	и притом	2	3
143	то или	2	3
144	и необходимости	2	3
145	в данном	6	3
146	то мы	3	3
147	мы можем	4	3
148	могут быть	4	3
149	в области	2	3
150	от него	2	3
151	не менее	7	2
152	не могут	10	2
153	она должна	2	2
154	мы еще	2	2
155	в отношении	2	2
156	говорить об	2	2
157	из этих	2	2
158	человека и	2	2
159	главным образом	2	2
160	на все	2	2
161	именно для	2	2
162	да и	4	2
163	как о	2	2
164	при этом	8	2
165	в самом	11	2
166	совпадает с	2	2
167	никогда не	5	2
168	мы мыслим	3	2
169	в котором	2	2
170	был бы	2	2
171	из них	2	2
172	и их	5	2
173	вот как	2	2
174	другой стороны	5	2
175	для этого	2	2
176	как таковая	3	2
177	и только	2	2
178	именно так	5	2
179	от того	2	2
180	лишь в	9	2
181	возможно лишь	2	2
182	а что	3	2
183	же и	4	2
184	необходимо чтобы	2	2
185	от одного	2	2
186	и тех	2	2
187	как это	4	2
188	это учение	2	2
189	том как	2	2
190	нисколько не	2	2
191	однако в	2	2
192	чем же	2	2
193	в них	3	2
194	и во	2	2
195	это утверждение	2	2
196	что уже	2	2
197	в ее	4	2
198	все же	6	2
199	самом же	2	2
200	равно как	3	2
201	бы ни	4	2
202	ту или	2	2
203	одной из	2	2
204	и из	2	2
205	в целях	2	2
206	конечно не	4	2
207	никак не	3	2
208	не значит	2	2
209	о нем	3	2
210	нет и	3	2
211	оно не	3	2
212	тем не	2	2
213	данный момент	2	2
214	как не	2	2
215	во всех	3	2
216	и именно	2	2
217	вместе с	6	2
218	ее в	3	2
219	что же	5	2
220	художественное произведение	11	2
221	и тогда	2	2
222	бы не	2	2
223	можно говорить	4	2
224	допустим что	2	2
225	это становление	2	2
226	жизнь и	3	2
227	что этот	2	2
228	ничто не	3	2
229	во всяком	6	2
230	тем что	5	2
231	но для	2	2
232	и вне	2	2
233	познания и	2	2
234	от этих	2	2
235	отличие от	2	2
236	может и	3	2
