N	2gram	Propp_Isto_3	Tvorches
1	и в	22	20
2	не только	14	13
3	и т	16	13
4	никогда не	3	11
5	т д	15	11
6	в его	3	10
7	таким образом	10	10
8	в то	2	10
9	там же	2	9
10	и его	4	9
11	и не	12	9
12	прежде всего	3	8
13	в том	9	8
14	при этом	2	8
15	но и	12	8
16	может быть	11	8
17	в этом	17	8
18	и с	4	8
19	это не	6	7
20	представление о	3	7
21	что в	15	7
22	не может	4	7
23	то же	6	7
24	потому что	3	7
25	у него	3	6
26	что он	9	6
27	как и	3	6
28	в целом	3	6
29	так и	2	6
30	а не	6	6
31	если он	2	5
32	но это	3	5
33	еще не	10	5
34	но не	7	5
35	например в	2	5
36	все же	5	5
37	и даже	2	5
38	так же	3	5
39	и на	4	5
40	в этой	5	5
41	о том	3	5
42	что у	3	4
43	и от	3	4
44	показывает что	5	4
45	том что	8	4
46	в дальнейшем	4	4
47	мы видим	8	4
48	что они	8	4
49	на его	3	4
50	хотя и	2	4
51	что она	5	4
52	как в	2	4
53	если не	2	4
54	все эти	4	4
55	не в	4	4
56	а в	6	4
57	в чем	3	4
58	и потому	2	4
59	ничего не	6	4
60	если бы	6	4
61	но в	10	4
62	же как	2	3
63	превращается в	3	3
64	в одной	3	3
65	к этому	7	3
66	а затем	3	3
67	отношению к	2	3
68	одна из	2	3
69	у нее	2	3
70	что не	2	3
71	он не	5	3
72	в котором	2	3
73	и др	2	3
74	один из	5	3
75	в нем	9	3
76	то что	7	3
77	и это	2	3
78	вместе с	9	3
79	сих пор	5	3
80	по отношению	2	3
81	с большим	5	3
82	так как	7	3
83	в свете	5	3
84	уже не	7	3
85	одним из	4	3
86	этот вопрос	2	3
87	тем что	4	3
88	в которых	2	3
89	его в	3	3
90	нет ничего	2	3
91	между тем	2	3
92	до сих	5	3
93	все время	2	2
94	не менее	5	2
95	и есть	2	2
96	его и	4	2
97	с другой	7	2
98	в одном	2	2
99	я не	3	2
100	вовсе не	2	2
101	в этот	2	2
102	со своими	2	2
103	во всяком	2	2
104	а я	2	2
105	такой же	2	2
106	и ее	3	2
107	что на	4	2
108	тому же	2	2
109	у нас	4	2
110	так что	5	2
111	на ней	5	2
112	в частности	5	2
113	всяком случае	2	2
114	к жизни	2	2
115	я буду	2	2
116	на землю	2	2
117	так в	6	2
118	не было	2	2
119	и что	2	2
120	связь с	6	2
121	и у	3	2
122	другой стороны	7	2
123	и он	2	2
124	друг друга	6	2
125	во многих	2	2
126	роль в	2	2
127	из этой	2	2
128	с ними	3	2
129	героя с	2	2
130	из них	7	2
131	в виде	2	2
132	могут быть	5	2
133	известно что	2	2
134	только в	4	2
135	как правило	2	2
136	в русской	3	2
137	при помощи	3	2
138	их в	3	2
139	одном из	3	2
140	же не	2	2
141	однако это	3	2
