N	2gram	Tiupa_Lite_3	Psycholo
1	то что	12	44
2	и в	16	33
3	в этом	14	28
4	как бы	8	25
5	все время	3	24
6	потому что	3	24
7	для того	2	23
8	может быть	12	22
9	том что	8	22
10	того чтобы	2	22
11	что в	2	21
12	в том	12	21
13	о том	6	20
14	что он	5	20
15	как это	3	14
16	и не	22	13
17	так же	2	13
18	то есть	5	13
19	к тому	6	12
20	в самом	3	12
21	было бы	2	12
22	самом деле	3	12
23	на то	2	10
24	не может	8	10
25	в его	6	10
26	если бы	2	10
27	в этой	8	9
28	и если	4	9
29	по себе	2	9
30	как раз	2	9
31	то же	9	9
32	в конце	2	8
33	вместе с	5	8
34	как будто	4	8
35	до конца	4	7
36	в нем	2	7
37	и только	2	7
38	раз в	2	7
39	не только	14	7
40	когда он	2	7
41	это не	5	6
42	и вот	2	6
43	точки зрения	7	6
44	же самое	2	6
45	как на	3	6
46	а не	12	6
47	всякий раз	2	6
48	в себе	6	6
49	никогда не	4	5
50	и как	3	5
51	в целом	5	5
52	и на	2	5
53	как и	5	5
54	и его	6	5
55	все же	2	5
56	я не	2	4
57	в частности	11	4
58	что у	2	4
59	том чтобы	2	4
60	совершенно не	3	4
61	из них	4	4
62	жизни и	3	4
63	а в	5	4
64	того что	9	4
65	с этой	2	4
66	в жизни	8	4
67	к этому	2	4
68	у нас	2	4
69	о нем	2	4
70	себя в	7	4
71	в своей	7	4
72	ее в	2	4
73	как мы	2	4
74	что не	2	4
75	с точки	3	4
76	той же	3	4
77	только в	7	4
78	с одной	4	3
79	в сторону	3	3
80	он все	2	3
81	в мире	16	3
82	тому же	5	3
83	должно быть	4	3
84	одной стороны	4	3
85	например в	3	3
86	вслед за	3	3
87	то это	2	3
88	с ее	3	3
89	но и	14	3
90	в своих	2	3
91	в то	9	3
92	его в	2	3
93	в основе	5	3
94	в одном	4	3
95	но не	4	3
96	что и	2	3
97	так и	9	3
98	как в	5	3
99	во всей	2	3
100	тем самым	7	3
101	и для	4	3
102	тем что	2	3
103	эти слова	2	3
104	еще раз	2	3
105	далеко не	2	3
106	место в	4	2
107	бы и	3	2
108	действительную жизнь	2	2
109	с другой	6	2
110	прежде всего	3	2
111	вопрос о	2	2
112	со всей	2	2
113	знает что	2	2
114	что ему	2	2
115	же время	7	2
116	при этом	15	2
117	взгляд на	3	2
118	один из	2	2
119	все они	2	2
120	другой стороны	2	2
121	быть не	2	2
122	именно в	5	2
123	и наконец	3	2
124	и с	2	2
125	одно из	4	2
126	могли бы	2	2
127	не в	10	2
128	и потому	2	2
129	но в	3	2
130	с его	6	2
131	и к	3	2
132	в ее	5	2
133	по существу	4	2
134	представляет собой	2	2
135	чтобы он	2	2
136	а на	2	2
137	можно сказать	2	2
138	во всех	2	2
139	однако не	3	2
140	даже в	4	2
141	бы то	2	2
142	со стороны	7	2
143	внимание на	2	2
144	в словах	3	2
145	тому как	3	2
146	не надо	2	2
147	и ее	2	2
148	связи с	2	2
149	так чтобы	2	2
150	едва ли	3	2
