N	2gram	Ircho_Kome_2	Russkaja
1	не может	3	22
2	и не	14	19
3	в том	11	17
4	в этом	10	17
5	и в	26	14
6	с другом	2	14
7	друг с	2	14
8	то что	6	13
9	таким образом	6	11
10	то же	3	11
11	точки зрения	4	11
12	же время	3	10
13	но и	10	10
14	в то	6	10
15	том что	9	9
16	не только	7	9
17	может быть	11	9
18	во всяком	2	9
19	прежде всего	4	8
20	того чтобы	6	8
21	отнюдь не	2	7
22	к тому	12	7
23	и если	2	7
24	о том	6	7
25	и с	5	7
26	признать что	2	6
27	если бы	9	6
28	что он	5	6
29	и к	2	6
30	с тем	5	6
31	для того	5	6
32	для всех	3	6
33	всяком случае	2	6
34	если в	2	6
35	все это	3	6
36	в своем	6	6
37	и для	4	6
38	хотя бы	2	5
39	вопрос о	3	5
40	и на	7	5
41	до сих	2	5
42	было бы	8	5
43	в своей	3	5
44	он не	2	5
45	в нем	6	5
46	сих пор	2	5
47	во всех	3	5
48	в последние	4	5
49	из которых	3	5
50	а в	3	5
51	потому что	6	5
52	только в	4	5
53	между тем	4	5
54	но не	3	4
55	что в	9	4
56	то ни	2	4
57	в мире	2	4
58	как и	4	4
59	как бы	2	4
60	все же	4	4
61	себя в	3	4
62	бы то	2	4
63	жизни и	3	4
64	вместе с	9	4
65	со стороны	2	4
66	от того	2	4
67	в их	3	4
68	не в	2	4
69	можно было	4	4
70	в этой	3	4
71	в его	4	4
72	его в	4	4
73	так как	4	4
74	что это	4	3
75	из этих	4	3
76	в конце	2	3
77	да и	3	3
78	в качестве	5	3
79	еще не	6	3
80	в самом	4	3
81	ни одна	2	3
82	одной из	4	3
83	но если	3	3
84	то это	2	3
85	что и	7	3
86	и т	2	3
87	из них	7	3
88	не было	3	3
89	друг друга	3	3
90	что для	4	3
91	надо признать	3	3
92	или в	3	3
93	тем что	3	3
94	и во	2	3
95	говорить о	2	3
96	связи с	3	3
97	из этого	2	3
98	одна из	2	3
99	место в	4	2
100	пути к	2	2
101	и есть	2	2
102	в частности	4	2
103	у него	4	2
104	друг другу	3	2
105	и от	4	2
106	с этим	5	2
107	представить себе	3	2
108	ясно что	8	2
109	ни в	5	2
110	так что	5	2
111	является не	2	2
112	за то	4	2
113	в ней	3	2
114	на это	2	2
115	в котором	3	2
116	речь идет	3	2
117	для нас	3	2
118	на основании	5	2
119	даже не	3	2
120	тому что	4	2
121	целый ряд	2	2
122	по отношению	3	2
123	если не	2	2
124	в течение	2	2
125	и что	2	2
126	к нему	3	2
127	обеих сторон	3	2
128	в других	2	2
129	в глазах	2	2
130	больше чем	5	2
131	в силу	2	2
132	мы можем	3	2
133	на себя	7	2
134	в начале	4	2
135	во время	6	2
136	как будто	4	2
137	в этих	4	2
138	у других	2	2
139	но в	3	2
140	в положение	3	2
