N	2gram	Losev_Dial_3	Myslijsy
1	потому что	7	33
2	то что	14	29
3	может быть	13	26
4	таким образом	13	24
5	в том	5	23
6	и в	24	23
7	в этом	8	23
8	в слове	3	22
9	и не	27	18
10	что в	7	17
11	при этом	2	15
12	только в	5	15
13	для нас	2	14
14	как и	7	14
15	в себе	2	14
16	то же	6	14
17	того что	12	14
18	так как	6	14
19	если бы	6	13
20	том что	8	12
21	не было	3	12
22	а не	26	12
23	по себе	20	11
24	но и	9	11
25	не в	3	11
26	не может	19	11
27	и потому	2	10
28	что мы	8	10
29	не только	23	10
30	тем что	3	10
31	не есть	54	9
32	в своем	3	8
33	было бы	5	8
34	тогда когда	5	8
35	то это	9	8
36	другими словами	7	8
37	мы не	5	8
38	сказать что	4	8
39	о том	6	8
40	но в	2	8
41	стало быть	9	8
42	что это	12	7
43	это не	4	7
44	на то	3	7
45	в нем	3	7
46	что и	6	7
47	в силу	3	7
48	и что	15	7
49	вовсе не	13	7
50	и т	24	7
51	могут быть	2	7
52	мы говорим	2	7
53	с этим	3	7
54	что такое	21	7
55	что если	2	6
56	и к	5	6
57	тех пор	2	6
58	для того	3	6
59	что не	5	6
60	когда мы	2	6
61	так и	5	6
62	по крайней	5	5
63	только тогда	3	5
64	так что	8	5
65	есть только	12	5
66	само по	5	5
67	не можем	2	5
68	для него	4	5
69	хотя и	5	5
70	в его	2	5
71	как бы	3	5
72	к нему	3	5
73	крайней мере	5	5
74	что же	11	5
75	есть нечто	23	5
76	все это	6	5
77	допустим что	16	5
78	не менее	11	5
79	должно быть	3	5
80	а в	2	5
81	во всяком	2	5
82	тем более	3	5
83	говорить о	4	5
84	и то	4	5
85	есть в	3	5
86	не имеет	11	5
87	думать что	2	4
88	и все	6	4
89	что все	14	4
90	быть может	3	4
91	что он	13	4
92	есть не	9	4
93	тем не	10	4
94	как же	5	4
95	есть то	6	4
96	на котором	2	4
97	только как	5	4
98	и о	3	4
99	от того	4	4
100	сам по	5	4
101	и тем	2	4
102	в сравнении	3	4
103	на основании	2	4
104	а именно	2	4
105	только на	7	4
106	то и	3	4
107	слово в	2	4
108	в истории	4	4
109	только потому	2	4
110	тем самым	3	4
111	хотя бы	4	4
112	так же	4	4
113	в таком	14	4
114	точки зрения	25	4
115	в каком	3	4
116	в данном	2	4
117	в то	5	4
118	если же	8	4
119	и с	6	4
120	при помощи	3	3
121	только не	10	3
122	и есть	16	3
123	никогда не	7	3
124	в них	5	3
125	в смысле	2	3
126	именно в	2	3
127	но это	5	3
128	не будет	3	3
129	же время	3	3
130	кроме того	6	3
131	еще не	2	3
132	и если	2	3
133	мы уже	3	3
134	к тому	4	3
135	например в	2	3
136	в самом	7	3
137	и следовательно	2	3
138	в виду	7	3
139	всяком случае	2	3
140	нет ничего	9	3
141	со стороны	2	3
142	только что	4	3
143	по которому	2	3
144	есть всегда	5	3
145	так в	2	3
146	что есть	4	3
147	и только	6	3
148	т д	23	3
149	той же	3	3
150	все эти	3	3
151	все равно	2	3
152	что у	2	3
153	уже не	5	3
154	самом деле	6	3
155	только от	2	3
156	должны быть	3	3
157	и по	2	3
158	а мы	3	3
159	и на	3	3
160	это есть	8	3
161	в мысли	2	3
162	то в	2	3
163	их в	2	3
164	даже и	7	3
165	с точки	14	3
166	в первом	2	3
167	возможно только	6	3
168	не существует	10	2
169	тому как	4	2
170	можно только	4	2
171	я не	6	2
172	не могут	4	2
173	а что	4	2
174	иное как	6	2
175	из себя	2	2
176	и как	8	2
177	но даже	3	2
178	из нее	2	2
179	и без	3	2
180	тому что	4	2
181	все что	3	2
182	сами по	3	2
183	превращается в	6	2
184	с другой	4	2
185	оно не	6	2
186	из этих	2	2
187	точно так	2	2
188	бы только	2	2
189	и я	3	2
190	вопрос о	5	2
191	есть слово	3	2
192	оно есть	2	2
193	и здесь	2	2
194	у нас	4	2
195	из этого	2	2
196	об этом	6	2
197	мы и	4	2
198	только о	3	2
199	природе как	2	2
200	уже и	3	2
201	явления и	4	2
202	и говорить	2	2
203	есть и	12	2
204	но что	7	2
205	не что	6	2
206	она не	3	2
207	в сущности	10	2
208	в ней	2	2
209	он не	5	2
210	и когда	2	2
211	не значит	3	2
212	не вполне	2	2
213	никто не	2	2
214	так или	2	2
215	и это	4	2
216	если оно	4	2
217	и сами	2	2
218	конечно не	4	2
219	природы и	2	2
220	что она	9	2
221	я вижу	3	2
222	уже по	2	2
223	даже не	6	2
224	и прежде	3	2
225	быть не	2	2
226	и для	2	2
227	же мы	2	2
228	и они	2	2
229	что его	5	2
230	требует чтобы	2	2
231	как мы	2	2
232	из которых	3	2
233	и у	2	2
234	и даже	13	2
235	и притом	5	2
236	друг друга	3	2
237	то значит	3	2
238	и его	5	2
239	или иначе	2	2
240	нас в	2	2
241	в своих	2	2
242	в виде	8	2
243	она и	2	2
244	подобно тому	4	2
245	что иное	6	2
246	и вообще	2	2
247	бы в	2	2
248	от его	2	2
249	ко второму	2	2
250	сама она	2	2
251	таком случае	10	2
252	иметь в	2	2
253	быть и	3	2
254	а если	3	2
255	отлично от	6	2
256	это было	3	2
257	и сама	5	2
258	ни к	3	2
