N	2gram	Vygotskiy__7	Morfolog
1	может быть	7	52
2	таким образом	23	20
3	представляет собой	19	17
4	не может	11	17
5	в этих	2	16
6	могут быть	2	15
7	с этим	2	14
8	и в	26	13
9	в этом	29	13
10	так как	14	12
11	перед нами	2	11
12	мы видим	3	11
13	связи с	4	11
14	прежде всего	7	9
15	этом случае	14	9
16	так и	3	9
17	то же	8	9
18	и не	18	9
19	а не	6	9
20	с другой	4	8
21	а затем	2	8
22	что и	3	8
23	вопрос о	6	7
24	в качестве	5	7
25	но если	2	7
26	все же	6	7
27	это не	3	6
28	не могут	4	6
29	и здесь	2	6
30	в том	18	6
31	но не	3	6
32	а в	2	6
33	во время	2	6
34	не менее	4	5
35	если мы	5	5
36	в ходе	12	5
37	наряду с	2	5
38	во всех	6	5
39	как бы	6	5
40	один из	2	5
41	то что	24	5
42	или в	2	5
43	потому что	16	5
44	мы не	7	5
45	что в	12	4
46	на котором	3	4
47	вовсе не	2	4
48	об этом	3	4
49	что его	2	4
50	тем не	3	4
51	отношению к	5	4
52	случае не	2	4
53	было бы	6	4
54	на его	2	4
55	несмотря на	2	4
56	не только	24	4
57	как в	4	4
58	как мы	14	4
59	так же	14	4
60	по отношению	6	4
61	показать что	4	4
62	как и	15	4
63	тем что	9	4
64	точки зрения	28	4
65	с точки	21	4
66	также и	2	4
67	его в	2	4
68	если в	4	4
69	ничего не	2	4
70	только что	5	3
71	связана с	3	3
72	прежде чем	2	3
73	если бы	5	3
74	в нашем	4	3
75	между собой	6	3
76	с собой	3	3
77	в начале	5	3
78	в какой	6	3
79	том что	17	3
80	но это	3	3
81	что они	10	3
82	в целом	5	3
83	того чтобы	19	3
84	в сущности	9	3
85	во втором	3	3
86	он не	3	3
87	не является	3	3
88	в первом	3	3
89	ни в	2	3
90	но и	11	3
91	целый ряд	4	3
92	входит в	2	3
93	на самом	3	3
94	самом деле	6	3
95	из которых	2	3
96	первом случае	3	3
97	и по	3	3
98	к нему	3	3
99	и для	5	3
100	друг друга	4	3
101	а по	2	3
102	мы можем	3	3
103	и ее	2	3
104	в то	3	3
105	мы должны	6	3
106	если же	2	3
107	но в	4	3
108	с тем	5	2
109	его и	2	2
110	точно так	2	2
111	что эта	6	2
112	состоит в	3	2
113	к этому	2	2
114	что он	8	2
115	в собственном	3	2
116	можно сказать	5	2
117	и к	7	2
118	то в	2	2
119	и при	2	2
120	иначе чем	2	2
121	вывод что	2	2
122	совершается в	3	2
123	только в	8	2
124	нельзя было	2	2
125	в большинстве	2	2
126	то время	2	2
127	момент в	3	2
128	для него	3	2
129	одной стороны	5	2
130	у нее	5	2
131	одной из	4	2
132	мы уже	3	2
133	никто не	2	2
134	но для	2	2
135	при различных	2	2
136	себя и	2	2
137	чем это	5	2
138	из двух	3	2
139	благодаря этому	2	2
140	то как	2	2
141	собственном смысле	3	2
142	вопроса о	2	2
143	и только	4	2
144	с одной	5	2
145	все эти	6	2
146	не означает	3	2
147	перейти к	4	2
148	и что	6	2
149	того что	14	2
150	для того	18	2
151	тем же	5	2
152	не исключает	2	2
153	не имеет	2	2
154	и его	12	2
155	можно было	2	2
156	является в	5	2
157	что мы	9	2
158	о том	4	2
159	что эти	3	2
160	большинстве случаев	2	2
161	сказать что	8	2
162	как это	5	2
163	нашей работы	3	2
164	время как	2	2
