N	2gram	Vygotskiy__5	Myshleni
1	с помощью	2	42
2	и в	30	25
3	в том	27	23
4	том что	21	20
5	что в	24	17
6	так же	13	17
7	таким образом	20	17
8	в основе	7	16
9	с тем	8	16
10	как и	6	15
11	то что	37	15
12	в его	4	15
13	в этом	14	14
14	вместе с	12	14
15	может быть	11	13
16	в целом	5	13
17	между собой	2	13
18	так как	9	12
19	в качестве	2	12
20	могли бы	4	11
21	перед нами	2	10
22	что они	5	10
23	как бы	19	10
24	и не	6	10
25	и что	23	10
26	того что	8	10
27	было бы	5	10
28	что и	3	10
29	только в	5	10
30	мы могли	4	9
31	заключается в	8	9
32	связи с	2	9
33	как в	3	9
34	мы не	3	9
35	ни в	3	9
36	показывает что	3	8
37	того чтобы	20	8
38	не является	2	8
39	тем что	6	8
40	как мы	5	8
41	уже в	6	7
42	является то	2	7
43	все эти	2	7
44	что мы	11	7
45	как это	7	7
46	по себе	7	7
47	для того	20	7
48	мы можем	7	7
49	самого начала	3	6
50	с другой	9	6
51	с самого	3	6
52	не в	8	6
53	же как	2	6
54	один из	5	6
55	не может	9	6
56	и на	3	6
57	потому что	23	6
58	мы должны	3	6
59	что он	17	6
60	в отношении	2	6
61	в силу	3	6
62	зависимости от	7	6
63	но не	7	6
64	того же	2	6
65	не только	16	6
66	все же	7	6
67	в отличие	2	6
68	точки зрения	7	6
69	все это	2	6
70	можно было	3	6
71	отличие от	2	6
72	так и	3	5
73	именно в	6	5
74	что это	8	5
75	которую мы	2	5
76	и как	7	5
77	для него	3	5
78	одной стороны	12	5
79	при этом	8	5
80	друг с	3	5
81	что она	6	5
82	с одной	12	5
83	отношения между	2	5
84	если бы	11	5
85	в зависимости	6	5
86	тот факт	4	5
87	слов и	2	5
88	мы уже	6	5
89	и к	4	5
90	о том	10	5
91	как говорит	4	5
92	из которых	4	5
93	могут быть	8	5
94	в этой	5	5
95	и другое	2	5
96	факт что	6	5
97	с другом	3	5
98	в основу	4	4
99	не могут	3	4
100	в частности	4	4
101	никогда не	9	4
102	в своем	6	4
103	из этих	3	4
104	прежде всего	4	4
105	на то	17	4
106	к тому	8	4
107	мы знаем	2	4
108	что с	6	4
109	мог бы	2	4
110	к которым	2	4
111	время как	2	4
112	из них	2	4
113	но и	6	4
114	от того	4	4
115	а в	4	4
116	сказать что	9	4
117	говорит он	2	4
118	с мы	2	4
119	в то	2	4
120	мы имеем	8	4
121	показали что	2	4
122	с этим	2	4
123	и все	4	4
124	что оно	6	4
125	и того	2	4
126	совпадают с	2	4
127	одного и	2	4
128	еще не	5	4
129	мы увидим	9	4
130	мы говорили	4	4
131	он не	3	4
132	по сравнению	4	4
133	приводит к	2	4
134	связь между	2	4
135	тем же	3	4
136	той же	3	4
137	это значит	2	4
138	и это	8	4
139	там где	4	4
140	ни один	2	4
141	оба эти	2	3
142	с этой	2	3
143	что эти	2	3
144	в себя	2	3
145	в свою	3	3
146	на этом	6	3
147	обе эти	2	3
148	когда в	2	3
149	в самом	14	3
150	имеет место	3	3
151	не можем	4	3
152	в него	4	3
153	в котором	2	3
154	с несомненностью	2	3
155	на том	2	3
156	другой стороны	5	3
157	отличается от	2	3
158	по отношению	2	3
159	но только	3	3
160	в которых	2	3
161	этом отношении	3	3
162	в результате	4	3
163	во всем	2	3
164	как он	2	3
165	как она	4	3
166	по этому	5	3
167	сравнению с	4	3
168	не как	3	3
169	состоит в	3	3
170	к этому	3	3
171	мы видим	8	3
172	или иной	2	3
173	показало что	2	3
174	бы сказать	2	3
175	же точно	6	3
176	сами по	2	3
177	не есть	4	3
178	дело с	5	3
179	а с	5	3
180	когда он	5	3
181	если мы	16	3
182	между ними	2	3
183	этот вопрос	4	3
184	является в	2	3
185	не могли	4	3
186	на деле	8	3
187	того как	2	3
188	то же	7	2
189	все время	20	2
190	одним и	3	2
191	в этих	3	2
192	тому что	8	2
193	мы называем	2	2
194	первый план	3	2
195	одной и	2	2
196	для нас	3	2
197	так что	3	2
198	всякий раз	2	2
199	но все	2	2
200	в нашей	2	2
201	и той	2	2
202	как они	2	2
203	той или	2	2
204	в нем	7	2
205	с той	2	2
206	заключает в	4	2
207	для этого	9	2
208	и только	3	2
209	имеет дело	4	2
210	в совершенно	6	2
211	которых мы	4	2
212	совершенно ясно	7	2
213	должно быть	2	2
214	и другими	2	2
215	как на	11	2
216	в своих	5	2
217	от одного	2	2
218	на его	3	2
219	и здесь	6	2
220	бы в	5	2
221	что по	2	2
222	говорили выше	2	2
223	с его	2	2
224	находит свое	2	2
225	само по	2	2
226	в них	4	2
227	к другому	2	2
228	в одном	2	2
229	образом что	3	2
230	этом смысле	2	2
231	ясно что	6	2
232	и заключается	4	2
233	на первый	2	2
234	об этом	3	2
235	же в	2	2
236	которых он	2	2
237	в таком	3	2
238	одна из	3	2
239	о котором	6	2
240	очень легко	3	2
241	указывает на	4	2
242	тот же	3	2
243	стороны он	2	2
244	с теми	3	2
245	и потому	5	2
246	еще в	2	2
247	именно это	4	2
248	в своей	4	2
249	мы никогда	2	2
250	находится в	2	2
251	только что	4	2
252	внимание на	4	2
253	в течение	2	2
254	из того	3	2
255	и эта	2	2
256	на этот	3	2
257	едва ли	2	2
258	и для	6	2
259	речь в	2	2
260	и его	6	2
261	или в	6	2
262	и то	9	2
263	это противоречие	4	2
264	на которых	2	2
265	в каком	3	2
266	в себе	5	2
267	внутреннее противоречие	2	2
268	а как	2	2
