N	2gram	Potebnia_M_4	Psycholo
1	то что	29	37
2	и в	23	30
3	в том	23	27
4	что в	17	24
5	и что	7	23
6	потому что	33	23
7	том что	12	21
8	для того	6	20
9	таким образом	24	20
10	того чтобы	4	20
11	как бы	5	19
12	что он	4	17
13	на то	7	17
14	если мы	2	16
15	и мы	5	16
16	не только	10	16
17	в самом	3	14
18	в этом	23	14
19	так же	4	13
20	в нас	3	13
21	то есть	34	13
22	в сущности	2	12
23	вместе с	6	12
24	если бы	13	11
25	может быть	26	11
26	что мы	10	11
27	о том	8	10
28	никогда не	3	9
29	с другой	2	9
30	и когда	2	9
31	не может	11	9
32	и то	5	9
33	сказать что	8	9
34	так как	14	9
35	с тем	7	8
36	что это	7	8
37	тому что	2	8
38	мы имеем	4	8
39	к тому	3	8
40	не в	11	8
41	а не	12	8
42	при этом	15	8
43	того что	14	8
44	самом деле	3	8
45	мы видим	2	8
46	могут быть	7	8
47	и это	2	8
48	на деле	2	8
49	по себе	11	7
50	в нем	7	7
51	и как	2	7
52	мы можем	10	7
53	и т	7	7
54	то же	14	7
55	точки зрения	4	7
56	уже в	5	6
57	в своем	8	6
58	что она	2	6
59	именно в	3	6
60	как и	14	6
61	что если	6	6
62	и если	3	6
63	в искусстве	3	6
64	и тем	4	6
65	и для	2	6
66	но и	11	6
67	что все	4	6
68	и не	18	6
69	и его	2	6
70	и здесь	2	6
71	тем что	10	6
72	мы уже	3	6
73	когда мы	6	6
74	с и	2	5
75	только не	3	5
76	и есть	3	5
77	как мы	2	5
78	и потому	10	5
79	еще не	3	5
80	до сих	4	5
81	было бы	8	5
82	один из	2	5
83	сих пор	4	5
84	художественное произведение	2	5
85	в двух	2	5
86	именно на	2	5
87	в своих	2	5
88	в себе	14	5
89	но в	8	5
90	только в	15	5
91	же самое	4	5
92	бы в	2	5
93	от него	2	4
94	и все	4	4
95	этот вопрос	3	4
96	мы могли	2	4
97	то это	8	4
98	у нас	2	4
99	есть не	4	4
100	указывает на	2	4
101	и к	6	4
102	мысль о	6	4
103	от того	4	4
104	в ней	2	4
105	в его	5	4
106	заключает в	8	4
107	в них	3	4
108	не есть	9	4
109	только на	4	4
110	только что	3	4
111	внимание на	5	4
112	а в	5	4
113	там где	3	4
114	из которых	2	4
115	как ни	2	4
116	как она	2	4
117	могли бы	4	4
118	в виду	3	4
119	не можем	5	4
120	не существует	2	3
121	не могут	2	3
122	что у	3	3
123	в состоянии	2	3
124	хотя бы	4	3
125	это не	7	3
126	не как	2	3
127	из этих	2	3
128	состоит в	2	3
129	чем больше	2	3
130	вовсе не	7	3
131	вопрос о	2	3
132	самого начала	2	3
133	что на	2	3
134	для нас	14	3
135	об этом	2	3
136	так что	5	3
137	это есть	3	3
138	в свою	2	3
139	для него	5	3
140	тот же	2	3
141	образом что	2	3
142	он не	2	3
143	в ее	2	3
144	что и	7	3
145	на его	3	3
146	данном случае	2	3
147	так и	6	3
148	со стороны	3	3
149	как в	7	3
150	есть нечто	5	3
151	так в	3	3
152	и только	3	3
153	т д	3	3
154	по поводу	4	3
155	в той	4	3
156	и о	4	3
157	на этот	2	3
158	в таком	4	3
159	с которым	2	3
160	той же	3	3
161	мы не	8	3
162	можно было	2	3
163	человека в	2	3
164	в силу	7	3
165	сам по	4	3
166	и на	3	3
167	в каком	4	3
168	в данном	4	3
169	т п	4	3
170	мы должны	2	3
171	в этих	3	3
172	иметь в	2	3
173	в которой	6	3
174	образом мы	3	3
175	что от	2	2
176	связи с	3	2
177	к которым	3	2
178	что между	3	2
179	связи которая	2	2
180	представить себе	2	2
181	давно уже	3	2
182	нечто такое	2	2
183	отношения между	2	2
184	с этим	7	2
185	в одном	4	2
186	в каждом	3	2
187	что эти	3	2
188	а как	2	2
189	есть то	4	2
190	не что	2	2
191	можно сказать	4	2
192	этом случае	5	2
193	и при	2	2
194	есть одна	2	2
195	каким образом	2	2
196	предположить что	4	2
197	чем в	2	2
198	очевидно что	7	2
199	что по	2	2
200	со своим	4	2
201	и та	4	2
202	обратить внимание	2	2
203	на том	2	2
204	и следовательно	3	2
205	эту мысль	2	2
206	в котором	4	2
207	сами по	2	2
208	пор пока	2	2
209	тех пор	6	2
210	но мы	2	2
211	не с	2	2
212	иное как	2	2
213	быть и	2	2
214	до тех	6	2
215	и до	3	2
216	в нее	3	2
217	нам кажется	2	2
218	мы хотим	2	2
219	находится в	5	2
220	все это	5	2
221	по отношению	10	2
222	что есть	3	2
223	и таким	3	2
224	того как	6	2
225	в течение	2	2
226	говорится о	2	2
227	все равно	3	2
228	и хотя	3	2
229	и другое	2	2
230	с точки	3	2
231	и даже	2	2
232	между ними	4	2
233	есть только	5	2
234	должно быть	5	2
235	в глазах	2	2
236	в которых	3	2
237	никогда еще	2	2
238	от одного	3	2
239	и с	4	2
240	и так	3	2
241	в нашем	2	2
242	само по	5	2
243	даже и	3	2
244	что иное	2	2
245	в то	4	2
246	что даже	2	2
247	ту же	3	2
248	если же	4	2
249	том и	2	2
250	все эти	3	2
251	из этого	2	2
252	только о	2	2
253	связь между	3	2
254	на самом	3	2
