N	2gram	Tiupa_Lite_3	Problema
1	и в	16	30
2	в своей	7	22
3	то есть	5	21
4	то что	12	18
5	не только	14	18
6	том что	8	17
7	в этом	14	17
8	в стихотворении	6	14
9	и даже	2	14
10	но и	14	13
11	потому что	3	13
12	в том	12	12
13	в его	6	12
14	и не	22	12
15	а именно	5	12
16	о том	6	12
17	точки зрения	7	10
18	в этой	8	10
19	все же	2	9
20	но в	3	9
21	только в	7	9
22	в конце	2	8
23	художественного творчества	2	8
24	хотя и	4	8
25	с точки	3	8
26	никогда не	4	7
27	что он	5	7
28	у нас	2	7
29	как и	5	7
30	связи с	2	7
31	но не	4	7
32	может быть	12	7
33	вместе с	5	7
34	так и	9	7
35	не в	10	7
36	здесь не	2	7
37	с другой	6	6
38	прежде всего	3	6
39	можно сказать	2	6
40	уже не	3	6
41	и как	3	6
42	несмотря на	2	6
43	и для	4	6
44	как бы	8	6
45	в нем	2	6
46	что и	2	6
47	другой стороны	2	6
48	а в	5	6
49	и его	6	6
50	и на	2	6
51	его в	2	6
52	не менее	2	5
53	что в	2	5
54	что у	2	5
55	так же	2	5
56	художественное творчество	2	5
57	в самом	3	5
58	еще в	3	5
59	для себя	2	5
60	не может	8	5
61	в году	5	5
62	а не	12	5
63	он и	2	5
64	как раз	2	5
65	и с	2	5
66	если не	2	4
67	еще и	2	4
68	в частности	11	4
69	отнюдь не	3	4
70	жизни в	4	4
71	как о	2	4
72	все еще	3	4
73	при этом	15	4
74	того же	2	4
75	было бы	2	4
76	и сам	2	4
77	в качестве	5	4
78	свободы и	2	4
79	и к	3	4
80	в себе	6	4
81	в то	9	4
82	далеко не	2	4
83	едва ли	3	4
84	в противоположность	2	3
85	все время	3	3
86	именно в	5	3
87	однако в	4	3
88	не всегда	2	3
89	же в	2	3
90	в ее	5	3
91	в начале	4	3
92	знает что	2	3
93	как будто	4	3
94	еще не	6	3
95	одной стороны	4	3
96	для того	2	3
97	а также	4	3
98	и тем	3	3
99	с одной	4	3
100	того что	9	3
101	внимание на	2	3
102	быть только	2	3
103	он в	2	3
104	в другом	6	3
105	в одном	4	3
106	мира в	3	3
107	только для	3	2
108	по мысли	6	2
109	я не	2	2
110	том числе	3	2
111	как в	5	2
112	это не	5	2
113	во втором	2	2
114	с этой	2	2
115	один из	2	2
116	к этому	2	2
117	по себе	2	2
118	со всей	2	2
119	на то	2	2
120	к тому	6	2
121	то же	9	2
122	как мы	2	2
123	раз в	2	2
124	по существу	4	2
125	мы и	2	2
126	него не	2	2
127	в свою	2	2
128	со всеми	2	2
129	жизни и	3	2
130	в данном	4	2
131	что не	2	2
132	на его	3	2
133	такого рода	10	2
134	вслед за	3	2
135	отношению к	4	2
136	но уже	3	2
137	бы то	2	2
138	он все	2	2
139	из них	4	2
140	в первой	2	2
141	когда он	2	2
142	ее в	2	2
143	данном случае	4	2
144	но еще	2	2
145	и тогда	2	2
146	отношение к	2	2
147	по отношению	4	2
148	и только	2	2
149	то ни	2	2
150	человеческого духа	3	2
151	здесь как	2	2
152	самом деле	3	2
153	того чтобы	2	2
154	между тем	3	2
155	тем что	2	2
156	на свое	2	2
157	по своей	3	2
158	мира и	2	2
159	в области	3	2
