N	2gram	Vygotskiy__3	Problemy
1	и в	38	35
2	как бы	14	31
3	и не	10	27
4	что он	11	24
5	в его	5	21
6	но в	3	19
7	не может	7	18
8	к себе	2	18
9	как и	8	18
10	в нем	4	16
11	то есть	15	16
12	то же	10	15
13	и все	10	15
14	но и	5	14
15	для него	2	14
16	может быть	19	14
17	все это	3	14
18	в сущности	10	14
19	и его	6	14
20	в этом	13	14
21	он не	6	13
22	и к	3	12
23	в другом	5	12
24	в то	3	11
25	а я	3	10
26	не в	12	10
27	самом деле	21	10
28	не только	12	10
29	то что	35	10
30	на самом	2	9
31	я не	5	8
32	самого начала	6	8
33	с самого	6	8
34	о мире	2	8
35	потому что	14	8
36	мы уже	7	8
37	все же	8	8
38	как мы	7	8
39	и для	4	8
40	так же	2	7
41	а в	7	7
42	и наконец	2	7
43	точки зрения	16	7
44	с ним	2	7
45	вовсе не	8	7
46	что же	2	7
47	в виде	2	7
48	там где	6	7
49	таким образом	12	7
50	что в	20	6
51	к тому	6	6
52	но это	3	6
53	что они	4	6
54	и что	18	6
55	в самом	25	6
56	что у	7	6
57	и на	6	6
58	в одном	8	6
59	в плане	3	6
60	только в	4	6
61	в конце	2	5
62	в том	25	5
63	так что	8	5
64	в глаза	2	5
65	уже говорили	3	5
66	как к	2	5
67	и даже	4	5
68	этого слова	2	5
69	к самому	2	5
70	как в	4	5
71	к своему	2	5
72	и то	8	5
73	в себе	4	5
74	и это	8	5
75	все время	30	4
76	никогда не	4	4
77	друг другу	2	4
78	с другой	7	4
79	та же	3	4
80	в такой	3	4
81	до конца	2	4
82	всяком случае	2	4
83	он хочет	2	4
84	и вот	2	4
85	где он	3	4
86	между тем	7	4
87	говорит он	2	4
88	но он	2	4
89	в эту	2	4
90	но как	2	4
91	его в	3	4
92	так как	6	4
93	бы в	3	4
94	у него	4	4
95	как раз	8	4
96	в них	3	4
97	по своему	4	4
98	тот же	3	4
99	в своей	5	4
100	в той	5	4
101	а не	7	4
102	что не	3	4
103	во всяком	2	4
104	тем что	3	4
105	он в	2	4
106	как будто	4	4
107	что это	10	4
108	его к	2	3
109	такой же	2	3
110	совсем не	3	3
111	в общем	2	3
112	как ты	2	3
113	в виду	4	3
114	с ее	2	3
115	в целом	4	3
116	из них	6	3
117	другой стороны	5	3
118	в одной	2	3
119	все эти	4	3
120	но только	8	3
121	не мог	4	3
122	того что	4	3
123	сказать что	4	3
124	и во	2	3
125	рассказ в	3	3
126	себя как	2	3
127	в котором	6	3
128	с тем	8	3
129	эти слова	2	3
130	с этим	8	3
131	в ее	7	3
132	том что	14	3
133	к концу	3	3
134	одно и	3	3
135	слов и	2	3
136	было бы	12	3
137	со всеми	2	3
138	во всех	4	3
139	не могу	2	3
140	что и	4	3
141	когда он	4	3
142	всего этого	2	3
143	только что	2	3
144	а с	2	3
145	уже не	2	3
146	ничего не	2	3
147	так сказать	5	2
148	места в	2	2
149	в этих	2	2
150	тому что	6	2
151	для этого	2	2
152	столь же	2	2
153	с этой	2	2
154	он все	2	2
155	что все	3	2
156	как все	2	2
157	на всю	2	2
158	ни в	3	2
159	что его	2	2
160	такое же	3	2
161	на этом	5	2
162	но что	2	2
163	что с	4	2
164	она в	3	2
165	при этом	4	2
166	например в	2	2
167	уже как	2	2
168	совпадает с	2	2
169	время как	4	2
170	можем сказать	2	2
171	мы видели	6	2
172	в своем	5	2
173	что оно	2	2
174	не просто	2	2
175	и по	2	2
176	есть только	2	2
177	материалом для	2	2
178	увидим что	9	2
179	в которых	6	2
180	их в	2	2
181	в ней	15	2
182	к ней	2	2
183	что даже	2	2
184	что сам	2	2
185	о том	6	2
186	всех этих	2	2
187	и та	2	2
188	смысле этого	2	2
189	до крайности	4	2
190	лежит в	2	2
191	на тему	3	2
192	надо было	2	2
193	конечно в	3	2
194	раз в	4	2
195	очень часто	2	2
196	здесь в	2	2
197	ли это	2	2
198	когда она	3	2
199	мы увидим	12	2
200	конечно не	4	2
201	мы говорили	3	2
202	и этот	3	2
203	что рассказ	2	2
204	благодаря этому	2	2
205	вместе с	5	2
206	говорит о	2	2
207	показать что	7	2
208	бы не	3	2
209	в речи	3	2
210	и как	8	2
211	хотя бы	2	2
212	с точки	9	2
213	в которой	5	2
214	той же	2	2
215	или в	5	2
216	мы можем	7	2
217	из этого	8	2
218	этими двумя	2	2
