N	2gram	Vinokur_Ku_3	Problemy
1	и не	10	31
2	и в	23	29
3	в его	11	24
4	может быть	14	24
5	а не	11	22
6	в этом	16	22
7	т е	32	21
8	как бы	5	19
9	точки зрения	23	19
10	не только	17	15
11	то что	4	15
12	не как	2	14
13	но и	3	14
14	то же	6	14
15	в пределах	2	13
16	уже не	8	13
17	с точки	16	13
18	как и	5	12
19	точка зрения	4	12
20	не может	6	12
21	таким образом	9	12
22	в одном	2	10
23	в самом	13	10
24	в то	3	10
25	только в	6	10
26	там где	3	10
27	это не	3	9
28	все же	5	9
29	но не	3	9
30	все эти	7	9
31	если бы	8	9
32	в своем	4	8
33	по себе	6	8
34	что он	6	8
35	что в	13	8
36	отношению к	2	8
37	в своей	4	8
38	по отношению	3	8
39	потому что	12	8
40	в том	22	8
41	прежде всего	9	7
42	вовсе не	5	7
43	том что	11	7
44	не в	5	7
45	она не	3	7
46	за пределы	2	7
47	зрения на	3	7
48	так и	6	7
49	и как	2	7
50	а в	5	7
51	с другими	2	7
52	но в	2	7
53	все это	2	6
54	точку зрения	2	6
55	не могут	5	6
56	в целом	4	6
57	был бы	3	6
58	что она	5	6
59	как в	4	6
60	как раз	4	6
61	самом деле	14	6
62	так же	2	6
63	могут быть	6	6
64	его в	2	6
65	так как	9	6
66	должна быть	3	5
67	именно в	3	5
68	было бы	16	5
69	но все	2	5
70	зависимости от	8	5
71	еще не	9	5
72	это и	3	5
73	в сущности	4	5
74	и о	4	5
75	он не	3	5
76	в зависимости	7	5
77	мысли и	2	5
78	той же	3	5
79	на самом	3	5
80	во всяком	2	5
81	между тем	4	5
82	ничего не	6	5
83	в результате	3	4
84	были бы	4	4
85	раз и	2	4
86	бы и	3	4
87	что и	6	4
88	но это	5	4
89	и с	3	4
90	не значит	5	4
91	в процессе	3	4
92	от того	5	4
93	в свете	2	4
94	и т	54	4
95	не было	4	4
96	тем что	5	4
97	как же	3	4
98	как мы	5	4
99	они не	3	4
100	должно быть	7	4
101	так сказать	2	4
102	что же	5	4
103	как слово	2	3
104	уже в	3	3
105	я не	5	3
106	дано в	2	3
107	с другой	7	3
108	на материале	2	3
109	точек зрения	2	3
110	ни в	3	3
111	по существу	3	3
112	не дает	2	3
113	кроме того	2	3
114	и пр	3	3
115	только то	3	3
116	на него	3	3
117	в их	6	3
118	другой стороны	3	3
119	тому что	4	3
120	как на	8	3
121	т п	41	3
122	отличается от	2	3
123	тому как	2	3
124	и здесь	2	3
125	сказать что	7	3
126	он в	2	3
127	как к	2	3
128	но как	3	3
129	не знает	2	3
130	мы должны	3	3
131	далеко не	5	3
132	если же	2	3
133	а лишь	3	2
134	на вопрос	3	2
135	связи с	6	2
136	бы уже	2	2
137	однако в	2	2
138	хотя бы	9	2
139	с этой	3	2
140	те же	7	2
141	вопрос о	11	2
142	в условиях	2	2
143	и к	3	2
144	не есть	3	2
145	п все	2	2
146	не потому	3	2
147	чем в	2	2
148	при этом	6	2
149	на западе	2	2
150	на себя	2	2
151	тот же	6	2
152	только как	4	2
153	о слове	5	2
154	конечно не	2	2
155	никак не	2	2
156	не о	2	2
157	композиционные приемы	2	2
158	как таковой	2	2
159	все те	2	2
160	до сих	8	2
161	в котором	2	2
162	один из	4	2
163	отношение к	3	2
164	ни одного	2	2
165	сих пор	8	2
166	данном случае	4	2
167	в отношении	3	2
168	то и	2	2
169	а потому	2	2
170	слово в	3	2
171	в той	4	2
172	и что	7	2
173	именно на	2	2
174	на этот	2	2
175	к другому	2	2
176	можно было	11	2
177	в данном	7	2
178	этот вопрос	3	2
179	то он	3	2
180	в которых	3	2
181	в ней	3	2
182	как например	2	2
183	и есть	5	2
184	в структуре	3	2
185	в россии	2	2
186	е в	2	2
187	по преимуществу	3	2
