N	2gram	Propp_Isto_2	Dialekti
1	и не	11	30
2	т е	29	25
3	и т	19	21
4	т д	18	19
5	и в	15	18
6	ничего не	7	17
7	может быть	17	17
8	в нем	7	16
9	и есть	5	16
10	ни в	2	15
11	так что	6	15
12	а не	5	14
13	потому что	9	14
14	что в	12	13
15	то что	12	13
16	не только	18	13
17	было бы	5	12
18	в мифе	2	12
19	и что	6	12
20	в этом	11	12
21	не может	5	12
22	что это	6	11
23	что он	24	11
24	как бы	6	11
25	все это	3	11
26	в себе	4	11
27	так как	14	11
28	прежде всего	5	10
29	то же	10	10
30	сказать что	2	10
31	никогда не	15	9
32	это не	2	9
33	в том	6	9
34	так и	5	9
35	том что	7	9
36	и то	2	9
37	но это	4	8
38	к нему	5	8
39	не просто	2	7
40	но и	14	7
41	что она	5	7
42	как она	4	7
43	с другой	2	6
44	да и	2	6
45	хотя бы	2	6
46	она не	5	6
47	не было	2	6
48	не в	7	6
49	его не	2	6
50	но в	6	6
51	я не	2	5
52	в этих	11	5
53	на то	3	5
54	есть и	2	5
55	и пр	7	5
56	а потом	4	5
57	но если	3	5
58	все же	9	5
59	в особенности	2	5
60	а в	12	5
61	можно было	5	5
62	и с	4	5
63	мы должны	4	5
64	в виду	2	5
65	нисколько не	2	4
66	и более	2	4
67	к тому	5	4
68	что эта	2	4
69	об этом	11	4
70	мы видим	8	4
71	но не	2	4
72	в котором	5	4
73	то это	6	4
74	так же	13	4
75	другой стороны	2	4
76	мы можем	8	4
77	к ней	2	4
78	о том	3	4
79	как он	3	4
80	как это	3	4
81	нет еще	2	3
82	всех этих	3	3
83	что и	6	3
84	чтобы понять	2	3
85	что они	10	3
86	говорит что	3	3
87	и из	2	3
88	он не	8	3
89	только с	2	3
90	в его	6	3
91	один из	8	3
92	в их	3	3
93	в разных	2	3
94	но все	5	3
95	но с	2	3
96	на самом	2	3
97	самом деле	2	3
98	очень много	8	3
99	в ней	4	3
100	могут быть	2	3
101	только в	6	3
102	иметь в	2	3
103	но они	4	2
104	того что	3	2
105	они были	2	2
106	же как	5	2
107	по мере	3	2
108	именно в	2	2
109	не знает	2	2
110	в качестве	3	2
111	как в	5	2
112	из этих	3	2
113	точно так	6	2
114	сказал что	2	2
115	с другими	2	2
116	много но	2	2
117	вопрос о	4	2
118	говорят о	2	2
119	тот кто	2	2
120	что под	2	2
121	как и	2	2
122	такой же	2	2
123	является не	2	2
124	что здесь	4	2
125	тому же	2	2
126	здесь в	2	2
127	до сих	6	2
128	еще не	9	2
129	одной стороны	3	2
130	и может	2	2
131	мы увидим	8	2
132	но есть	2	2
133	зрения так	2	2
134	это за	2	2
135	же можно	3	2
136	в него	2	2
137	мог бы	3	2
138	другими словами	4	2
139	из них	2	2
140	или его	2	2
141	и их	2	2
142	дело не	4	2
143	сих пор	7	2
144	с этим	5	2
145	а с	2	2
146	с одной	4	2
147	все эти	4	2
148	мы имеем	15	2
149	д но	2	2
150	и для	2	2
151	д и	2	2
152	из видов	2	2
153	с ними	2	2
154	или на	4	2
155	то мы	2	2
156	и так	2	2
157	же и	3	2
158	он и	3	2
159	в которых	2	2
160	в другом	9	2
161	могла бы	2	2
162	можно найти	5	2
163	и это	3	2
164	самый факт	2	2
165	то не	2	2
166	заметить что	2	2
167	если это	3	2
