N	2gram	Vygotskiy__4	Istorich
1	что он	6	24
2	не только	15	18
3	может быть	12	17
4	никогда не	5	15
5	и в	20	15
6	мы имеем	2	15
7	но и	9	14
8	так как	10	14
9	так же	11	13
10	что в	19	12
11	а в	2	12
12	то что	15	12
13	в этих	3	11
14	и не	8	11
15	в этом	24	11
16	что они	14	10
17	его в	6	10
18	то же	16	10
19	с тем	6	9
20	еще не	2	9
21	все же	5	9
22	и здесь	2	9
23	потому что	12	9
24	связи с	3	8
25	один из	3	8
26	мы видим	10	8
27	мы можем	5	8
28	том что	35	7
29	в нем	2	7
30	вместе с	8	7
31	таким образом	25	7
32	не в	4	7
33	связана с	2	6
34	точно так	3	6
35	так что	3	6
36	мы уже	5	6
37	что это	2	6
38	наряду с	3	6
39	в его	11	6
40	как бы	7	6
41	что и	9	6
42	и что	8	6
43	в том	42	6
44	только в	10	6
45	но в	3	6
46	с этим	5	5
47	прежде всего	2	5
48	этом случае	3	5
49	к тому	6	5
50	видим что	2	5
51	как в	5	5
52	было бы	8	5
53	же как	6	5
54	так и	5	5
55	что при	2	5
56	не может	6	5
57	в связи	3	5
58	а не	7	5
59	к нему	2	5
60	можно было	6	5
61	представляет собой	3	5
62	к которому	3	5
63	с одной	9	4
64	и другие	9	4
65	в другой	2	4
66	а потом	2	4
67	но они	2	4
68	показывает что	2	4
69	очень часто	2	4
70	у него	2	4
71	для нас	4	4
72	в этой	3	4
73	при этом	12	4
74	одной из	3	4
75	в ней	2	4
76	что эти	2	4
77	другими словами	2	4
78	того как	2	4
79	они не	2	4
80	и с	4	4
81	тем что	7	4
82	и на	6	4
83	в себе	10	4
84	что здесь	2	4
85	мы должны	11	4
86	все эти	5	4
87	видели что	2	3
88	в качестве	21	3
89	и его	5	3
90	из этих	2	3
91	на то	5	3
92	как это	9	3
93	одной стороны	9	3
94	говорит что	3	3
95	привести к	2	3
96	не совсем	2	3
97	по мере	4	3
98	о том	5	3
99	а другой	2	3
100	ребенка в	4	3
101	когда он	3	3
102	установить что	2	3
103	в их	12	3
104	того что	10	3
105	увидим что	5	3
106	роль в	4	3
107	раньше чем	5	3
108	тому как	2	3
109	что этот	2	3
110	подобно тому	2	3
111	что мы	7	3
112	как он	4	3
113	и это	2	3
114	здесь мы	2	3
115	уже в	6	2
116	и более	7	2
117	могут быть	7	2
118	смысле этого	7	2
119	на котором	2	2
120	перед нами	5	2
121	с другой	12	2
122	мы могли	9	2
123	это не	5	2
124	не знает	2	2
125	нисколько не	2	2
126	ни в	3	2
127	а затем	2	2
128	именно в	3	2
129	по существу	3	2
130	как и	9	2
131	мы видели	6	2
132	в силу	6	2
133	такой же	2	2
134	является не	4	2
135	совершается в	2	2
136	но не	3	2
137	он видит	2	2
138	в нашей	2	2
139	того чтобы	7	2
140	мы в	2	2
141	на его	3	2
142	и для	4	2
143	на один	4	2
144	в сущности	4	2
145	не соответствует	2	2
146	и когда	3	2
147	а также	2	2
148	обратимся к	4	2
149	момент когда	2	2
150	из них	4	2
151	приводит к	3	2
152	очень рано	2	2
153	и только	4	2
154	он имеет	2	2
155	другой стороны	9	2
156	той же	6	2
157	а с	2	2
158	ключ к	4	2
159	не просто	2	2
160	когда мы	2	2
161	представления и	2	2
162	самом деле	7	2
163	тем самым	7	2
164	ребенка и	9	2
165	и то	10	2
166	сказать что	6	2
167	состоит в	4	2
168	слова в	9	2
169	что эта	3	2
170	здесь не	2	2
171	их в	2	2
172	в которой	3	2
173	в него	2	2
174	тому же	6	2
175	в виду	3	2
176	из него	2	2
