N	2gram	Potebnia_M_4	RusskieA
1	и в	23	36
2	не только	10	22
3	что в	17	19
4	том что	12	19
5	в том	23	17
6	но и	11	16
7	так как	14	15
8	во время	2	14
9	в этом	23	12
10	в других	2	11
11	это не	7	10
12	как мы	2	10
13	как и	14	10
14	и т	7	10
15	вместе с	6	10
16	и на	3	10
17	потому что	33	10
18	об этом	2	9
19	т д	3	9
20	а в	5	9
21	с тем	7	8
22	состоит в	2	8
23	у нас	2	8
24	может быть	26	8
25	один из	2	8
26	и по	3	8
27	о том	8	8
28	что и	7	7
29	так и	6	7
30	и других	3	7
31	между тем	9	7
32	и не	18	6
33	для нас	14	6
34	при этом	15	6
35	в них	3	6
36	уже не	3	6
37	таким образом	24	6
38	мы не	8	6
39	все это	5	6
40	не имеет	5	6
41	в виде	2	6
42	то что	29	6
43	видно что	4	6
44	этом случае	5	5
45	как бы	5	5
46	в течение	2	5
47	и у	2	5
48	во многих	2	5
49	с ними	3	5
50	в которых	3	5
51	как в	7	5
52	там же	3	5
53	того как	6	5
54	тому что	2	4
55	из этих	2	4
56	в первый	2	4
57	к тому	3	4
58	что на	2	4
59	еще не	3	4
60	связи с	3	4
61	и др	2	4
62	и их	3	4
63	так в	3	4
64	не может	11	4
65	мы имеем	4	4
66	и что	7	4
67	того что	14	4
68	но это	3	4
69	тем что	10	4
70	только в	15	4
71	что по	2	4
72	слова в	3	3
73	не менее	5	3
74	что это	7	3
75	в этих	3	3
76	в своем	8	3
77	таким же	5	3
78	в одном	4	3
79	думать что	4	3
80	в свою	2	3
81	и к	6	3
82	тем не	4	3
83	не можем	5	3
84	в это	2	3
85	только на	4	3
86	к ним	2	3
87	не с	2	3
88	и из	3	3
89	в разных	3	3
90	то же	14	3
91	с точки	3	3
92	на этот	2	3
93	так же	4	3
94	их в	3	3
95	точки зрения	4	3
96	то есть	34	3
97	этого слова	7	3
98	народной поэзии	7	3
99	в области	2	3
100	которые не	2	3
101	что от	2	2
102	и многие	2	2
103	не было	12	2
104	и более	4	2
105	до того	3	2
106	независимо от	6	2
107	могут быть	7	2
108	переход от	3	2
109	но даже	2	2
110	в нашем	2	2
111	но тем	2	2
112	что у	3	2
113	только для	2	2
114	с этим	7	2
115	и потому	10	2
116	в каждом	3	2
117	в образе	2	2
118	значение и	2	2
119	его к	2	2
120	в различных	2	2
121	в нем	7	2
122	не что	2	2
123	судить по	2	2
124	в старину	2	2
125	такое же	2	2
126	так что	5	2
127	и как	2	2
128	представления и	3	2
129	мы видим	2	2
130	в силу	7	2
131	говорится о	2	2
132	предположить что	4	2
133	тем и	6	2
134	быть и	2	2
135	в большинстве	2	2
136	но что	2	2
137	после того	2	2
138	она не	2	2
139	не были	2	2
140	но есть	4	2
141	чем в	2	2
142	например в	3	2
143	к слову	3	2
144	связь между	3	2
145	судить о	2	2
146	том же	2	2
147	в ней	2	2
148	в его	5	2
149	не значит	2	2
150	и с	4	2
151	и другим	3	2
152	и до	3	2
153	судя по	2	2
154	природы и	2	2
155	что она	2	2
156	находится в	5	2
157	тогда как	4	2
158	между прочим	3	2
159	относятся к	2	2
160	все эти	3	2
161	на самом	3	2
162	а мы	3	2
163	а не	12	2
164	и для	2	2
165	с ним	5	2
166	в своих	2	2
167	этот вопрос	3	2
168	мы можем	10	2
169	хотя и	5	2
170	к ней	2	2
171	и здесь	2	2
172	что иное	2	2
173	но в	8	2
174	мы должны	2	2
175	там где	3	2
176	большинстве случаев	2	2
177	в более	2	2
178	иное как	2	2
179	еще до	3	2
