N	2gram	Voloshinov_1	Problema
1	в его	7	43
2	и не	8	42
3	и в	13	38
4	эстетического объекта	5	37
5	эстетический объект	7	37
6	не может	8	27
7	может быть	8	26
8	как бы	6	22
9	по отношению	3	21
10	отношению к	3	19
11	и его	12	16
12	в нем	2	15
13	в этом	2	15
14	прежде всего	9	13
15	только в	6	13
16	за пределы	3	12
17	в искусстве	3	12
18	художественного произведения	5	11
19	и для	3	11
20	в области	2	11
21	в их	3	10
22	таким образом	6	10
23	материала в	4	10
24	в поэзии	5	9
25	но и	3	9
26	не имеет	2	9
27	не только	6	9
28	в том	2	8
29	и др	2	8
30	точки зрения	7	8
31	произведения как	4	8
32	было бы	4	8
33	то что	6	8
34	входит в	2	8
35	художественное произведение	2	8
36	что в	3	7
37	с другой	2	7
38	с помощью	2	7
39	не в	3	7
40	в самом	2	7
41	между тем	2	7
42	как и	3	7
43	в своей	4	7
44	в пределах	3	6
45	и наконец	5	6
46	а в	2	6
47	все же	5	6
48	самом деле	3	6
49	с точки	5	6
50	мы можем	4	6
51	там где	2	6
52	то же	4	5
53	при этом	2	5
54	имеет место	2	5
55	никогда не	3	5
56	все эти	2	5
57	может иметь	2	5
58	в музыке	5	5
59	к единству	3	5
60	в них	2	5
61	так и	3	5
62	не на	2	5
63	а не	2	5
64	могут быть	2	5
65	не менее	2	4
66	материал в	2	4
67	в ней	2	4
68	другой стороны	2	4
69	данном случае	2	4
70	значение материала	2	4
71	от всех	2	4
72	объект и	2	4
73	с ними	2	4
74	в произведении	2	4
75	но в	4	4
76	в ее	3	4
77	как в	2	4
78	хотя бы	5	4
79	в данном	2	4
80	более того	2	4
81	в себе	3	4
82	в тех	2	3
83	да и	3	3
84	одной стороны	2	3
85	несмотря на	2	3
86	только его	2	3
87	не является	4	3
88	и тем	2	3
89	в целом	2	3
90	все это	4	3
91	с одной	2	3
92	и должно	2	3
93	формальный метод	2	3
94	а как	2	3
95	если бы	2	3
96	данного материала	2	3
97	и все	3	3
98	на фоне	4	3
99	и к	2	3
100	поэтического произведения	3	3
101	том что	2	3
102	говорить о	3	3
103	может стать	2	3
104	вопроса о	4	3
105	слова и	2	3
106	материала и	3	2
107	в каждом	4	2
108	смысле слова	2	2
109	и пр	7	2
110	изобразительных искусствах	2	2
111	художественных произведений	2	2
112	в связи	2	2
113	форм и	2	2
114	в словесном	2	2
115	здесь мы	3	2
116	лишь в	4	2
117	языка но	2	2
118	в своих	2	2
119	произведения но	2	2
120	нуждается в	2	2
121	во всем	2	2
122	мы должны	6	2
123	того или	2	2
124	слово в	3	2
125	вовсе не	2	2
126	или иного	2	2
127	есть не	2	2
128	языка как	3	2
129	и при	2	2
130	в двух	4	2
131	и эта	5	2
132	тем что	2	2
133	и ее	2	2
134	в другом	2	2
135	что эта	2	2
136	в чем	2	2
137	при восприятии	2	2
