N	2gram	Tiupa_Lite_2	Myshleni
1	точки зрения	4	26
2	в том	10	24
3	и в	19	23
4	том что	7	21
5	в целом	2	20
6	с точки	3	18
7	то что	7	17
8	в этом	9	17
9	не только	8	16
10	того что	5	15
11	для того	2	15
12	что в	4	14
13	может быть	17	14
14	но и	10	14
15	как и	10	14
16	в его	4	14
17	не может	9	12
18	как бы	2	11
19	представляет собой	2	11
20	с другой	8	10
21	прежде всего	4	10
22	в качестве	5	9
23	одной стороны	6	9
24	не является	2	9
25	другой стороны	4	9
26	и не	11	9
27	и с	3	9
28	вместе с	5	9
29	с одной	7	8
30	и на	6	8
31	в основе	2	8
32	то же	12	8
33	как уже	2	7
34	в этой	3	7
35	по отношению	4	7
36	в то	9	7
37	так как	3	7
38	с тем	2	7
39	что он	3	7
40	отношению к	3	7
41	мы не	4	7
42	в другом	3	7
43	столь же	5	6
44	с этой	2	6
45	же как	2	6
46	потому что	2	6
47	о том	2	6
48	в сущности	3	6
49	мысли и	2	6
50	и его	3	6
51	тем что	4	6
52	в себе	6	6
53	в какой	2	5
54	из того	2	5
55	и как	3	5
56	для этого	2	5
57	не станем	2	5
58	в своих	2	5
59	но в	2	5
60	а затем	2	5
61	и что	2	5
62	он не	5	5
63	слова и	7	5
64	так и	7	5
65	тем самым	3	5
66	и т.д	7	5
67	но не	5	4
68	не в	4	4
69	при этом	6	4
70	не столько	3	4
71	этом отношении	3	4
72	в результате	2	4
73	для всех	5	4
74	в одном	2	4
75	и к	2	4
76	по существу	3	4
77	было бы	2	4
78	для себя	2	4
79	как раз	2	4
80	хотя бы	2	4
81	как на	3	4
82	уже в	2	3
83	я не	5	3
84	в такой	2	3
85	том чтобы	3	3
86	в сфере	4	3
87	в их	3	3
88	то и	3	3
89	и других	4	3
90	вовсе не	2	3
91	как он	2	3
92	такой же	3	3
93	во всех	3	3
94	не могу	2	3
95	все же	2	3
96	а не	20	3
97	из которых	2	3
98	и то	3	3
99	могут быть	2	3
100	в области	4	3
101	ничего не	3	3
102	в противоположность	2	2
103	в частности	4	2
104	никогда не	3	2
105	в нашем	2	2
106	в конце	2	2
107	выше и	2	2
108	на этом	2	2
109	же время	9	2
110	для него	4	2
111	был бы	2	2
112	один из	4	2
113	не с	3	2
114	не к	2	2
115	жизни и	4	2
116	и до	2	2
117	данном случае	3	2
118	той же	2	2
119	сознания в	3	2
120	и наконец	2	2
121	и даже	8	2
122	а в	3	2
123	одно из	2	2
124	как это	2	2
125	речь идет	3	2
126	в них	2	2
127	идет о	3	2
128	в ее	2	2
129	но тем	4	2
130	и судьба	2	2
131	одно и	2	2
132	себе и	3	2
133	наконец в	2	2
134	в равной	3	2
135	даже в	4	2
136	уже не	2	2
137	речь в	2	2
138	в данном	3	2
139	едва ли	4	2
140	одном из	2	2
