N	2gram	Medvedev_V_1	Formalny
1	и в	26	38
2	в этом	26	27
3	т е	18	26
4	может быть	22	23
5	и его	6	21
6	таким образом	31	20
7	и не	19	20
8	в самом	4	16
9	прежде всего	13	15
10	не в	6	15
11	и т	23	14
12	не может	17	14
13	в нем	6	13
14	но и	10	13
15	связи с	4	13
16	в пределах	5	12
17	с его	3	11
18	с тем	3	11
19	в том	15	11
20	вовсе не	3	11
21	в его	14	10
22	в связи	3	10
23	с другими	2	10
24	как и	7	9
25	в процессе	16	9
26	не только	25	9
27	т п	9	9
28	отнюдь не	3	8
29	что и	3	8
30	все же	5	8
31	так и	5	8
32	точки зрения	3	8
33	что в	10	7
34	не могут	7	7
35	по себе	2	7
36	для него	8	7
37	по существу	3	7
38	в своей	4	7
39	этом отношении	13	7
40	лишь в	2	7
41	художественного произведения	6	6
42	не было	7	6
43	в результате	5	6
44	то что	6	6
45	и ее	4	6
46	в ней	2	6
47	в этой	4	6
48	было бы	7	6
49	вместе с	7	6
50	в их	5	6
51	то же	10	6
52	все эти	6	6
53	а не	7	6
54	как раз	3	6
55	могут быть	5	6
56	он не	2	6
57	только в	7	6
58	а в	3	6
59	хотя бы	19	6
60	в общем	2	5
61	если бы	3	5
62	что он	4	5
63	именно в	2	5
64	это и	6	5
65	говорит в	3	5
66	же время	5	5
67	в слове	3	5
68	во всех	6	5
69	с этим	3	5
70	т д	14	5
71	и для	2	5
72	сводится к	3	5
73	говорить о	2	5
74	в то	6	5
75	бы в	3	5
76	как о	2	4
77	не столько	2	4
78	к этому	9	4
79	к тому	4	4
80	мы видели	3	4
81	что они	3	4
82	его от	2	4
83	в статье	4	4
84	того или	2	4
85	не о	2	4
86	как бы	5	4
87	и к	3	4
88	из них	9	4
89	вот как	4	4
90	другой стороны	8	4
91	восприятия и	2	4
92	в особенности	2	4
93	что оно	3	4
94	что не	3	4
95	и наконец	2	4
96	и даже	2	4
97	даже и	3	4
98	не следует	8	4
99	они не	2	4
100	но в	2	4
101	всех этих	2	3
102	если в	2	3
103	же как	2	3
104	главным образом	7	3
105	а о	2	3
106	и др	9	3
107	и может	2	3
108	с другой	11	3
109	произведения не	2	3
110	из этих	7	3
111	а как	2	3
112	мы знаем	3	3
113	не приходится	2	3
114	и как	3	3
115	зависимости от	5	3
116	например в	3	3
117	в зависимости	6	3
118	не является	5	3
119	то это	2	3
120	в целом	4	3
121	жизни и	3	3
122	и их	3	3
123	все это	10	3
124	в значительной	3	3
125	произведения и	7	3
126	того что	3	3
127	того чтобы	3	3
128	для того	3	3
129	роль в	4	3
130	или в	3	3
131	хотя и	2	3
132	чем же	4	3
133	он и	2	3
134	его в	3	3
135	сюжета и	2	3
136	так сказать	2	3
137	в области	2	3
138	искусство как	2	3
139	произведения в	7	2
140	образом не	3	2
141	никогда не	4	2
142	по этому	9	2
143	в качестве	11	2
144	тому что	6	2
145	перед нами	4	2
146	от его	2	2
147	это не	7	2
148	в конце	3	2
149	с нею	2	2
150	между ними	3	2
151	с реальной	2	2
152	в ее	4	2
153	том что	8	2
154	является не	4	2
155	но не	2	2
156	очевидно что	7	2
157	но как	3	2
158	она не	3	2
159	было в	2	2
160	в целях	2	2
161	ее как	2	2
162	от характера	2	2
163	ни одна	2	2
164	в единстве	4	2
165	на язык	2	2
166	же и	2	2
167	конце концов	2	2
168	в котором	3	2
169	даже в	5	2
170	один из	5	2
171	не по	2	2
172	не отрицает	2	2
173	ее в	4	2
174	художественное произведение	5	2
175	он пишет	7	2
176	даже не	2	2
177	приводит к	5	2
178	во всей	2	2
179	его не	3	2
180	равно как	4	2
181	они должны	2	2
182	и по	3	2
183	должно быть	2	2
184	что для	3	2
185	говорить не	3	2
186	с ними	4	2
187	этот вопрос	3	2
188	формы и	2	2
189	их в	6	2
190	сказать что	5	2
191	между тем	5	2
192	и от	3	2
193	как особый	2	2
194	основные тенденции	2	2
195	как например	2	2
196	к его	2	2
197	в искусстве	6	2
198	эти явления	2	2
199	при помощи	3	2
200	в художественном	10	2
201	к сожалению	2	2
202	в чем	2	2
203	само собою	2	2
204	как это	12	2
205	в которой	2	2
206	отметить что	2	2
207	в плане	5	2
208	в виду	4	2
209	произведения как	5	2
