N	2gram	Bakhtin_Fr_1	Marksizm
1	точки зрения	7	34
2	может быть	6	26
3	и не	22	26
4	не может	3	24
5	с точки	3	20
6	и в	65	19
7	и его	10	19
8	в этом	15	16
9	как бы	22	15
10	в процессе	2	14
11	прежде всего	11	13
12	как мы	6	13
13	как и	5	12
14	и пр	5	12
15	так и	10	11
16	и для	2	11
17	связи с	4	11
18	в самом	4	10
19	в нем	13	10
20	и т.п	17	10
21	самом деле	3	10
22	для него	5	9
23	только в	7	9
24	при этом	6	8
25	но и	10	8
26	друг друга	3	8
27	до сих	4	8
28	не только	10	8
29	все же	6	8
30	то что	3	8
31	сих пор	4	8
32	все эти	10	7
33	но в	14	7
34	в ее	3	7
35	во всех	9	7
36	в том	16	6
37	кроме того	2	6
38	и здесь	3	6
39	в основном	2	6
40	в его	9	6
41	так сказать	4	6
42	ничего не	3	6
43	с другой	3	5
44	не в	4	5
45	до конца	2	5
46	рядом с	5	5
47	и потому	10	5
48	и все	5	5
49	вовсе не	18	5
50	за пределы	8	5
51	в отличие	4	5
52	входит в	4	5
53	этот вопрос	2	5
54	отличие от	5	5
55	что в	3	4
56	в отношении	6	4
57	в ней	6	4
58	не является	3	4
59	от того	2	4
60	форм и	9	4
61	и на	11	4
62	сказать что	6	4
63	жизни в	5	4
64	в условиях	13	4
65	еще не	6	4
66	нет и	2	4
67	как в	5	4
68	мысли и	4	4
69	только на	2	4
70	и эта	3	4
71	между ними	4	4
72	далеко не	3	4
73	этом отношении	3	3
74	понятно что	2	3
75	формы и	7	3
76	и от	2	3
77	здесь в	8	3
78	или иной	5	3
79	можно сказать	2	3
80	все формы	2	3
81	из основных	2	3
82	в дальнейшем	8	3
83	в большинстве	2	3
84	понимания и	3	3
85	из них	4	3
86	все это	9	3
87	того что	2	3
88	между тем	5	3
89	xix века	5	3
90	его в	7	3
91	нет ничего	3	3
92	большинстве случаев	2	3
93	этих форм	5	3
94	не могут	3	3
95	и к	4	3
96	том что	6	3
97	более того	2	3
98	речевого общения	3	3
99	т.п в	2	3
100	совершенно не	4	3
101	в сущности	16	3
102	он не	2	3
103	в своей	5	3
104	вопрос мы	2	3
105	на самом	6	3
106	на этот	2	3
107	но все	3	3
108	нашей работы	6	3
109	речи и	2	3
110	вполне понятно	2	3
111	и это	2	3
112	в области	7	3
113	в узком	4	2
114	том числе	10	2
115	в частности	5	2
116	никогда не	6	2
117	в своем	8	2
118	или к	2	2
119	же деле	3	2
120	его к	2	2
121	нам придется	2	2
122	узком смысле	2	2
123	связаны с	3	2
124	числе и	7	2
125	одним из	2	2
126	постановка проблемы	2	2
127	в новое	3	2
128	но для	3	2
129	именно эти	2	2
130	в виду	3	2
131	и др	24	2
132	эти формы	3	2
133	на этой	3	2
134	жизни и	7	2
135	и их	3	2
136	где они	3	2
137	и других	3	2
138	не просто	3	2
139	и даже	8	2
140	в своих	5	2
141	из этих	2	2
142	о том	2	2
143	так как	6	2
144	и с	3	2
145	исторического времени	2	2
146	в основе	8	2
147	ни к	2	2
148	норм и	4	2
149	нового времени	13	2
150	и во	3	2
151	еще только	2	2
152	но при	2	2
153	в литературе	6	2
154	что он	3	2
155	конечно в	2	2
156	в себе	3	2
157	в романе	2	2
158	его концепции	3	2
159	самом же	3	2
160	от него	2	2
161	мы уже	12	2
162	к тому	2	2
163	и прежде	3	2
164	как раз	3	2
165	культуры и	8	2
166	что не	2	2
167	мира и	4	2
168	и он	2	2
169	менее всего	3	2
170	в таком	2	2
171	или в	2	2
172	связана с	5	2
173	могут быть	2	2
174	и вообще	3	2
175	не знает	6	2
176	жизни но	2	2
177	в чем	2	2
178	его формы	2	2
