N	2gram	Losev_Prob_2	UchenyiS
1	и в	35	14
2	а не	10	10
3	не только	24	10
4	и не	37	8
5	прежде всего	11	8
6	то что	38	7
7	в этом	17	7
8	не может	13	7
9	может быть	18	6
10	хотя бы	12	5
11	перестает быть	3	5
12	все это	4	5
13	и только	4	5
14	то же	5	5
15	но и	16	4
16	в этой	9	4
17	в их	3	4
18	конечно не	2	4
19	с другой	6	4
20	что такое	18	4
21	как такового	2	3
22	но в	6	3
23	как и	5	3
24	и то	10	3
25	все же	8	3
26	в частности	5	3
27	бы то	2	3
28	для этого	3	3
29	то ни	3	3
30	другой стороны	5	3
31	в то	6	3
32	было бы	8	3
33	этой области	3	3
34	в области	6	3
35	к сожалению	6	3
36	не о	6	3
37	или точнее	3	3
38	у нас	18	3
39	тех или	3	2
40	том что	19	2
41	но не	4	2
42	в том	12	2
43	не все	4	2
44	является в	2	2
45	мы не	7	2
46	думается что	2	2
47	не есть	33	2
48	крайней мере	6	2
49	не в	2	2
50	всех этих	4	2
51	и для	6	2
52	но это	6	2
53	мы и	6	2
54	бы и	7	2
55	этом смысле	5	2
56	о чем	6	2
57	если бы	4	2
58	нас в	3	2
59	только в	14	2
60	и с	10	2
61	но даже	3	2
62	тем что	4	2
63	сих пор	4	2
64	при таком	2	2
65	даже и	18	2
66	именно как	4	2
67	что он	4	2
68	в себе	5	2
69	в системе	2	2
70	как раз	8	2
71	до сих	4	2
72	что мы	14	2
73	же самое	6	2
74	в конце	7	2
75	могли бы	3	2
76	на эту	2	2
77	этого термина	8	2
78	что все	6	2
79	если не	4	2
80	ни от	2	2
81	в самом	5	2
82	не могут	4	2
83	по себе	8	2
84	сводится к	2	2
85	ничего не	10	2
86	самом деле	4	2
87	для всех	2	2
88	по крайней	6	2
89	что она	4	2
90	и является	3	2
91	что и	2	2
92	в его	7	2
93	на первый	4	2
94	конце концов	7	2
95	таким образом	4	2
96	это было	2	2
97	как таковой	4	2
