N	2gram	Voloshinov_1	Tvorches
1	и в	19	21
2	как бы	15	17
3	в то	3	15
4	в его	6	13
5	то же	7	13
6	что в	4	12
7	как и	12	12
8	же время	3	12
9	том что	3	11
10	в романе	2	10
11	все это	3	10
12	как в	4	8
13	он не	3	8
14	то что	8	8
15	в свою	2	7
16	в том	6	7
17	при этом	8	7
18	не только	8	7
19	и не	26	7
20	и на	4	7
21	но в	7	7
22	что он	2	6
23	жизни в	4	6
24	и все	5	6
25	не менее	4	6
26	для него	9	6
27	в котором	3	6
28	человека в	2	6
29	а в	4	6
30	и его	19	6
31	в этом	16	6
32	xix века	3	6
33	о том	2	6
34	отнюдь не	6	5
35	вовсе не	5	5
36	а не	7	5
37	может быть	26	5
38	все же	8	5
39	таким образом	17	5
40	хотя бы	5	5
41	в своих	2	5
42	только в	9	5
43	в русской	2	5
44	в своем	2	4
45	прежде всего	13	4
46	и как	3	4
47	одной из	3	4
48	не имеют	3	4
49	одним из	2	4
50	в своей	3	4
51	мысли и	4	4
52	не может	24	4
53	и от	3	4
54	в основном	6	4
55	не существует	3	3
56	место в	3	3
57	самого начала	4	3
58	никогда не	2	3
59	с другой	5	3
60	что все	2	3
61	в каждом	7	3
62	с ее	2	3
63	это и	3	3
64	с самого	4	3
65	в дальнейшем	3	3
66	в самом	10	3
67	той же	2	3
68	он ни	2	3
69	но если	2	3
70	в нем	10	3
71	жизни и	2	3
72	но и	8	3
73	первой части	2	3
74	и других	2	3
75	на самом	3	3
76	того что	3	3
77	и даже	2	3
78	так же	7	3
79	в которой	3	3
80	и с	2	3
81	ту же	2	3
82	далеко не	4	3
83	так как	2	3
84	в основе	2	2
85	а как	3	2
86	зависит от	2	2
87	и та	2	2
88	в частности	2	2
89	в качестве	2	2
90	не столько	4	2
91	одного из	3	2
92	к этому	5	2
93	в литературе	2	2
94	вот в	2	2
95	и диалектика	2	2
96	можно сказать	3	2
97	что и	2	2
98	не в	5	2
99	то в	2	2
100	одна из	2	2
101	иными словами	2	2
102	того же	6	2
103	до конца	5	2
104	тот же	4	2
105	из них	3	2
106	действительности и	3	2
107	действительности в	2	2
108	в первой	2	2
109	к тому	2	2
110	только на	4	2
111	по преимуществу	5	2
112	в одной	2	2
113	в ней	4	2
114	же и	2	2
115	тем не	2	2
116	не будет	4	2
117	вся история	2	2
118	так и	11	2
119	в отличие	5	2
120	как к	2	2
121	и того	6	2
122	именно в	5	2
123	этой проблемы	4	2
124	в двух	2	2
125	здесь мы	4	2
126	самом деле	10	2
127	что не	2	2
128	в направлении	7	2
129	и он	2	2
130	на смену	2	2
131	отличие от	5	2
132	или в	2	2
133	сказать что	4	2
134	в первом	3	2
135	могут быть	2	2
136	в данном	4	2
137	в себе	2	2
138	не знает	2	2
139	является одним	2	2
140	каких бы	3	2
141	так сказать	6	2
142	настоящее время	6	2
143	в чем	2	2
144	нет ни	2	2
145	в виду	2	2
