N	2gram	Losev_Prob_4	Psycholo
1	и в	20	38
2	то что	15	35
3	все время	2	30
4	в том	20	25
5	в самом	2	25
6	самом деле	3	21
7	что в	3	20
8	может быть	9	19
9	и что	2	18
10	что она	4	16
11	точки зрения	14	16
12	в ней	7	15
13	то есть	27	15
14	если бы	8	14
15	том что	12	14
16	как бы	4	14
17	и т	4	14
18	потому что	15	14
19	в этой	4	13
20	совершенно ясно	2	13
21	в этом	9	13
22	было бы	14	12
23	не только	24	12
24	таким образом	8	12
25	не в	13	12
26	что он	8	11
27	что это	2	10
28	то же	7	10
29	же самое	6	10
30	и не	28	10
31	и все	8	10
32	о которых	2	9
33	с точки	11	9
34	того чтобы	2	9
35	все же	2	8
36	с тем	4	8
37	перед нами	13	8
38	с этим	4	8
39	в одном	4	8
40	вовсе не	21	8
41	для нас	6	8
42	как и	6	8
43	так что	6	8
44	и как	3	8
45	говорит что	2	8
46	как раз	4	8
47	из этого	3	8
48	но только	2	8
49	для того	3	8
50	и то	2	8
51	и это	2	8
52	с другой	7	7
53	в ее	5	7
54	а не	7	7
55	мы можем	3	7
56	никак не	4	7
57	не может	5	7
58	как мы	3	7
59	а в	4	7
60	заключается в	2	7
61	из них	3	6
62	к тому	3	6
63	и если	5	6
64	в котором	2	6
65	не имеет	4	6
66	указывает на	4	6
67	он не	2	6
68	так как	5	6
69	если мы	5	6
70	как это	3	6
71	и его	10	6
72	и на	3	6
73	о том	5	6
74	ясно что	7	6
75	казалось бы	3	5
76	в своем	3	5
77	в какой	4	5
78	несмотря на	4	5
79	совершенно не	3	5
80	в своей	4	5
81	вместе с	5	5
82	но и	14	5
83	другой стороны	6	5
84	и когда	2	5
85	в той	8	5
86	или в	5	5
87	мы не	7	5
88	в другом	3	5
89	в его	3	5
90	в которой	2	5
91	если он	2	4
92	что они	2	4
93	по своему	6	4
94	при этом	6	4
95	и для	4	4
96	конечно не	3	4
97	во всех	4	4
98	в самой	4	4
99	но если	6	4
100	не могли	2	4
101	в нем	5	4
102	что и	3	4
103	как в	5	4
104	т д	3	4
105	все эти	16	4
106	при помощи	10	4
107	здесь мы	3	4
108	из которых	3	4
109	и даже	9	4
110	время как	2	4
111	сказать что	7	4
112	мы все	3	4
113	и совершенно	2	4
114	только в	23	4
115	и другое	3	4
116	как будто	11	4
117	в себе	12	4
118	не то	2	4
119	в виду	6	4
120	были бы	3	3
121	в них	5	3
122	только для	3	3
123	и к	3	3
124	она в	2	3
125	ни в	17	3
126	он был	3	3
127	но это	6	3
128	весь этот	2	3
129	того же	2	3
130	тот же	2	3
131	и о	5	3
132	и этот	3	3
133	не к	2	3
134	все это	9	3
135	то и	5	3
136	и только	4	3
137	что не	4	3
138	не так	3	3
139	однако мы	2	3
140	в таком	6	3
141	и тем	7	3
142	тем что	3	3
143	далеко не	2	3
144	в то	4	3
145	его в	2	3
146	здесь не	7	3
147	едва ли	10	3
148	но в	8	3
149	в данном	6	2
150	но они	2	2
151	всех этих	6	2
152	и более	3	2
153	к своему	2	2
154	можно назвать	2	2
155	была бы	2	2
156	в этих	5	2
157	отнюдь не	10	2
158	нет никакого	3	2
159	все они	3	2
160	между собой	2	2
161	хотя бы	7	2
162	столь же	2	2
163	и во	4	2
164	на самом	5	2
165	во всяком	8	2
166	что именно	2	2
167	и ее	4	2
168	уже давно	4	2
169	только что	2	2
170	же в	4	2
171	как же	2	2
172	уже не	5	2
173	у нас	14	2
174	находятся в	2	2
175	это есть	3	2
176	без всякой	2	2
177	есть в	7	2
178	что здесь	6	2
179	мы читаем	2	2
180	есть именно	2	2
181	что чем	2	2
182	или вернее	2	2
183	то время	2	2
184	здесь в	5	2
185	для него	3	2
186	и может	2	2
187	со всеми	2	2
188	том как	2	2
189	со своей	2	2
190	по преимуществу	2	2
191	к ней	2	2
192	и очень	5	2
193	всяком случае	4	2
194	для этого	2	2
195	то это	3	2
196	с ее	2	2
197	дело не	3	2
198	данном случае	5	2
199	говорит о	2	2
200	что его	4	2
201	так же	5	2
202	том смысле	2	2
203	в совершенно	2	2
204	в виде	22	2
205	еще и	3	2
206	тем больше	3	2
207	не просто	16	2
208	своим собственным	2	2
209	для всех	3	2
210	и больше	2	2
211	и наконец	4	2
212	какой мере	4	2
213	и по	2	2
214	есть только	2	2
215	действия и	2	2
216	либо в	2	2
217	ясно и	2	2
218	в качестве	10	2
219	в конце	2	2
220	заключается не	2	2
221	в отвлеченном	4	2
222	к его	3	2
223	но как	3	2
224	в истории	3	2
225	поэмы и	2	2
226	когда мы	5	2
227	с ним	4	2
228	бы для	2	2
229	это будет	2	2
