N	2gram	Bakhtin_Fr_5	Stilisti
1	и в	45	42
2	как бы	12	27
3	не только	14	27
4	и т.п	16	24
5	прежде всего	10	22
6	и т.д	2	20
7	хотя бы	2	17
8	но и	10	15
9	то же	11	15
10	и не	15	14
11	может быть	2	12
12	не может	5	12
13	точки зрения	4	11
14	как и	10	11
15	мы уже	4	11
16	и как	5	10
17	как мы	8	10
18	в этом	14	10
19	при этом	2	9
20	в то	11	9
21	то что	2	9
22	для того	6	9
23	мы не	4	9
24	все же	2	8
25	в ней	8	8
26	таким образом	8	8
27	с тем	2	8
28	и это	4	8
29	и от	4	7
30	же время	9	7
31	и на	5	7
32	потому что	7	7
33	так как	6	7
34	с его	7	7
35	было бы	2	7
36	а не	4	7
37	того чтобы	6	7
38	и его	13	7
39	мы можем	2	7
40	только в	4	7
41	ничего не	4	7
42	точку зрения	2	6
43	не в	7	6
44	в этой	6	6
45	в конце	7	6
46	в нем	10	6
47	во всех	13	6
48	так и	6	6
49	независимо от	2	5
50	своей жизни	2	5
51	мы видели	7	5
52	и их	5	5
53	с помощью	3	5
54	а в	4	5
55	и с	10	5
56	и наконец	2	5
57	же самое	2	5
58	как это	4	5
59	в его	13	5
60	вместе с	3	5
61	с точки	2	5
62	той же	4	5
63	слова и	2	5
64	что это	2	4
65	и без	2	4
66	в каждом	2	4
67	можно сказать	2	4
68	к тому	2	4
69	связаны с	4	4
70	в качестве	2	4
71	в самом	4	4
72	один из	2	4
73	все это	7	4
74	того что	3	4
75	так же	8	4
76	о том	4	4
77	его в	5	4
78	бы в	4	4
79	но в	14	4
80	и к	5	4
81	мы видим	5	4
82	на него	2	4
83	если мы	2	4
84	самом деле	5	4
85	можно было	4	4
86	то есть	25	4
87	связанных с	3	3
88	перед нами	4	3
89	это не	3	3
90	слова но	2	3
91	словом и	3	3
92	не мог	4	3
93	хотя и	5	3
94	в целом	2	3
95	жизни и	8	3
96	от того	3	3
97	во второй	2	3
98	и вот	3	3
99	лишь в	2	3
100	и даже	4	3
101	нуждается в	3	3
102	сказать что	4	3
103	и здесь	4	3
104	в начале	2	3
105	и все	7	3
106	в одном	3	3
107	об этом	4	3
108	том что	7	3
109	конечно не	2	3
110	нет и	2	3
111	что и	7	3
112	на самом	5	3
113	и слово	2	3
114	и для	3	3
115	роль в	2	3
116	связи с	6	3
117	говорить в	3	2
118	в том	10	2
119	тому же	4	2
120	но это	5	2
121	для него	3	2
122	в пределах	2	2
123	несмотря на	2	2
124	но мы	2	2
125	в первой	4	2
126	в связи	5	2
127	в отношении	2	2
128	не было	3	2
129	этом отношении	5	2
130	еще и	3	2
131	все эти	5	2
132	но эта	2	2
133	и больше	2	2
134	происходит как	2	2
135	его не	4	2
136	в которых	3	2
137	также и	7	2
138	человека с	5	2
139	и ни	3	2
140	в основе	4	2
141	для них	2	2
142	для всех	3	2
143	от их	3	2
144	с этим	4	2
145	к этому	2	2
146	связанные с	3	2
147	значение и	2	2
148	что он	6	2
149	видим что	2	2
150	ли он	2	2
151	но не	4	2
152	по своему	4	2
153	одной из	5	2
154	мы говорили	2	2
155	зрения на	4	2
156	в своей	3	2
157	сих пор	3	2
158	связь с	3	2
159	как в	3	2
160	здесь не	6	2
161	в значительной	2	2
162	и он	3	2
163	к нему	2	2
164	с ним	5	2
165	и вообще	2	2
166	этих слов	2	2
167	роль играет	3	2
168	заметить что	2	2
