N	2gram	Tiupa_Hudo_1	DiskursI
1	в качестве	24	34
2	не только	16	28
3	в том	18	23
4	а не	9	22
5	то есть	18	20
6	том что	8	19
7	тогда как	13	19
8	может быть	14	17
9	представляет собой	10	17
10	и в	19	16
11	как и	2	16
12	в этом	11	15
13	еще не	3	14
14	но и	10	14
15	коммуникативного события	2	14
16	при этом	13	13
17	и т.п	4	12
18	прежде всего	4	11
19	но не	11	11
20	и не	15	11
21	по своей	7	11
22	с другой	7	10
23	как в	2	10
24	далеко не	2	10
25	в частности	13	9
26	состоит в	16	9
27	в нем	5	9
28	отношению к	9	9
29	одной стороны	2	9
30	по отношению	9	9
31	не может	7	9
32	с одной	2	9
33	а также	5	8
34	отнюдь не	2	8
35	своего рода	5	8
36	так и	11	8
37	о том	2	8
38	но в	7	8
39	в основе	4	7
40	художественного письма	5	7
41	в его	9	7
42	со стороны	2	7
43	то же	10	7
44	в себе	9	7
45	только в	5	7
46	не в	7	7
47	в своем	2	6
48	и как	3	6
49	высказывания в	4	6
50	ни к	2	6
51	в рамках	8	5
52	к тому	4	5
53	или иной	7	5
54	можно сказать	5	5
55	как бы	9	5
56	в своей	5	5
57	то что	4	5
58	во всех	3	5
59	коммуникативное событие	2	5
60	в отличие	7	5
61	а с	2	5
62	а в	12	5
63	в себя	2	5
64	в их	5	5
65	сводится к	7	5
66	отличие от	7	5
67	и на	2	5
68	в данном	4	5
69	не обязательно	2	4
70	с его	6	4
71	что в	6	4
72	в сторону	2	4
73	не является	4	4
74	в них	2	4
75	для себя	2	4
76	во втором	4	4
77	не как	2	4
78	форма авторства	2	4
79	жанровая форма	2	4
80	и к	3	4
81	что он	3	4
82	уже не	4	4
83	для него	4	4
84	в целом	3	4
85	не предполагает	3	4
86	же время	5	4
87	одной из	2	4
88	такого рода	10	4
89	и о	3	4
90	по сути	3	4
91	отношение к	5	4
92	в притче	2	4
93	лишь в	4	4
94	потому что	3	4
95	между тем	4	4
96	могут быть	4	4
97	и т.д	3	4
98	как правило	2	4
99	по бахтину	2	4
100	во мне	2	3
101	однако в	4	3
102	того же	2	3
103	это не	2	3
104	по мысли	2	3
105	как уже	2	3
106	по себе	2	3
107	не сводится	5	3
108	что и	2	3
109	в ее	5	3
110	и того	2	3
111	в акте	3	3
112	свою очередь	2	3
113	времени и	2	3
114	по своему	2	3
115	эстетической деятельности	2	3
116	в свою	3	3
117	литературного произведения	10	3
118	в самом	5	3
119	имеет место	2	3
120	той или	4	3
121	картина мира	5	3
122	один из	2	3
123	не с	2	3
124	в ходе	5	3
125	эстетическая деятельность	5	3
126	таким образом	3	3
127	именно в	2	3
128	заключается в	2	3
129	значении этого	4	3
130	того что	4	3
131	другой стороны	5	3
132	являет собой	3	3
133	сказать что	4	3
134	точки зрения	10	3
135	в то	6	3
136	и составляет	3	3
137	в произведении	3	3
138	и потому	2	3
139	мира в	2	3
140	слова в	2	2
141	в противоположность	3	2
142	частной жизни	2	2
143	известной степени	3	2
144	говорит и	3	2
145	не менее	3	2
146	никогда не	2	2
147	между собой	2	2
148	и одновременно	5	2
149	том числе	2	2
150	в какой	2	2
151	а.н веселовского	2	2
152	или даже	3	2
153	одного и	2	2
154	в одном	2	2
155	имеем дело	2	2
156	для понимания	2	2
157	в году	2	2
158	текста не	2	2
159	об этом	2	2
160	к его	2	2
161	с позиций	2	2
162	эстетического субъекта	3	2
163	в пределах	3	2
164	тот или	2	2
165	воспринимающего сознания	2	2
166	речевого замысла	2	2
167	есть в	2	2
168	более или	5	2
169	м.м бахтин	2	2
170	о литературе	3	2
171	отличается от	2	2
172	своей природе	2	2
173	иначе говоря	4	2
174	сути своей	2	2
175	к области	3	2
176	в принципе	5	2
177	совпадает с	2	2
178	хотя и	3	2
179	в равной	2	2
180	и др	2	2
181	например в	3	2
182	не могло	2	2
183	и тем	2	2
184	с ее	5	2
185	того или	3	2
186	коммуникативную стратегию	2	2
187	себя в	7	2
188	в культуре	3	2
189	героя и	5	2
190	дело не	2	2
191	в тексте	9	2
192	в форме	4	2
193	или менее	5	2
194	приводит к	5	2
195	за пределы	2	2
196	жизни в	2	2
197	как к	2	2
198	отношения к	2	2
199	сознания в	3	2
200	этого термина	2	2
201	и что	3	2
202	времени в	2	2
203	и по	2	2
204	текста в	3	2
205	высказывания и	2	2
206	и его	12	2
207	или в	2	2
208	я героя	2	2
209	высказывания не	2	2
210	не следует	4	2
211	в рассказе	3	2
212	в момент	2	2
213	мы имеем	6	2
214	и ее	3	2
215	но как	2	2
216	к которому	4	2
217	в другом	3	2
218	индивидуального речевого	2	2
219	могла бы	2	2
220	коммуникативной природе	2	2
221	в этой	2	2
222	и адресата	2	2
223	внутренней речи	14	2
224	всей его	2	2
225	особого рода	5	2
226	в виду	5	2
227	о чем	2	2
