N	2gram	Medvedev_F_2	Literetu
1	а не	6	20
2	и в	38	19
3	может быть	23	17
4	то же	6	12
5	и не	20	11
6	в том	11	10
7	как и	9	10
8	но и	13	10
9	состоит в	2	9
10	же время	5	9
11	не может	14	9
12	в этом	27	9
13	в то	5	9
14	с другой	3	8
15	не только	9	8
16	и даже	4	8
17	том что	2	7
18	то что	6	7
19	так и	8	7
20	слова и	7	7
21	при этом	9	6
22	и на	3	6
23	столь же	2	5
24	но не	2	5
25	в качестве	2	5
26	он не	6	5
27	на фоне	4	5
28	вместе с	6	5
29	так в	3	5
30	того что	3	5
31	что в	7	4
32	прежде всего	15	4
33	не в	15	4
34	отнюдь не	8	4
35	для него	7	4
36	в ней	6	4
37	в его	10	4
38	даже в	2	4
39	один из	2	4
40	жизни и	3	4
41	и других	2	4
42	другой стороны	4	4
43	мы не	3	4
44	каждый из	3	4
45	тем что	8	4
46	точки зрения	8	4
47	в искусстве	2	4
48	едва ли	2	4
49	в области	3	4
50	никогда не	2	3
51	в поэзии	12	3
52	что он	5	3
53	идет о	2	3
54	в нем	13	3
55	по существу	7	3
56	и как	3	3
57	но это	2	3
58	такой же	3	3
59	в этой	6	3
60	в сущности	4	3
61	во всех	5	3
62	и др	3	3
63	со стороны	2	3
64	а именно	2	3
65	в их	6	3
66	то и	3	3
67	и для	5	3
68	этом отношении	7	3
69	так как	4	3
70	тем самым	2	3
71	тем же	3	3
72	с точки	7	3
73	а в	6	3
74	и его	21	3
75	и то	2	3
76	не столько	4	3
77	и с	9	3
78	как к	3	3
79	ничего не	4	3
80	на этом	2	2
81	уже в	2	2
82	не было	6	2
83	же как	3	2
84	с тем	11	2
85	не является	3	2
86	для этого	2	2
87	в какой	3	2
88	в конце	2	2
89	в виду	2	2
90	вовсе не	11	2
91	в такой	2	2
92	и к	4	2
93	в ее	2	2
94	очевидно что	2	2
95	до конца	2	2
96	было бы	6	2
97	со своей	2	2
98	не так	2	2
99	не по	2	2
100	как бы	4	2
101	если в	3	2
102	что и	8	2
103	все же	8	2
104	и т	14	2
105	в целом	3	2
106	не к	2	2
107	из них	4	2
108	могут быть	6	2
109	по преимуществу	5	2
110	в истории	6	2
111	и до	3	2
112	как раз	6	2
113	т п	9	2
114	и только	5	2
115	уже не	7	2
116	для того	3	2
117	что не	4	2
118	и наконец	4	2
119	хотя бы	6	2
120	и иных	2	2
121	а к	2	2
122	в годы	3	2
123	то в	2	2
124	в результате	6	2
125	потому что	2	2
126	в основе	5	2
127	даже и	4	2
128	он и	3	2
129	в первый	5	2
130	но как	2	2
131	произведения искусства	2	2
132	в художественном	2	2
133	как это	2	2
134	с ним	2	2
135	но в	4	2
