N	2gram	Medvedev_F_3	Myshleni
1	внутренней речи	2	67
2	в этом	18	29
3	точки зрения	16	28
4	и в	27	26
5	не только	9	24
6	то что	8	24
7	таким образом	18	23
8	с точки	14	21
9	и речи	2	19
10	того чтобы	5	19
11	в том	7	18
12	и не	30	18
13	для того	4	18
14	том что	4	17
15	потому что	7	16
16	внутренняя речь	2	15
17	как и	14	15
18	того что	3	14
19	так же	9	14
20	так как	9	14
21	как мы	8	14
22	с помощью	8	13
23	что в	8	12
24	вместе с	6	12
25	и его	19	12
26	но и	10	11
27	только не	2	11
28	в слове	4	11
29	не может	24	11
30	что они	5	10
31	слова и	4	10
32	тому что	3	9
33	в самом	11	9
34	в сущности	2	9
35	тем что	5	9
36	в себе	3	9
37	же как	3	8
38	то же	15	8
39	что она	2	8
40	сказать что	3	8
41	свое выражение	2	8
42	что он	6	8
43	ее в	3	8
44	той же	3	8
45	только в	8	8
46	к тому	4	7
47	прежде всего	4	7
48	может быть	25	7
49	мы не	4	7
50	в какой	3	6
51	в смысле	4	6
52	и тем	3	6
53	по отношению	3	6
54	мы должны	2	6
55	как бы	8	6
56	между собой	4	6
57	в ее	4	6
58	и что	3	6
59	было бы	6	6
60	во всех	3	6
61	все эти	6	6
62	все же	6	6
63	связь между	4	6
64	самом деле	16	6
65	а не	17	6
66	что это	3	6
67	можно сказать	3	5
68	до конца	4	5
69	если бы	12	5
70	и следовательно	3	5
71	в виду	3	5
72	в целом	4	5
73	и их	5	5
74	данном случае	4	5
75	никак не	3	5
76	и с	3	5
77	же самое	3	5
78	бы в	6	5
79	как это	4	5
80	с тем	7	5
81	тогда когда	4	5
82	она не	4	5
83	отношению к	3	5
84	в процессе	15	5
85	слова как	2	5
86	в направлении	5	5
87	если мы	7	5
88	тем же	7	5
89	и для	6	5
90	что этот	2	5
91	в данном	6	5
92	является в	2	5
93	не менее	7	4
94	не могут	10	4
95	никогда не	5	4
96	с другой	6	4
97	и от	11	4
98	в конце	3	4
99	в такой	2	4
100	не можем	2	4
101	отношения между	2	4
102	имеет место	3	4
103	в котором	2	4
104	друг друга	5	4
105	и во	2	4
106	в его	7	4
107	о том	4	4
108	но в	6	4
109	стороны и	2	4
110	связи с	5	4
111	еще не	6	4
112	одной из	2	4
113	не есть	4	4
114	как в	4	4
115	это и	2	4
116	в той	3	4
117	не в	12	4
118	и только	2	4
119	в области	2	4
120	учение о	2	3
121	друг другу	2	3
122	для этого	2	3
123	все это	7	3
124	это не	3	3
125	из этих	2	3
126	исторического развития	2	3
127	тем не	2	3
128	но это	2	3
129	такой же	2	3
130	совершается в	3	3
131	очевидно что	2	3
132	совпадает с	2	3
133	в ней	5	3
134	и является	4	3
135	в основе	3	3
136	смысле этого	2	3
137	между ними	15	3
138	не является	5	3
139	мы видели	4	3
140	этом отношении	3	3
141	в самой	2	3
142	нуждается в	3	3
143	мы уже	3	3
144	к другому	2	3
145	в пределе	2	3
146	по себе	4	3
147	в то	7	3
148	но не	5	3
149	в одной	5	3
150	в основном	2	3
151	и потому	5	3
152	этого слова	2	3
153	нет и	3	3
154	что и	2	3
155	в своей	6	3
156	так и	21	3
157	только на	4	3
158	как раз	8	3
159	на самом	14	3
160	менее всего	4	3
161	отличается от	2	3
162	случае в	3	3
163	мы можем	4	3
164	в этой	2	3
165	уже в	4	2
166	она должна	2	2
167	одним и	2	2
168	в этих	3	2
169	его и	3	2
170	столь же	3	2
171	входит в	8	2
172	мы знаем	4	2
173	для нас	3	2
174	ни в	8	2
175	его от	2	2
176	мы и	3	2
177	является не	2	2
178	в большинстве	4	2
179	в действительности	9	2
180	одним из	3	2
181	направлении к	4	2
182	но для	2	2
183	но если	2	2
184	в нем	15	2
185	с ее	2	2
186	за счет	2	2
187	отношения к	2	2
188	лишь в	9	2
189	эта связь	2	2
190	действительности в	3	2
191	в своих	6	2
192	от одного	2	2
193	в которых	3	2
194	к его	3	2
195	его в	7	2
196	большинстве случаев	5	2
197	возможно только	2	2
198	развития как	2	2
199	к этому	2	2
200	вовсе не	28	2
201	но эта	2	2
202	у нас	3	2
203	то в	2	2
204	это единство	3	2
205	слов и	4	2
206	совершенно не	7	2
207	время в	3	2
208	мы ни	2	2
209	зрения самого	2	2
210	даже в	2	2
211	из этого	4	2
212	что же	5	2
213	между которыми	5	2
214	в отношении	2	2
215	в отличие	2	2
216	одной и	2	2
217	можно говорить	4	2
218	во всяком	6	2
219	могут быть	4	2
220	и ее	6	2
221	ту же	2	2
222	на ее	4	2
223	если же	5	2
224	отличие от	2	2
225	ничего не	2	2
226	может и	3	2
