N	3gram	Voloshinov_2	Myshleni
1	с точки зрения	13	21
2	для того чтобы	6	18
3	в том что	6	13
4	с самого начала	5	7
5	к тому что	3	6
6	то же самое	5	5
7	с одной стороны	3	5
8	по отношению к	8	5
9	в самом деле	5	4
10	о том что	3	4
11	на то что	2	4
12	не может быть	10	4
13	внутренней речи и	3	4
14	смысле этого слова	4	3
15	речи и в	2	3
16	одно и то	3	3
17	одной стороны и	2	3
18	в собственном смысле	2	3
19	как мы видели	3	3
20	до сих пор	3	3
21	и то же	3	3
22	точки зрения самого	2	2
23	в большинстве случаев	5	2
24	в свою очередь	5	2
25	том что он	2	2
26	в отличие от	3	2
27	ни в какой	2	2
28	одним и тем	2	2
29	в направлении к	3	2
30	речи мы можем	2	2
31	и тем же	2	2
32	на самом деле	4	2
