N	2gram	Tiupa_Lite_3	Dialekti
1	и не	22	27
2	а не	12	26
3	точки зрения	7	25
4	и в	16	24
5	не только	14	23
6	по себе	2	20
7	не может	8	19
8	то что	12	14
9	с точки	3	14
10	может быть	12	13
11	и даже	2	13
12	что он	5	13
13	того что	9	12
14	не менее	2	11
15	отнюдь не	3	10
16	то это	2	9
17	но и	14	9
18	прежде всего	3	8
19	и как	3	8
20	том что	8	8
21	в этом	14	8
22	что в	2	7
23	никогда не	4	7
24	в самом	3	7
25	потому что	3	7
26	как и	5	7
27	как раз	2	7
28	я не	2	6
29	и только	2	6
30	и с	2	6
31	о том	6	6
32	если бы	2	6
33	оно не	2	6
34	что и	2	6
35	то же	9	6
36	самом деле	3	6
37	и жизни	3	6
38	с этой	2	5
39	в том	12	5
40	хотя и	4	5
41	жизни и	3	5
42	и его	6	5
43	как на	3	5
44	одно из	4	5
45	в то	9	5
46	как это	3	5
47	вопрос о	2	5
48	и к	3	5
49	было бы	2	5
50	так и	9	5
51	и тогда	2	5
52	уже не	3	5
53	что не	2	5
54	только в	7	5
55	с другой	6	4
56	это не	5	4
57	или иной	2	4
58	к тому	6	4
59	как о	2	4
60	от себя	2	4
61	так же	2	4
62	сознания и	2	4
63	у нас	2	4
64	субъекта и	5	4
65	о нем	2	4
66	это будет	2	4
67	тому как	3	4
68	мы и	2	4
69	подобно тому	2	4
70	для него	2	4
71	быть может	2	3
72	все же	2	3
73	все время	3	3
74	не в	10	3
75	особого рода	5	3
76	же время	7	3
77	одной стороны	4	3
78	в основе	5	3
79	в нем	2	3
80	из них	4	3
81	с одной	4	3
82	на свете	2	3
83	должно быть	4	3
84	и на	2	3
85	он и	2	3
86	не надо	2	3
87	ни к	3	3
88	тем что	2	3
89	мира и	2	3
90	на себя	2	3
91	на то	2	3
92	как таковое	2	3
93	как бы	8	3
94	если не	2	3
95	тем самым	7	3
96	для того	2	3
97	той же	3	3
98	в слове	3	3
99	и ее	2	3
100	не знает	2	3
101	в частности	11	2
102	что у	2	2
103	из того	2	2
104	а я	3	2
105	тому же	5	2
106	еще не	6	2
107	при этом	15	2
108	несмотря на	2	2
109	и если	4	2
110	например в	3	2
111	нас к	2	2
112	той или	2	2
113	себя и	2	2
114	не вполне	2	2
115	совершенно не	3	2
116	так или	2	2
117	субъект и	2	2
118	говоря уже	4	2
119	и тем	3	2
120	не говоря	4	2
121	а именно	5	2
122	другой стороны	2	2
123	как например	2	2
124	быть не	2	2
125	еще и	2	2
126	именно в	5	2
127	и вот	2	2
128	а в	5	2
129	объект и	2	2
130	быть только	2	2
131	в своих	2	2
132	она и	2	2
133	для себя	2	2
134	в первом	2	2
135	уже о	3	2
136	и потому	2	2
137	но в	3	2
138	я и	10	2
139	с которой	2	2
140	с его	6	2
141	все еще	3	2
142	личности в	3	2
143	же в	2	2
144	по существу	4	2
145	то в	3	2
146	так чтобы	2	2
147	но не	4	2
148	со всеми	2	2
149	но еще	2	2
150	однако не	3	2
151	со стороны	7	2
152	в природе	4	2
153	себя в	7	2
154	ее в	2	2
155	бытия в	2	2
156	как мы	2	2
157	для такого	2	2
158	и для	4	2
159	или иначе	2	2
160	в данном	4	2
161	бы то	2	2
162	в себе	6	2
163	в его	6	2
