N	2gram	Propp_Isto_1	StatiiOP
1	и в	28	25
2	в этом	8	24
3	в том	9	20
4	что в	12	19
5	что он	10	19
6	может быть	25	19
7	тем что	3	19
8	что это	8	16
9	том что	7	15
10	в этой	6	14
11	и пр	4	13
12	в его	5	12
13	то что	9	12
14	не только	12	12
15	в этих	7	11
16	так что	4	11
17	прежде всего	10	10
18	таким образом	8	10
19	и не	9	10
20	но и	10	9
21	и т	25	8
22	все это	4	8
23	т е	10	8
24	о том	9	8
25	это было	2	8
26	это не	7	7
27	было бы	7	7
28	с этим	4	7
29	не может	15	7
30	что такое	2	7
31	в то	3	7
32	не в	9	6
33	только в	11	6
34	как бы	2	6
35	как в	2	6
36	а в	7	6
37	и на	4	6
38	в русской	2	6
39	в области	2	6
40	между тем	2	6
41	то же	12	5
42	потому что	4	5
43	с другой	6	5
44	на то	4	5
45	об этом	4	5
46	в котором	3	5
47	связано с	2	5
48	ответ на	2	5
49	а не	15	5
50	того что	4	5
51	другой стороны	5	5
52	он не	2	5
53	так и	9	5
54	мы имеем	13	5
55	но в	8	5
56	с тем	4	4
57	и др	7	4
58	точка зрения	2	4
59	была бы	2	4
60	как и	4	4
61	мы видим	11	4
62	но это	4	4
63	в начале	3	4
64	что здесь	5	4
65	в качестве	5	4
66	если бы	8	4
67	например в	5	4
68	в ней	7	4
69	относится к	2	4
70	и тем	2	4
71	в целом	2	4
72	из этого	2	4
73	всего в	2	4
74	связь с	4	4
75	в особенности	2	4
76	из которых	3	4
77	и для	4	4
78	и с	4	4
79	время как	3	4
80	можно назвать	2	4
81	сказать что	5	4
82	все же	10	4
83	xix века	2	4
84	то время	3	4
85	ничего не	2	4
86	на вопрос	2	3
87	в какой	3	3
88	во время	3	3
89	раньше чем	4	3
90	к этому	2	3
91	показывает что	3	3
92	и здесь	7	3
93	всех этих	2	3
94	его как	2	3
95	для него	2	3
96	и что	10	3
97	на этом	3	3
98	одной стороны	4	3
99	нет в	2	3
100	и если	2	3
101	все эти	4	3
102	в некоторых	2	3
103	подчеркнуть что	2	3
104	со стороны	2	3
105	по этому	2	3
106	в их	3	3
107	как раз	2	3
108	в связи	4	3
109	что этот	2	3
110	уже не	3	3
111	что мы	7	3
112	не так	2	3
113	и его	3	3
114	в виде	2	3
115	попадает в	5	3
116	в другом	3	3
117	связи с	4	3
118	так как	6	3
119	к которому	5	3
120	а с	2	2
121	при помощи	2	2
122	не менее	6	2
123	должен был	3	2
124	никогда не	14	2
125	для этого	3	2
126	точку зрения	3	2
127	как о	2	2
128	но они	2	2
129	тогда когда	2	2
130	в рамках	2	2
131	на пять	2	2
132	вовсе не	2	2
133	в такой	2	2
134	утверждать что	3	2
135	самого начала	2	2
136	к тому	6	2
137	как мы	3	2
138	на котором	3	2
139	а по	2	2
140	не как	3	2
141	но все	4	2
142	что они	5	2
143	так чтобы	2	2
144	что если	2	2
145	но не	5	2
146	до сих	5	2
147	еще не	7	2
148	быть назван	2	2
149	одной из	2	2
150	это за	3	2
151	во всех	2	2
152	одна из	2	2
153	том чтобы	2	2
154	не совсем	3	2
155	один из	4	2
156	должен быть	3	2
157	тем не	6	2
158	вместе с	6	2
159	дело не	5	2
160	сих пор	5	2
161	ее в	5	2
162	в форме	3	2
163	и тогда	3	2
164	нас не	3	2
165	не на	2	2
166	этому поводу	2	2
167	и только	2	2
168	т д	22	2
169	с одной	4	2
170	не просто	3	2
171	на нее	2	2
172	с самого	2	2
173	что не	2	2
174	и по	3	2
175	что нужно	2	2
176	во многих	2	2
177	мы не	10	2
178	на основе	5	2
179	или в	5	2
180	то он	2	2
181	отказ от	2	2
182	то и	2	2
183	могут быть	4	2
184	к сожалению	3	2
185	на это	2	2
186	которые в	2	2
187	и тот	2	2
