N	2gram	Losev_Dial_4	Literetu
1	и не	30	22
2	и в	15	16
3	при этом	2	15
4	не только	8	14
5	но и	4	14
6	в этом	11	14
7	а не	18	12
8	то что	16	12
9	может быть	17	12
10	в том	11	12
11	в частности	2	11
12	не в	8	10
13	то же	9	9
14	так и	5	9
15	того что	13	9
16	в то	6	9
17	в жизни	5	8
18	том что	10	8
19	не может	11	8
20	в этой	4	8
21	как бы	14	8
22	в своей	3	7
23	же время	6	7
24	себя в	2	7
25	со стороны	3	7
26	тем самым	3	7
27	точки зрения	14	7
28	только в	7	7
29	с его	5	6
30	еще не	4	6
31	в его	4	6
32	и его	7	6
33	в себе	8	6
34	о том	5	6
35	в качестве	2	5
36	это не	12	5
37	что он	7	5
38	в ее	2	5
39	субъекта и	5	5
40	как и	7	5
41	лишь в	2	5
42	вместе с	2	5
43	как в	3	5
44	а именно	6	5
45	именно в	5	5
46	в основе	10	5
47	что я	5	5
48	отличие от	2	5
49	никогда не	2	4
50	однако в	2	4
51	и если	3	4
52	и для	5	4
53	хотя и	6	4
54	говоря уже	3	4
55	из них	2	4
56	не говоря	3	4
57	в природе	3	4
58	должно быть	2	4
59	в данном	3	4
60	как будто	2	4
61	в одном	4	4
62	только для	3	3
63	личности в	5	3
64	отнюдь не	4	3
65	прежде всего	11	3
66	личности с	3	3
67	и как	4	3
68	то в	5	3
69	совершенно не	3	3
70	в самом	2	3
71	и тем	6	3
72	с ее	10	3
73	жизни и	4	3
74	бы и	3	3
75	в словах	3	3
76	это как	2	3
77	уже не	9	3
78	и наконец	3	3
79	с точки	9	3
80	той же	5	3
81	тому как	4	3
82	потому что	10	3
83	и жизни	2	3
84	уже о	4	3
85	едва ли	3	3
86	как это	2	3
87	отношения к	3	3
88	в области	3	3
89	но в	3	3
90	в противоположность	2	2
91	сознания и	3	2
92	что в	7	2
93	не менее	2	2
94	если бы	6	2
95	то ни	4	2
96	как о	2	2
97	оно не	2	2
98	с этой	2	2
99	не как	4	2
100	я не	5	2
101	к этому	3	2
102	не всегда	3	2
103	вопрос о	2	2
104	по себе	13	2
105	ни с	4	2
106	со всей	2	2
107	на то	5	2
108	в нем	5	2
109	и ее	8	2
110	у нас	3	2
111	и при	2	2
112	так чтобы	3	2
113	объекта в	2	2
114	в свою	3	2
115	можно сказать	5	2
116	было бы	9	2
117	что не	3	2
118	во всех	2	2
119	как таковое	3	2
120	от себя	2	2
121	той или	4	2
122	о нем	2	2
123	себя и	3	2
124	к жизни	3	2
125	один из	4	2
126	что и	6	2
127	все же	2	2
128	когда он	3	2
129	и тогда	2	2
130	во всей	2	2
131	так же	4	2
132	как раз	4	2
133	и только	2	2
134	за его	2	2
135	быть не	2	2
136	художественное произведение	2	2
137	и вот	11	2
138	свободы и	3	2
139	того чтобы	5	2
140	для того	5	2
141	другой стороны	2	2
142	и даже	6	2
143	на свете	4	2
144	или иначе	2	2
145	с ними	4	2
146	и на	5	2
147	я говорю	2	2
148	и с	4	2
149	тем что	2	2
150	и об	3	2
151	подобно тому	4	2
152	и потому	3	2
153	в глубине	2	2
154	ее в	2	2
155	это будет	3	2
156	для меня	2	2
