N	2gram	Vygotskiy__5	Analitik
1	не только	16	22
2	и в	30	18
3	как и	6	14
4	так и	3	14
5	в этом	14	14
6	но и	6	13
7	и его	6	13
8	в частности	4	12
9	том что	21	12
10	в качестве	2	12
11	и не	6	12
12	при этом	8	11
13	а в	4	10
14	как бы	19	10
15	то есть	13	10
16	может быть	11	9
17	со стороны	3	9
18	что в	24	9
19	а не	8	9
20	повести белкина	2	9
21	в том	27	9
22	с его	2	8
23	и даже	2	8
24	с другой	9	7
25	но не	7	7
26	в его	4	7
27	как раз	13	7
28	по отношению	2	7
29	к тому	8	6
30	не в	8	6
31	для него	3	6
32	еще не	5	6
33	в этой	5	6
34	он не	3	6
35	в их	3	6
36	о том	10	6
37	никогда не	9	5
38	не является	2	5
39	в конце	4	5
40	прежде всего	4	5
41	в свою	3	5
42	или иной	2	5
43	того же	2	5
44	в самом	14	5
45	что и	3	5
46	другой стороны	5	5
47	в сущности	12	5
48	той же	3	5
49	в результате	4	5
50	мы имеем	8	5
51	перед нами	2	4
52	о чем	4	4
53	в своем	6	4
54	произведение искусства	6	4
55	в одном	2	4
56	состоит в	3	4
57	по себе	7	4
58	что он	17	4
59	можно сказать	2	4
60	и к	4	4
61	и как	7	4
62	не есть	4	4
63	все же	7	4
64	приводит к	2	4
65	внимание на	4	4
66	ли не	2	4
67	таким образом	20	4
68	и на	3	4
69	в данном	3	4
70	героя и	7	4
71	что по	2	4
72	уже в	6	3
73	в каждом	2	3
74	из этих	3	3
75	к этому	3	3
76	в ее	3	3
77	и того	2	3
78	о смерти	5	3
79	что они	5	3
80	было бы	5	3
81	указывает на	4	3
82	только не	5	3
83	по поводу	3	3
84	мысль о	4	3
85	той или	2	3
86	как говорит	4	3
87	в целом	5	3
88	данном случае	3	3
89	как в	3	3
90	все это	2	3
91	так в	3	3
92	дело с	5	3
93	то же	7	3
94	этом отношении	3	3
95	именно в	6	3
96	по его	3	3
97	мы не	3	3
98	ничего не	2	3
99	с этим	2	3
100	точки зрения	7	3
101	что касается	2	3
102	одного и	2	3
103	во всем	2	3
104	в то	2	3
105	ответ на	5	3
106	едва ли	2	3
107	как это	7	3
108	в ответ	2	2
109	в противоположность	2	2
110	могут быть	8	2
111	все эти	2	2
112	в них	4	2
113	это не	3	2
114	не как	3	2
115	совершенно очевидно	5	2
116	в нем	7	2
117	есть не	4	2
118	несмотря на	5	2
119	о которых	2	2
120	же в	2	2
121	говорит о	4	2
122	в романе	2	2
123	осуществляется в	2	2
124	одна из	3	2
125	с тем	8	2
126	очевидно что	2	2
127	тех пор	2	2
128	обе эти	2	2
129	одной стороны	12	2
130	это и	2	2
131	совершенно не	6	2
132	на его	3	2
133	могли бы	4	2
134	по преимуществу	2	2
135	и той	2	2
136	с героем	2	2
137	в стихе	4	2
138	в ней	4	2
139	об этом	3	2
140	и потому	5	2
141	гораздо более	2	2
142	один из	5	2
143	не с	2	2
144	нам кажется	2	2
145	то что	37	2
146	когда он	5	2
147	во всех	2	2
148	вместе с	12	2
149	что она	6	2
150	в форме	2	2
151	не может	9	2
152	в отличие	2	2
153	отношения к	2	2
154	на примере	4	2
155	с одной	12	2
156	одной и	2	2
157	в себя	2	2
158	и вот	2	2
159	сводится к	5	2
160	в той	3	2
161	самом деле	8	2
162	с точки	2	2
163	и он	2	2
164	и для	6	2
165	в глазах	2	2
166	сказать что	9	2
167	мы можем	7	2
168	тем что	6	2
169	это по	2	2
170	в себе	5	2
171	и здесь	6	2
172	в искусстве	6	2
173	что мы	11	2
174	только в	5	2
175	вопроса о	2	2
176	и все	4	2
177	дело в	2	2
178	там где	4	2
179	когда мы	6	2
180	отличие от	2	2
181	но в	5	2
