N	2gram	Tiupa_Anal_1	Psycholo
1	то что	6	32
2	и в	18	31
3	в том	27	30
4	и т	3	26
5	то есть	11	26
6	что в	5	23
7	может быть	29	22
8	таким образом	3	20
9	при помощи	2	20
10	при этом	12	19
11	так как	2	18
12	художественного произведения	5	17
13	не может	22	17
14	как и	13	16
15	том что	12	16
16	и не	21	16
17	т п	3	16
18	точки зрения	6	15
19	только в	6	14
20	а не	17	13
21	не только	15	13
22	что и	3	13
23	в этом	13	12
24	в самом	6	11
25	могут быть	4	11
26	не в	14	11
27	в области	4	11
28	в сущности	6	10
29	художественное произведение	5	10
30	того что	4	10
31	потому что	2	10
32	искусства в	4	9
33	по себе	4	9
34	ни в	4	9
35	самом деле	2	9
36	никогда не	2	8
37	произведение искусства	9	8
38	всякий раз	3	8
39	вместе с	4	8
40	что мы	3	8
41	что он	3	7
42	том чтобы	7	7
43	и его	5	7
44	того чтобы	3	7
45	тому как	3	7
46	о том	5	7
47	вовсе не	2	6
48	одной стороны	3	6
49	художественного творчества	2	6
50	было бы	2	6
51	если бы	3	6
52	из этих	2	6
53	отнюдь не	15	6
54	а в	9	6
55	для того	4	6
56	в его	13	6
57	и есть	3	5
58	и все	3	5
59	тогда когда	2	5
60	не является	2	5
61	все же	4	5
62	х годов	2	5
63	с одной	3	5
64	несмотря на	2	5
65	в какой	2	5
66	как бы	5	5
67	в целом	5	5
68	в процессе	2	5
69	другой стороны	2	5
70	то же	9	5
71	с другой	4	5
72	иначе говоря	9	5
73	подобно тому	3	5
74	в то	9	5
75	как будто	3	5
76	к тому	7	4
77	в которой	2	4
78	в котором	3	4
79	прежде всего	6	4
80	столь же	4	4
81	в себе	11	4
82	отличие от	6	4
83	от себя	3	4
84	и о	2	4
85	один из	2	4
86	со стороны	2	4
87	совпадает с	2	4
88	в искусстве	2	4
89	этого слова	7	4
90	между тем	5	4
91	мы имеем	6	4
92	дело с	4	3
93	не могут	3	3
94	произведении искусства	3	3
95	только не	2	3
96	состоит в	11	3
97	в частности	19	3
98	конечном счете	4	3
99	его и	2	3
100	вопрос о	2	3
101	в собственном	3	3
102	и к	3	3
103	тому же	4	3
104	в силу	3	3
105	не будет	3	3
106	но не	10	3
107	из которых	4	3
108	в этой	5	3
109	он не	3	3
110	в конечном	4	3
111	но к	2	3
112	не есть	8	3
113	в своей	6	3
114	так и	4	3
115	который в	2	3
116	в отличие	6	3
117	и по	2	3
118	той же	2	3
119	роль в	2	3
120	в таком	3	3
121	нуждается в	8	3
122	исходя из	4	3
123	эстетическое переживание	4	3
124	в художественном	3	3
125	в произведении	5	3
126	на примере	2	3
127	но в	8	3
128	в основе	6	2
129	на вопрос	4	2
130	такой же	2	2
131	и составляет	2	2
132	и как	5	2
133	и состоит	5	2
134	одного и	2	2
135	и другого	4	2
136	не всегда	4	2
137	или иных	2	2
138	с ним	4	2
139	на место	2	2
140	есть не	8	2
141	обратиться к	3	2
142	том и	2	2
143	или не	2	2
144	уже не	4	2
145	и потому	2	2
146	себя и	4	2
147	представляет собой	16	2
148	автора или	2	2
149	в качестве	31	2
150	того же	4	2
151	искусство в	2	2
152	случае не	2	2
153	означает что	3	2
154	имеет место	5	2
155	тех или	2	2
156	далеко не	6	2
157	об искусстве	2	2
158	даже в	3	2
159	произведения с	2	2
160	в нем	3	2
161	как говорит	2	2
162	отношение к	2	2
163	из них	2	2
164	но и	17	2
165	что же	2	2
166	и тогда	2	2
167	как мы	2	2
168	отличается от	2	2
169	этом отношении	2	2
170	же самое	2	2
171	на самом	2	2
172	в себя	6	2
173	на основе	2	2
174	тем самым	7	2
175	к нему	3	2
176	с точки	4	2
177	как к	2	2
178	бы ни	2	2
179	и с	2	2
180	из виду	2	2
181	искусства является	2	2
182	в сознании	2	2
183	и то	2	2
184	будто бы	3	2
185	как он	3	2
186	таком случае	3	2
