N	2gram	Medvedev_V_1	Myshleni
1	в том	15	33
2	том что	8	27
3	точки зрения	3	26
4	то что	6	20
5	в этом	26	19
6	того что	3	17
7	и в	26	15
8	не только	25	15
9	что в	10	14
10	таким образом	31	14
11	что он	4	12
12	того чтобы	3	12
13	в самом	4	11
14	в процессе	16	11
15	в целом	4	10
16	но и	10	10
17	было бы	7	10
18	для того	3	10
19	в своем	8	9
20	может быть	22	9
21	не является	5	9
22	не может	17	9
23	что мы	2	9
24	о том	10	9
25	мышления в	2	9
26	связи с	4	9
27	так и	5	8
28	никогда не	4	8
29	не в	6	8
30	заключается в	2	8
31	если бы	3	8
32	к тому	4	7
33	мы знаем	3	7
34	одной стороны	2	7
35	с одной	2	7
36	и не	19	7
37	на основе	5	7
38	как бы	5	7
39	по себе	2	7
40	он не	2	7
41	в частности	11	6
42	в этой	4	6
43	в виду	4	6
44	мы видели	3	6
45	по отношению	7	6
46	в связи	3	6
47	с другой	11	6
48	сказать что	5	6
49	как он	2	6
50	как это	12	6
51	но в	2	6
52	по этому	9	6
53	в зависимости	6	6
54	вовсе не	3	6
55	и к	3	6
56	как и	7	6
57	зависимости от	5	6
58	как известно	2	6
59	вместе с	7	6
60	это не	7	5
61	смысле слова	2	5
62	и др	9	5
63	и их	3	5
64	и даже	2	5
65	видели что	3	5
66	тогда когда	2	5
67	по существу	3	5
68	отношению к	7	5
69	приводит к	5	5
70	то же	10	5
71	во всей	2	5
72	можно было	2	5
73	этот вопрос	3	5
74	связана с	2	4
75	на вопрос	2	4
76	прежде всего	13	4
77	из этих	7	4
78	что все	3	4
79	в пользу	2	4
80	по поводу	2	4
81	том чтобы	2	4
82	от его	2	4
83	все это	10	4
84	в них	4	4
85	что оно	3	4
86	так же	3	4
87	а в	3	4
88	их в	6	4
89	в конечном	7	4
90	при помощи	3	4
91	с его	3	4
92	конечном счете	5	4
93	к этому	9	4
94	все же	5	4
95	в качестве	11	4
96	в своей	4	4
97	даже в	5	4
98	не удивительно	4	4
99	что его	2	4
100	как раз	3	4
101	хотя бы	19	4
102	и его	6	4
103	только в	7	4
104	в которой	2	4
105	том числе	2	3
106	он сам	2	3
107	что у	2	3
108	во время	3	3
109	человека и	3	3
110	числе и	2	3
111	об этом	9	3
112	что они	3	3
113	очевидно что	7	3
114	для него	8	3
115	в общем	2	3
116	из них	9	3
117	что для	3	3
118	этом отношении	13	3
119	все эти	6	3
120	они не	2	3
121	лишь в	2	3
122	и по	3	3
123	с другими	2	3
124	в которых	3	3
125	в результате	5	3
126	мы имеем	3	3
127	с этим	3	3
128	но не	2	3
129	утверждает что	3	3
130	что при	2	3
131	действительности и	7	3
132	он говорит	5	3
133	когда он	3	3
134	бы и	6	3
135	что она	2	3
136	только что	4	3
137	этому поводу	7	3
138	а не	7	3
139	из которых	2	3
140	вот почему	4	3
141	или в	3	3
142	и ее	4	3
143	в противоположность	3	2
144	не могут	7	2
145	же как	2	2
146	и есть	5	2
147	объективной действительности	15	2
148	перед нами	4	2
149	эта теория	2	2
150	как например	2	2
151	или иной	2	2
152	можно сказать	4	2
153	как процесс	2	2
154	и как	3	2
155	как у	2	2
156	имеет свою	3	2
157	на язык	2	2
158	в котором	3	2
159	после этого	2	2
160	могут быть	5	2
161	от того	2	2
162	о наличии	2	2
163	в их	5	2
164	этой проблемы	3	2
165	должно быть	2	2
166	не следует	8	2
167	но для	2	2
168	говорить о	2	2
169	же самое	2	2
170	также и	2	2
171	мира и	3	2
172	в одном	4	2
173	в книге	2	2
174	интеллектуальной деятельности	3	2
175	у него	6	2
176	отнюдь не	3	2
177	думается что	4	2
178	приведенных выше	4	2
179	нет никаких	2	2
180	к его	2	2
181	стороны и	2	2
182	именно в	2	2
183	следующим образом	3	2
184	том же	6	2
185	в его	14	2
186	нет и	3	2
187	должен быть	4	2
188	что и	3	2
189	ее в	4	2
190	как говорит	5	2
191	во всех	6	2
192	или менее	6	2
193	и для	2	2
194	в течение	2	2
195	но с	2	2
196	в силу	11	2
197	другом месте	2	2
198	у них	2	2
199	тому как	2	2
200	моментов в	3	2
201	подобно тому	2	2
202	в себе	6	2
203	в другом	2	2
204	ту же	2	2
205	более или	6	2
