N	2gram	Tiupa_Anal_3	Istorich
1	что он	4	24
2	не только	22	18
3	может быть	9	17
4	никогда не	5	15
5	и в	18	15
6	мы имеем	5	15
7	но и	13	14
8	что в	9	12
9	а в	10	12
10	то что	2	12
11	об этом	2	11
12	и не	12	11
13	в этом	14	11
14	что они	3	10
15	его в	3	10
16	то же	3	10
17	с тем	2	9
18	еще не	6	9
19	все же	4	9
20	и здесь	2	9
21	один из	2	8
22	он не	6	8
23	мы можем	2	8
24	том что	12	7
25	в нем	2	7
26	вместе с	2	7
27	таким образом	4	7
28	не в	6	7
29	ничего не	3	7
30	в его	7	6
31	как бы	10	6
32	что и	5	6
33	в том	9	6
34	только в	2	6
35	но в	2	6
36	с этим	3	5
37	прежде всего	5	5
38	в одном	4	5
39	к тому	6	5
40	как в	3	5
41	было бы	3	5
42	в иной	2	5
43	так и	14	5
44	что она	2	5
45	не может	2	5
46	а не	9	5
47	в русской	7	5
48	представляет собой	5	5
49	с одной	2	4
50	но они	2	4
51	в этой	6	4
52	при этом	11	4
53	в ней	2	4
54	власть над	2	4
55	дело не	3	4
56	связь с	2	4
57	не должен	2	4
58	тем что	2	4
59	и на	4	4
60	в себе	2	4
61	все эти	2	4
62	в качестве	12	3
63	не мог	2	3
64	и его	13	3
65	из этих	3	3
66	как это	3	3
67	одной стороны	2	3
68	о том	6	3
69	отношению к	7	3
70	когда он	2	3
71	в их	6	3
72	все это	3	3
73	по отношению	7	3
74	так в	3	3
75	хотя в	2	3
76	в себя	2	3
77	роль в	3	3
78	мы не	3	3
79	тому как	2	3
80	подобно тому	3	3
81	он и	3	3
82	что мы	2	3
83	уже в	3	2
84	не было	3	2
85	могут быть	2	2
86	о своей	2	2
87	перед нами	4	2
88	с другой	7	2
89	это не	2	2
90	не столько	3	2
91	но с	2	2
92	в жизни	2	2
93	в тех	2	2
94	о его	2	2
95	да и	2	2
96	именно в	3	2
97	как и	14	2
98	одна из	2	2
99	но не	7	2
100	в глаза	2	2
101	могла бы	2	2
102	например в	2	2
103	на его	2	2
104	и для	2	2
105	в сущности	5	2
106	а также	2	2
107	с ее	3	2
108	принадлежит к	4	2
109	во всех	2	2
110	приводит к	4	2
111	не могла	2	2
112	другой стороны	5	2
113	той же	5	2
114	ключ к	3	2
115	когда мы	2	2
116	самом деле	2	2
117	тем самым	4	2
118	и по	2	2
119	его не	3	2
120	сказать что	2	2
121	состоит в	4	2
122	и ее	2	2
123	здесь не	3	2
124	так сказать	2	2
125	в особенности	3	2
126	своей дочери	2	2
127	тому же	3	2
