N	2gram	Bakhtin_Fr_4	formyVre
1	и в	29	46
2	в этом	11	22
3	у рабле	16	18
4	кн i	5	16
5	i гл	5	15
6	прежде всего	8	14
7	кн ii	2	14
8	кн iv	5	14
9	iv гл	5	13
10	вовсе не	9	13
11	в романе	10	13
12	и его	8	12
13	рабле в	9	11
14	только в	2	11
15	не только	10	11
16	во время	10	10
17	в том	7	10
18	как бы	8	10
19	точки зрения	4	10
20	то есть	21	10
21	но в	12	10
22	у него	5	9
23	мы уже	10	9
24	мира и	4	9
25	но и	9	9
26	и не	16	9
27	и для	2	9
28	связи с	2	8
29	как и	12	8
30	в его	8	8
31	жизни и	4	8
32	то же	10	8
33	того чтобы	3	8
34	для того	3	8
35	с точки	2	8
36	из них	6	8
37	всех этих	3	7
38	в них	7	7
39	может быть	2	7
40	то что	4	7
41	так и	11	7
42	в эпизоде	2	7
43	и на	11	7
44	так сказать	2	7
45	никогда не	2	6
46	и все	13	6
47	при этом	3	6
48	как мы	10	6
49	здесь в	6	6
50	еще не	4	6
51	его в	9	6
52	все же	3	6
53	все это	4	6
54	в особенности	2	6
55	и наконец	2	6
56	в основе	2	6
57	так как	7	6
58	и с	9	6
59	романе рабле	9	5
60	в частности	3	5
61	в своем	3	5
62	рабле не	4	5
63	связанные с	4	5
64	этих форм	2	5
65	в дальнейшем	3	5
66	в то	10	5
67	но не	2	5
68	третьей книги	3	5
69	он не	3	5
70	и др	4	5
71	в нем	5	5
72	все эти	9	5
73	и у	2	5
74	тела и	4	5
75	рабле и	6	5
76	романа рабле	4	5
77	место в	2	4
78	уже в	2	4
79	жизни в	2	4
80	характер носит	2	4
81	в образе	4	4
82	же время	8	4
83	с ним	2	4
84	тела в	2	4
85	на свет	2	4
86	том что	3	4
87	что они	2	4
88	есть и	4	4
89	том же	2	4
90	в котором	2	4
91	уже говорили	5	4
92	эпизоде с	2	4
93	и их	3	4
94	конечно не	4	4
95	как в	2	4
96	в эпоху	15	4
97	iii гл	4	4
98	мир в	2	4
99	кн iii	4	4
100	также и	4	4
101	их в	2	4
102	в себе	3	4
103	на вертеле	2	4
104	о том	2	4
105	том числе	3	3
106	новое и	2	3
107	связанных с	2	3
108	о чем	2	3
109	все они	5	3
110	того же	5	3
111	к этому	2	3
112	при изображении	2	3
113	по всему	2	3
114	эпохи возрождения	2	3
115	с помощью	4	3
116	к тому	2	3
117	на первый	2	3
118	что он	4	3
119	а затем	3	3
120	и как	3	3
121	в качестве	3	3
122	в большинстве	6	3
123	кроме того	2	3
124	тот же	3	3
125	хотя и	2	3
126	а также	2	3
127	со смехом	3	3
128	в гротескном	2	3
129	но эти	2	3
130	за счет	3	3
131	не на	2	3
132	и другие	2	3
133	таким образом	20	3
134	почти все	3	3
135	и они	3	3
136	в их	2	3
137	уже не	2	3
138	того что	3	3
139	и даже	3	3
140	и по	5	3
141	роль в	3	3
142	жизнь и	4	3
143	тем что	4	3
144	в этих	2	3
145	большинстве случаев	5	3
146	весь мир	5	3
147	вернемся к	3	3
148	в виду	2	3
149	на этом	2	2
150	только для	4	2
151	для рабле	4	2
152	по своему	4	2
153	кто хотел	2	2
154	и есть	4	2
155	в фольклоре	2	2
156	числе и	2	2
157	и образов	2	2
158	на котором	2	2
159	во франции	5	2
160	с другой	4	2
161	и других	3	2
162	это не	5	2
163	и так	3	2
164	в одной	2	2
165	но здесь	2	2
166	они были	3	2
167	со своими	2	2
168	о его	2	2
169	все в	2	2
170	он был	2	2
171	не мог	2	2
172	именно в	2	2
173	мы видим	3	2
174	в этой	13	2
175	считая женщин	2	2
176	здесь дается	2	2
177	между ними	2	2
178	всего романа	2	2
179	до конца	5	2
180	вино и	2	2
181	и к	2	2
182	женщин и	4	2
183	в сущности	6	2
184	и о	5	2
185	если в	2	2
186	эти образы	3	2
187	один из	4	2
188	мы видели	7	2
189	пародия на	2	2
190	после этого	2	2
191	и до	5	2
192	и т.п	12	2
193	не может	2	2
194	здесь не	3	2
195	не считая	2	2
196	брат жан	14	2
197	с одной	2	2
198	гаргантюа и	4	2
199	в себя	2	2
200	и вот	3	2
201	в той	2	2
202	гл xxvii	2	2
203	так же	7	2
204	как на	2	2
205	гл xv	2	2
206	особенно в	3	2
207	рядом с	5	2
208	представлений о	2	2
209	у них	3	2
210	но это	4	2
211	то в	3	2
212	но он	6	2
213	в литературе	4	2
214	если кто	3	2
215	что здесь	3	2
216	рабле но	2	2
217	далеко не	5	2
218	в конце	9	2
219	как он	2	2
220	и это	2	2
221	этих образов	2	2
222	и детей	2	2
223	там где	3	2
224	положительный полюс	2	2
