N	2gram	Bakhtin_Fr_4	Otkroven
1	у него	5	22
2	и в	29	19
3	но и	9	13
4	и не	16	13
5	в этом	11	12
6	может быть	2	11
7	не только	10	11
8	и все	13	10
9	в нем	5	10
10	никогда не	2	9
11	прежде всего	8	9
12	он был	2	8
13	ни с	2	7
14	но он	6	7
15	до конца	5	7
16	нет ничего	2	7
17	он не	3	7
18	в его	8	7
19	все это	4	6
20	как и	12	6
21	то что	4	5
22	о его	2	5
23	в том	7	5
24	в этой	13	5
25	с его	4	4
26	того чтобы	3	4
27	все в	2	4
28	и его	8	4
29	все эти	9	4
30	не может	2	4
31	к нему	3	3
32	в этих	2	3
33	и есть	4	3
34	это не	5	3
35	о природе	2	3
36	и вот	3	3
37	что он	4	3
38	того что	3	3
39	для того	3	3
40	в своих	2	3
41	быть может	2	3
42	еще не	4	3
43	в себе	3	3
44	о том	2	3
45	с ним	2	3
46	как бы	8	3
47	уже в	2	2
48	все же	3	2
49	и для	2	2
50	так и	11	2
51	жизни в	2	2
52	в своем	3	2
53	что у	3	2
54	как к	3	2
55	к этому	2	2
56	был еще	2	2
57	и к	2	2
58	в ее	3	2
59	в которой	4	2
60	в других	2	2
61	том что	3	2
62	и на	11	2
63	и то	2	2
64	что они	2	2
65	сказать что	5	2
66	и с	9	2
67	тем что	4	2
68	даже и	2	2
69	ведь это	3	2
70	его в	9	2
71	в своей	5	2
72	так как	7	2
73	и этим	2	2
74	и о	5	2
75	хотя и	2	2
76	которую он	4	2
77	но в	12	2
78	этом он	2	2
