N	2gram	Bakhtin_Pr_1	Myshleni
1	в том	8	42
2	том что	7	35
3	в процессе	4	27
4	таким образом	12	25
5	точки зрения	19	24
6	в этом	22	24
7	и в	29	20
8	что в	8	19
9	в основе	4	17
10	то же	14	16
11	то что	15	15
12	не только	15	15
13	как мы	4	13
14	с другой	3	12
15	при этом	2	12
16	в их	3	12
17	потому что	8	12
18	может быть	24	12
19	в целом	6	11
20	так же	6	11
21	в его	24	11
22	мы должны	3	11
23	с точки	13	11
24	в истории	2	10
25	так как	6	10
26	в отношении	2	10
27	мы видим	2	10
28	в себе	7	10
29	только в	10	10
30	и как	7	9
31	но и	14	9
32	другой стороны	3	9
33	между тем	5	9
34	могли бы	2	9
35	как и	12	9
36	тот же	2	9
37	что и	4	9
38	и не	31	8
39	и что	2	8
40	в результате	4	8
41	этом смысле	10	8
42	было бы	5	8
43	друг с	2	7
44	как бы	19	7
45	этом отношении	3	7
46	в своей	8	7
47	самом деле	6	7
48	а не	22	7
49	тем что	4	7
50	могут быть	6	7
51	уже в	3	6
52	в самом	10	6
53	не может	12	6
54	те же	2	6
55	и на	7	6
56	сказать что	3	6
57	его в	6	6
58	слово в	2	6
59	что он	8	6
60	той же	5	6
61	можно было	2	6
62	перед нами	5	5
63	никогда не	3	5
64	это не	9	5
65	говорит он	6	5
66	если бы	9	5
67	и его	14	5
68	с этим	2	5
69	и к	2	5
70	все же	9	5
71	мы уже	2	5
72	так и	7	5
73	как в	6	5
74	все эти	9	5
75	все время	2	4
76	представляется нам	2	4
77	тому что	3	4
78	в своем	8	4
79	является не	2	4
80	что оно	2	4
81	друг друга	3	4
82	с этой	2	4
83	в сознании	2	4
84	и с	4	4
85	его к	2	4
86	в смысле	2	4
87	в сущности	5	4
88	во всей	2	4
89	нами в	2	4
90	между ними	2	4
91	не в	7	4
92	и для	4	4
93	во всяком	5	4
94	не могут	6	3
95	и от	2	3
96	так что	2	3
97	в этой	4	3
98	между отдельными	2	3
99	себе и	3	3
100	от того	4	3
101	в условиях	2	3
102	всяком случае	3	3
103	один из	2	3
104	именно в	5	3
105	должно быть	4	3
106	на его	2	3
107	тем как	4	3
108	оно может	2	3
109	но в	7	3
110	в настоящем	2	3
111	и во	2	3
112	идет о	4	3
113	бы в	3	3
114	по существу	3	3
115	чем в	2	3
116	но не	9	3
117	в один	2	3
118	приводит к	3	3
119	на этот	2	3
120	самое слово	2	3
121	ни в	3	3
122	связи с	2	3
123	в которой	2	3
124	благодаря чему	2	2
125	должна быть	5	2
126	в другой	3	2
127	целом ряде	3	2
128	в каждом	8	2
129	прежде всего	7	2
130	для него	18	2
131	и у	3	2
132	одним из	6	2
133	они могут	2	2
134	в ней	2	2
135	в нем	19	2
136	к нему	6	2
137	данном случае	2	2
138	отличается от	3	2
139	здесь мы	2	2
140	они не	4	2
141	а в	7	2
142	для других	2	2
143	не знает	3	2
144	в данном	2	2
145	и здесь	3	2
146	но как	3	2
147	их в	4	2
148	но они	2	2
149	нисколько не	2	2
150	уже и	2	2
151	находит свое	2	2
152	у него	5	2
153	таким же	3	2
154	зависимости от	5	2
155	мы его	2	2
156	еще не	5	2
157	никак не	2	2
158	далеко не	3	2
159	даже в	4	2
160	не есть	2	2
161	мысли и	5	2
162	входит в	7	2
163	в той	2	2
164	к этим	2	2
165	тому как	3	2
166	подобно тому	3	2
167	на котором	3	2
168	и это	5	2
169	же не	2	2
