N	2gram	Voloshinov_1	Istorich
1	и в	15	26
2	так как	9	18
3	никогда не	7	13
4	потому что	4	13
5	что в	6	12
6	таким образом	21	12
7	в том	4	12
8	и на	3	12
9	в этом	13	12
10	связь с	4	11
11	мы видели	5	11
12	может быть	13	11
13	том что	5	10
14	и не	16	10
15	не только	5	10
16	что он	8	9
17	еще не	7	9
18	но и	4	9
19	в нем	4	8
20	все же	5	8
21	вместе с	4	8
22	все эти	9	8
23	с ним	12	8
24	уже не	5	7
25	мы можем	12	7
26	и его	15	7
27	у него	3	7
28	но в	9	7
29	то что	10	6
30	мы уже	5	6
31	ее в	2	6
32	как в	3	6
33	не может	13	6
34	в более	3	6
35	и с	7	6
36	мы не	4	6
37	у нас	3	5
38	как и	6	5
39	этот мотив	3	5
40	в ней	5	5
41	в его	9	5
42	так и	10	5
43	то же	7	5
44	и что	3	5
45	в то	6	5
46	только в	6	5
47	его в	8	5
48	и этим	3	5
49	есть и	2	4
50	это не	2	4
51	из этих	4	4
52	прежде всего	11	4
53	не всегда	4	4
54	с его	8	4
55	но это	2	4
56	до сих	3	4
57	все что	9	4
58	как бы	11	4
59	что и	2	4
60	сих пор	3	4
61	в мифах	2	4
62	что оно	2	4
63	как мы	10	4
64	и по	5	4
65	борьбы с	4	3
66	или иное	2	3
67	и ее	3	3
68	и другие	2	3
69	если бы	3	3
70	могут быть	6	3
71	в одном	3	3
72	на место	3	3
73	если он	5	3
74	к этому	7	3
75	не в	4	3
76	они не	2	3
77	в качестве	2	3
78	она не	2	3
79	главным образом	4	3
80	от того	3	3
81	в него	2	3
82	один из	4	3
83	другими словами	3	3
84	в своей	9	3
85	во сне	2	3
86	из этого	2	3
87	данном случае	3	3
88	что она	2	3
89	со стороны	2	3
90	только одна	2	3
91	и через	2	3
92	а в	6	3
93	при этом	7	3
94	и вот	6	3
95	и наконец	10	3
96	как на	3	3
97	в своих	4	3
98	в данном	3	3
99	и то	2	3
100	их в	2	3
101	сказать что	6	3
102	и только	4	3
103	в себе	4	3
104	не было	4	3
105	далеко не	4	3
106	все время	4	2
107	в этих	2	2
108	в эту	2	2
109	в своем	2	2
110	в одной	2	2
111	с этим	6	2
112	вовсе не	2	2
113	ступенях развития	3	2
114	можно сказать	4	2
115	к тому	4	2
116	сводится к	3	2
117	мы знаем	7	2
118	он был	3	2
119	по отношению	11	2
120	но все	2	2
121	одна из	3	2
122	но не	5	2
123	только то	3	2
124	что при	2	2
125	что мы	2	2
126	было бы	6	2
127	миф и	2	2
128	всяком случае	3	2
129	и др	8	2
130	но мы	2	2
131	отношению к	9	2
132	на этой	2	2
133	жизни и	5	2
134	ни в	6	2
135	не будем	2	2
136	и до	3	2
137	но эти	2	2
138	на него	4	2
139	что же	4	2
140	силу и	2	2
141	приходит в	2	2
142	он не	4	2
143	увидим что	4	2
144	человека в	3	2
145	обе стороны	2	2
146	а не	2	2
147	того что	2	2
148	должны быть	3	2
149	дает нам	2	2
150	то или	2	2
151	с ними	4	2
152	во всяком	4	2
153	знаем что	3	2
154	уже знаем	3	2
155	он и	2	2
156	к себе	3	2
157	самого себя	2	2
158	мы должны	7	2
159	по всему	2	2
160	мотива в	2	2
161	зависимости от	2	2
162	в этой	5	2
163	что это	3	2
164	из него	2	2
165	отметить что	2	2
166	оно может	3	2
167	ничего не	2	2
168	или как	3	2
