N	2gram	Tiupa_Lite_3	Myshleni
1	в этом	14	29
2	точки зрения	7	28
3	и в	16	26
4	не только	14	24
5	для себя	2	24
6	то что	12	24
7	с точки	3	21
8	представляет собой	2	19
9	того чтобы	2	19
10	в том	12	18
11	и не	22	18
12	для того	2	18
13	том что	8	17
14	потому что	3	16
15	как и	5	15
16	того что	9	14
17	так же	2	14
18	как мы	2	14
19	что в	2	12
20	вместе с	5	12
21	и его	6	12
22	но и	14	11
23	в слове	3	11
24	не может	8	11
25	по своей	3	10
26	в самом	3	9
27	тем что	2	9
28	в себе	6	9
29	то же	9	8
30	что он	5	8
31	ее в	2	8
32	тем самым	7	8
33	той же	3	8
34	только в	7	8
35	к тому	6	7
36	прежде всего	3	7
37	может быть	12	7
38	о природе	2	7
39	и к	3	7
40	в ситуации	2	7
41	вопрос о	2	6
42	нас к	2	6
43	и тем	3	6
44	по отношению	4	6
45	именно в	5	6
46	как на	3	6
47	как бы	8	6
48	в ее	5	6
49	было бы	2	6
50	во всех	2	6
51	все же	2	6
52	самом деле	3	6
53	а не	12	6
54	с этой	2	5
55	можно сказать	2	5
56	до конца	4	5
57	одной стороны	4	5
58	если бы	2	5
59	в целом	5	5
60	во второй	2	5
61	данном случае	4	5
62	с одной	4	5
63	и с	2	5
64	одно из	4	5
65	в начале	4	5
66	же самое	2	5
67	могли бы	2	5
68	как это	3	5
69	в качестве	5	5
70	отношению к	4	5
71	и для	4	5
72	в данном	4	5
73	не менее	2	4
74	никогда не	4	4
75	что у	2	4
76	с другой	6	4
77	в конце	2	4
78	на то	2	4
79	и наконец	3	4
80	в его	6	4
81	о том	6	4
82	но в	3	4
83	о чем	3	4
84	стороны и	2	4
85	связи с	2	4
86	еще не	6	4
87	как в	5	4
88	не в	10	4
89	и только	2	4
90	едва ли	3	4
91	в области	3	4
92	я не	2	3
93	что ему	2	3
94	это не	5	3
95	для него	2	3
96	в основе	5	3
97	в первой	2	3
98	этом отношении	5	3
99	во втором	2	3
100	в живом	2	3
101	в первом	2	3
102	состоит в	6	3
103	не означает	2	3
104	по себе	2	3
105	в то	9	3
106	но не	4	3
107	и потому	2	3
108	что и	2	3
109	в своей	7	3
110	так и	9	3
111	как раз	2	3
112	из того	2	3
113	в этой	8	3
114	себя и	2	2
115	одного из	2	2
116	и вместе	2	2
117	входит в	4	2
118	а по	2	2
119	мы и	2	2
120	в свою	2	2
121	на его	3	2
122	несмотря на	2	2
123	одним из	4	2
124	один из	2	2
125	в нем	2	2
126	с ее	3	2
127	отношение к	2	2
128	отношения к	3	2
129	лишь в	5	2
130	действительности в	2	2
131	должно быть	4	2
132	а в	5	2
133	самим собой	3	2
134	в своих	2	2
135	его в	2	2
136	поэзии и	2	2
137	и другого	2	2
138	к этому	2	2
139	в случае	2	2
140	а затем	3	2
141	раз в	2	2
142	у нас	2	2
143	то в	3	2
144	и при	2	2
145	со всеми	2	2
146	совершенно не	3	2
147	никем не	2	2
148	наконец в	3	2
149	время в	2	2
150	с ней	2	2
151	даже в	4	2
152	не удивительно	2	2
153	во всей	2	2
154	внимание на	2	2
155	в отличие	5	2
156	но с	2	2
157	что не	2	2
158	которой она	2	2
159	и ее	2	2
160	здесь как	2	2
161	отличие от	5	2
