N	2gram	Losev_Prob_3	Formalny
1	и в	44	24
2	художественного произведения	14	23
3	в его	9	23
4	прежде всего	3	22
5	и не	35	20
6	так и	10	18
7	не может	7	16
8	точки зрения	5	16
9	в этом	17	15
10	в нем	9	14
11	может быть	28	14
12	с точки	2	13
13	таким образом	9	13
14	и т	13	12
15	в своем	5	11
16	не менее	10	11
17	как и	10	11
18	в своей	5	11
19	в их	2	11
20	вовсе не	37	10
21	и ее	3	10
22	в настоящее	2	10
23	то же	13	10
24	в ней	5	10
25	а не	18	10
26	и его	5	10
27	настоящее время	2	10
28	и потому	7	9
29	в процессе	2	9
30	все это	5	9
31	в то	9	9
32	произведения в	2	8
33	в ее	4	8
34	именно в	2	8
35	то что	23	8
36	как в	5	8
37	т д	13	8
38	произведения и	2	8
39	не в	13	8
40	и с	9	8
41	и от	9	7
42	не только	14	7
43	с ее	2	7
44	жизни и	6	7
45	но и	10	7
46	на самом	7	7
47	отнюдь не	10	6
48	и все	3	6
49	и здесь	5	6
50	было бы	8	6
51	в том	21	6
52	в этой	3	6
53	самом деле	3	6
54	до сих	2	6
55	она не	3	6
56	еще не	5	6
57	как бы	9	6
58	сих пор	2	6
59	в целом	6	6
60	художественное произведение	8	6
61	а в	5	6
62	отношения к	3	6
63	все эти	7	6
64	художественной структуры	2	6
65	как это	2	6
66	хотя бы	3	5
67	формы и	3	5
68	по себе	25	5
69	в искусстве	4	5
70	у нас	10	5
71	при этом	4	5
72	только на	5	5
73	во всех	2	5
74	в самом	3	5
75	и до	2	5
76	как мы	8	5
77	искусства и	2	5
78	того что	8	5
79	с другой	7	5
80	но в	12	5
81	в частности	2	4
82	никогда не	6	4
83	с другими	3	4
84	и к	6	4
85	для этого	6	4
86	и может	2	4
87	если бы	3	4
88	всяком случае	6	4
89	при таком	2	4
90	быть и	3	4
91	так же	5	4
92	в связи	7	4
93	что в	8	4
94	с одной	2	4
95	только и	8	4
96	друг друга	2	4
97	как на	2	4
98	в которой	2	4
99	с этой	3	4
100	во всяком	9	4
101	как о	5	4
102	но не	3	3
103	в отношении	2	3
104	всех этих	2	3
105	связи с	8	3
106	то ни	6	3
107	бы то	4	3
108	ясно что	6	3
109	или иного	3	3
110	что он	9	3
111	к тому	3	3
112	художественном произведении	3	3
113	его как	3	3
114	для него	3	3
115	это и	7	3
116	и как	3	3
117	но это	8	3
118	ни на	3	3
119	он не	8	3
120	произведение в	2	3
121	все же	6	3
122	же в	3	3
123	когда он	2	3
124	значение в	3	3
125	отличается от	4	3
126	значение и	5	3
127	не было	5	3
128	мы не	7	3
129	тем самым	5	3
130	и даже	14	3
131	его в	3	3
132	у них	2	3
133	жизнь и	2	3
134	ничем не	2	3
135	в основе	2	3
136	как она	2	3
137	в себе	8	3
138	этого слова	5	3
139	в художественном	3	3
140	здесь не	8	3
141	бы в	2	3
142	того или	6	2
143	а как	2	2
144	сама по	8	2
145	нисколько не	2	2
146	и более	2	2
147	же как	3	2
148	с тем	5	2
149	в нашем	5	2
150	сами по	6	2
151	а вовсе	2	2
152	это не	9	2
153	и особенно	2	2
154	с этим	2	2
155	и слишком	2	2
156	мы ни	2	2
157	здесь в	3	2
158	а только	5	2
159	но эта	3	2
160	ни было	3	2
161	ни в	8	2
162	в самой	2	2
163	нас не	5	2
164	уже не	7	2
165	по существу	2	2
166	мы видели	2	2
167	но все	3	2
168	литературы и	2	2
169	если мы	16	2
170	только в	19	2
171	и если	6	2
172	от друга	2	2
173	уже как	3	2
174	от того	2	2
175	как раз	8	2
176	и является	4	2
177	за пределы	5	2
178	чисто художественной	2	2
179	что и	9	2
180	не есть	35	2
181	у тургенева	2	2
182	друг от	2	2
183	действительности как	2	2
184	вместе с	2	2
185	он в	2	2
186	во всей	3	2
187	и художественной	2	2
188	и что	7	2
189	раз и	4	2
190	не так	3	2
191	его не	2	2
192	и художественная	2	2
193	в результате	2	2
194	чем же	4	2
195	даже и	16	2
196	ничего не	3	2
197	если же	3	2
198	жизни но	2	2
199	и это	9	2
200	бы быть	3	2
201	с ним	7	2
202	могло бы	3	2
203	что такое	3	2
